,location,cases,Rate**,date
56,City of Bell Gardens,110.0,255.39,2020-05-04 15:59:38.716813
57,City of Bellflower,142.0,182.67,2020-05-04 15:59:38.716813
58,City of Beverly Hills,113.0,327.35,2020-05-04 15:59:38.716813
59,City of Bradbury,1.0,93.55,2020-05-04 15:59:38.716813
60,City of Burbank,260.0,242.58,2020-05-04 15:59:38.716813
61,City of Calabasas,44.0,180.9,2020-05-04 15:59:38.716813
62,City of Carson,256.0,272.79,2020-05-04 15:59:38.716813
63,City of Cerritos,57.0,113.85,2020-05-04 15:59:38.716813
64,City of Claremont,24.0,65.78,2020-05-04 15:59:38.716813
65,City of Commerce,13.0,99.47,2020-05-04 15:59:38.716813
66,City of Compton,224.0,224.22,2020-05-04 15:59:38.716813
67,City of Covina,101.0,205.99,2020-05-04 15:59:38.716813
68,City of Cudahy,80.0,328.58,2020-05-04 15:59:38.716813
69,City of Culver City,68.0,170.58,2020-05-04 15:59:38.716813
70,City of Diamond Bar,36.0,62.59,2020-05-04 15:59:38.716813
71,City of Downey,236.0,206.54,2020-05-04 15:59:38.716813
72,City of Duarte,77.0,349.75,2020-05-04 15:59:38.716813
73,City of El Monte,177.0,150.94,2020-05-04 15:59:38.716813
74,City of El Segundo,28.0,166.81,2020-05-04 15:59:38.716813
75,City of Gardena,165.0,269.12,2020-05-04 15:59:38.716813
76,City of Glendale,634.0,307.03,2020-05-04 15:59:38.716813
77,City of Glendora,48.0,90.97,2020-05-04 15:59:38.716813
78,City of Hawaiian Gardens,10.0,68.14,2020-05-04 15:59:38.716813
79,City of Hawthorne,205.0,230.89,2020-05-04 15:59:38.716813
80,City of Hermosa Beach,24.0,122.01,2020-05-04 15:59:38.716813
81,City of Hidden Hills,0.0,0.0,2020-05-04 15:59:38.716813
82,City of Huntington Park,165.0,277.39,2020-05-04 15:59:38.716813
83,City of Industry,1.0,228.83,2020-05-04 15:59:38.716813
84,City of Inglewood,356.0,313.43,2020-05-04 15:59:38.716813
85,City of Irwindale,2.0,137.08,2020-05-04 15:59:38.716813
86,City of La Canada Flintridge,37.0,178.8,2020-05-04 15:59:38.716813
87,City of La Habra Heights,3.0,55.0,2020-05-04 15:59:38.716813
88,City of La Mirada,68.0,137.1,2020-05-04 15:59:38.716813
89,City of La Puente,43.0,105.66,2020-05-04 15:59:38.716813
90,City of La Verne,16.0,48.07,2020-05-04 15:59:38.716813
91,City of Lakewood,86.0,107.02,2020-05-04 15:59:38.716813
92,City of Lancaster,343.0,212.29,2020-05-04 15:59:38.716813
93,City of Lawndale,61.0,181.47,2020-05-04 15:59:38.716813
94,City of Lomita,36.0,173.67,2020-05-04 15:59:38.716813
95,City of Lynwood,207.0,287.31,2020-05-04 15:59:38.716813
96,City of Malibu,31.0,239.18,2020-05-04 15:59:38.716813
97,City of Manhattan Beach,66.0,183.34,2020-05-04 15:59:38.716813
98,City of Maywood,70.0,249.56,2020-05-04 15:59:38.716813
99,City of Monrovia,55.0,141.75,2020-05-04 15:59:38.716813
100,City of Montebello,157.0,243.88,2020-05-04 15:59:38.716813
101,City of Monterey Park,81.0,130.1,2020-05-04 15:59:38.716813
102,City of Norwalk,208.0,193.27,2020-05-04 15:59:38.716813
103,City of Palmdale,442.0,278.04,2020-05-04 15:59:38.716813
104,City of Palos Verdes Estates,37.0,273.63,2020-05-04 15:59:38.716813
105,City of Paramount,150.0,267.75,2020-05-04 15:59:38.716813
106,City of Pico Rivera,195.0,303.34,2020-05-04 15:59:38.716813
107,City of Pomona,198.0,126.98,2020-05-04 15:59:38.716813
108,City of Rancho Palos Verdes,62.0,145.04,2020-05-04 15:59:38.716813
109,City of Redondo Beach,111.0,161.58,2020-05-04 15:59:38.716813
110,City of Rolling Hills,2.0,103.09,2020-05-04 15:59:38.716813
