,location,cases,Rate**,date
52,City of Bell Gardens,63.0,146.27,2020-04-21 14:15:36.417581
53,City of Bellflower,78.0,100.34,2020-04-21 14:15:36.417581
54,City of Beverly Hills,99.0,286.79,2020-04-21 14:15:36.417581
55,City of Bradbury,,--,2020-04-21 14:15:36.417581
56,City of Burbank,151.0,140.88,2020-04-21 14:15:36.417581
57,City of Calabasas,29.0,119.23,2020-04-21 14:15:36.417581
58,City of Carson,181.0,192.87,2020-04-21 14:15:36.417581
59,City of Cerritos,42.0,83.89,2020-04-21 14:15:36.417581
60,City of Claremont,19.0,52.08,2020-04-21 14:15:36.417581
61,City of Commerce,9.0,68.87,2020-04-21 14:15:36.417581
62,City of Compton,126.0,126.12,2020-04-21 14:15:36.417581
63,City of Covina,66.0,134.61,2020-04-21 14:15:36.417581
64,City of Cudahy,40.0,164.29,2020-04-21 14:15:36.417581
65,City of Culver City,44.0,110.37,2020-04-21 14:15:36.417581
66,City of Diamond Bar,25.0,43.47,2020-04-21 14:15:36.417581
67,City of Downey,147.0,128.65,2020-04-21 14:15:36.417581
68,City of Duarte,37.0,168.06,2020-04-21 14:15:36.417581
69,City of El Monte,72.0,61.4,2020-04-21 14:15:36.417581
70,City of El Segundo,21.0,125.1,2020-04-21 14:15:36.417581
71,City of Gardena,121.0,197.36,2020-04-21 14:15:36.417581
72,City of Glendale,369.0,178.7,2020-04-21 14:15:36.417581
73,City of Glendora,35.0,66.33,2020-04-21 14:15:36.417581
74,City of Hawaiian Gardens,8.0,54.51,2020-04-21 14:15:36.417581
75,City of Hawthorne,134.0,150.92,2020-04-21 14:15:36.417581
76,City of Hermosa Beach,22.0,111.85,2020-04-21 14:15:36.417581
77,City of Hidden Hills,0.0,0,2020-04-21 14:15:36.417581
78,City of Huntington Park,87.0,146.26,2020-04-21 14:15:36.417581
79,City of Industry,,--,2020-04-21 14:15:36.417581
80,City of Inglewood,215.0,189.29,2020-04-21 14:15:36.417581
81,City of Irwindale,,--,2020-04-21 14:15:36.417581
82,City of La Canada Flintridge,33.0,159.47,2020-04-21 14:15:36.417581
83,City of La Habra Heights,,--,2020-04-21 14:15:36.417581
84,City of La Mirada,40.0,80.65,2020-04-21 14:15:36.417581
85,City of La Puente,30.0,73.72,2020-04-21 14:15:36.417581
86,City of La Verne,13.0,39.06,2020-04-21 14:15:36.417581
87,City of Lakewood,61.0,75.91,2020-04-21 14:15:36.417581
88,City of Lancaster,184.0,113.88,2020-04-21 14:15:36.417581
89,City of Lawndale,42.0,124.95,2020-04-21 14:15:36.417581
90,City of Lomita,29.0,139.9,2020-04-21 14:15:36.417581
91,City of Lynwood,119.0,165.17,2020-04-21 14:15:36.417581
92,City of Malibu,26.0,200.6,2020-04-21 14:15:36.417581
93,City of Manhattan Beach,61.0,169.45,2020-04-21 14:15:36.417581
94,City of Maywood,45.0,160.43,2020-04-21 14:15:36.417581
95,City of Monrovia,23.0,59.28,2020-04-21 14:15:36.417581
96,City of Montebello,88.0,136.7,2020-04-21 14:15:36.417581
97,City of Monterey Park,47.0,75.49,2020-04-21 14:15:36.417581
98,City of Norwalk,124.0,115.22,2020-04-21 14:15:36.417581
99,City of Palmdale,248.0,156.01,2020-04-21 14:15:36.417581
100,City of Palos Verdes Estates,36.0,266.23,2020-04-21 14:15:36.417581
101,City of Paramount,97.0,173.14,2020-04-21 14:15:36.417581
102,City of Pico Rivera,107.0,166.45,2020-04-21 14:15:36.417581
103,City of Pomona,97.0,62.21,2020-04-21 14:15:36.417581
104,City of Rancho Palos Verdes,50.0,116.97,2020-04-21 14:15:36.417581
105,City of Redondo Beach,94.0,136.83,2020-04-21 14:15:36.417581
106,City of Rolling Hills,,--,2020-04-21 14:15:36.417581
107,City of Rolling Hills Estates,13.0,160.24,2020-04-21 14:15:36.417581
108,City of Rosemead,19.0,34.33,2020-04-21 14:15:36.417581
109,City of San Dimas,23.0,66.64,2020-04-21 14:15:36.417581
110,City of San Fernando,48.0,195.03,2020-04-21 14:15:36.417581
111,City of San Gabriel,23.0,56.16,2020-04-21 14:15:36.417581
112,City of San Marino,9.0,67.79,2020-04-21 14:15:36.417581
113,City of Santa Clarita,244.0,110.7,2020-04-21 14:15:36.417581
114,City of Santa Fe Springs,15.0,81.68,2020-04-21 14:15:36.417581
115,City of Santa Monica,135.0,146.03,2020-04-21 14:15:36.417581
116,City of Sierra Madre,,--,2020-04-21 14:15:36.417581
117,City of Signal Hill,5.0,42.38,2020-04-21 14:15:36.417581
118,City of South El Monte,6.0,28.73,2020-04-21 14:15:36.417581
119,City of South Gate,172.0,175.23,2020-04-21 14:15:36.417581
