,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),24894.0,,2020-05-02 16:08:29.062980
1,- Los Angeles County (excl. LB and Pas),23774.0,,2020-05-02 16:08:29.062980
2,- Long Beach,709.0,,2020-05-02 16:08:29.062980
3,- Pasadena,411.0,,2020-05-02 16:08:29.062980
5,Deaths,1209.0,,2020-05-02 16:08:29.062980
6,- Los Angeles County (excl. LB and Pas),1121.0,,2020-05-02 16:08:29.062980
7,- Long Beach,36.0,,2020-05-02 16:08:29.062980
8,- Pasadena,52.0,,2020-05-02 16:08:29.062980
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-02 16:08:29.062980
12,0 to 17,634.0,,2020-05-02 16:08:29.062980
13,18 to 40,7917.0,,2020-05-02 16:08:29.062980
14,41 to 65,10029.0,,2020-05-02 16:08:29.062980
15,Over 65,5124.0,,2020-05-02 16:08:29.062980
16,Under Investigation,70.0,,2020-05-02 16:08:29.062980
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-02 16:08:29.062980
18,Female,11736.0,,2020-05-02 16:08:29.062980
19,Male,11851.0,,2020-05-02 16:08:29.062980
20,Other,6.0,,2020-05-02 16:08:29.062980
21,Under Investigation,181.0,,2020-05-02 16:08:29.062980
23,Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-02 16:08:29.062980
24,Asian,1526.0,,2020-05-02 16:08:29.062980
25,Black,1066.0,,2020-05-02 16:08:29.062980
26,Hispanic/Latino,6922.0,,2020-05-02 16:08:29.062980
27,White,3057.0,,2020-05-02 16:08:29.062980
28,Other,1069.0,,2020-05-02 16:08:29.062980
29,Under Investigation,9931.0,,2020-05-02 16:08:29.062980
31,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-05-02 16:08:29.062980
32,Hospitalized (Ever),4956.0,,2020-05-02 16:08:29.062980
35,Deaths Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-05-02 16:08:29.062980
36,Asian,205.0,,2020-05-02 16:08:29.062980
37,Black,139.0,,2020-05-02 16:08:29.062980
38,Hispanic/Latino,413.0,,2020-05-02 16:08:29.062980
39,White,318.0,,2020-05-02 16:08:29.062980
40,Other,12.0,,2020-05-02 16:08:29.062980
41,Under Investigation,20.0,,2020-05-02 16:08:29.062980
43,CITY/COMMUNITY,,,2020-05-02 16:08:29.062980
44,City of Agoura Hills,31.0,148.45,2020-05-02 16:08:29.062980
45,City of Alhambra,86.0,99.17,2020-05-02 16:08:29.062980
46,City of Arcadia,43.0,74.45,2020-05-02 16:08:29.062980
47,City of Artesia,14.0,83.36,2020-05-02 16:08:29.062980
48,City of Avalon,0.0,0.0,2020-05-02 16:08:29.062980
49,City of Azusa,72.0,143.88,2020-05-02 16:08:29.062980
