,location,cases,Rate**,date
56,City of Bell Gardens,133.0,308.79,2020-05-10 14:27:37.651933
57,City of Bellflower,180.0,231.56,2020-05-10 14:27:37.651933
58,City of Beverly Hills,119.0,344.73,2020-05-10 14:27:37.651933
59,City of Bradbury,2.0,187.09,2020-05-10 14:27:37.651933
60,City of Burbank,303.0,282.7,2020-05-10 14:27:37.651933
61,City of Calabasas,47.0,193.23,2020-05-10 14:27:37.651933
62,City of Carson,299.0,318.61,2020-05-10 14:27:37.651933
63,City of Cerritos,69.0,137.82,2020-05-10 14:27:37.651933
64,City of Claremont,29.0,79.49,2020-05-10 14:27:37.651933
65,City of Commerce,19.0,145.38,2020-05-10 14:27:37.651933
66,City of Compton,280.0,280.27,2020-05-10 14:27:37.651933
67,City of Covina,108.0,220.26,2020-05-10 14:27:37.651933
68,City of Cudahy,98.0,402.51,2020-05-10 14:27:37.651933
69,City of Culver City,116.0,290.98,2020-05-10 14:27:37.651933
70,City of Diamond Bar,44.0,76.5,2020-05-10 14:27:37.651933
71,City of Downey,289.0,252.93,2020-05-10 14:27:37.651933
72,City of Duarte,85.0,386.08,2020-05-10 14:27:37.651933
73,City of El Monte,230.0,196.13,2020-05-10 14:27:37.651933
74,City of El Segundo,30.0,178.72,2020-05-10 14:27:37.651933
75,City of Gardena,185.0,301.75,2020-05-10 14:27:37.651933
76,City of Glendale,724.0,350.62,2020-05-10 14:27:37.651933
77,City of Glendora,70.0,132.67,2020-05-10 14:27:37.651933
78,City of Hawaiian Gardens,11.0,74.95,2020-05-10 14:27:37.651933
79,City of Hawthorne,254.0,286.08,2020-05-10 14:27:37.651933
80,City of Hermosa Beach,25.0,127.1,2020-05-10 14:27:37.651933
81,City of Hidden Hills,1.0,52.91,2020-05-10 14:27:37.651933
82,City of Huntington Park,202.0,339.59,2020-05-10 14:27:37.651933
83,City of Industry,7.0,1601.83,2020-05-10 14:27:37.651933
84,City of Inglewood,417.0,367.14,2020-05-10 14:27:37.651933
85,City of Irwindale,3.0,205.62,2020-05-10 14:27:37.651933
86,City of La Canada Flintridge,43.0,207.8,2020-05-10 14:27:37.651933
87,City of La Habra Heights,4.0,73.33,2020-05-10 14:27:37.651933
88,City of La Mirada,75.0,151.21,2020-05-10 14:27:37.651933
89,City of La Puente,54.0,132.69,2020-05-10 14:27:37.651933
90,City of La Verne,21.0,63.1,2020-05-10 14:27:37.651933
91,City of Lakewood,104.0,129.41,2020-05-10 14:27:37.651933
92,City of Lancaster,411.0,254.38,2020-05-10 14:27:37.651933
93,City of Lawndale,80.0,238.0,2020-05-10 14:27:37.651933
94,City of Lomita,41.0,197.79,2020-05-10 14:27:37.651933
95,City of Lynwood,269.0,373.37,2020-05-10 14:27:37.651933
96,City of Malibu,32.0,246.89,2020-05-10 14:27:37.651933
97,City of Manhattan Beach,69.0,191.67,2020-05-10 14:27:37.651933
98,City of Maywood,89.0,317.3,2020-05-10 14:27:37.651933
99,City of Monrovia,85.0,219.07,2020-05-10 14:27:37.651933
100,City of Montebello,214.0,332.43,2020-05-10 14:27:37.651933
101,City of Monterey Park,106.0,170.25,2020-05-10 14:27:37.651933
102,City of Norwalk,246.0,228.58,2020-05-10 14:27:37.651933
103,City of Palmdale,501.0,315.16,2020-05-10 14:27:37.651933
104,City of Palos Verdes Estates,40.0,295.81,2020-05-10 14:27:37.651933
105,City of Paramount,174.0,310.59,2020-05-10 14:27:37.651933
106,City of Pico Rivera,261.0,406.01,2020-05-10 14:27:37.651933
107,City of Pomona,258.0,165.46,2020-05-10 14:27:37.651933
108,City of Rancho Palos Verdes,75.0,175.45,2020-05-10 14:27:37.651933
109,City of Redondo Beach,120.0,174.68,2020-05-10 14:27:37.651933
110,City of Rolling Hills,2.0,103.09,2020-05-10 14:27:37.651933
111,City of Rolling Hills Estates,13.0,160.24,2020-05-10 14:27:37.651933
112,City of Rosemead,52.0,93.95,2020-05-10 14:27:37.651933
113,City of San Dimas,33.0,95.61,2020-05-10 14:27:37.651933
114,City of San Fernando,132.0,536.32,2020-05-10 14:27:37.651933
115,City of San Gabriel,49.0,119.65,2020-05-10 14:27:37.651933
116,City of San Marino,14.0,105.45,2020-05-10 14:27:37.651933
117,City of Santa Clarita,484.0,219.58,2020-05-10 14:27:37.651933
118,City of Santa Fe Springs,31.0,168.81,2020-05-10 14:27:37.651933
119,City of Santa Monica,206.0,222.83,2020-05-10 14:27:37.651933
120,City of Sierra Madre,6.0,54.6,2020-05-10 14:27:37.651933
121,City of Signal Hill,9.0,76.29,2020-05-10 14:27:37.651933
122,City of South El Monte,40.0,191.53,2020-05-10 14:27:37.651933
123,City of South Gate,310.0,315.83,2020-05-10 14:27:37.651933
124,City of South Pasadena,100.0,383.83,2020-05-10 14:27:37.651933
125,City of Temple City,70.0,192.02,2020-05-10 14:27:37.651933
126,City of Torrance,315.0,211.03,2020-05-10 14:27:37.651933
127,City of Vernon,1.0,478.47,2020-05-10 14:27:37.651933
128,City of Walnut,27.0,88.43,2020-05-10 14:27:37.651933
129,City of West Covina,172.0,158.91,2020-05-10 14:27:37.651933
130,City of West Hollywood,146.0,395.12,2020-05-10 14:27:37.651933
131,City of Westlake Village,6.0,71.77,2020-05-10 14:27:37.651933
132,City of Whittier,168.0,192.15,2020-05-10 14:27:37.651933
133,Los Angeles,15223.0,376.38,2020-05-10 14:27:37.651933
134,Los Angeles - Adams-Normandie,32.0,390.15,2020-05-10 14:27:37.651933
135,Los Angeles - Alsace,35.0,281.24,2020-05-10 14:27:37.651933
136,Los Angeles - Angeles National Forest,0.0,0.0,2020-05-10 14:27:37.651933
137,Los Angeles - Angelino Heights,10.0,399.68,2020-05-10 14:27:37.651933
138,Los Angeles - Arleta,151.0,439.34,2020-05-10 14:27:37.651933
139,Los Angeles - Atwater Village,34.0,231.83,2020-05-10 14:27:37.651933
140,Los Angeles - Baldwin Hills,92.0,295.58,2020-05-10 14:27:37.651933
141,Los Angeles - Bel Air,31.0,367.78,2020-05-10 14:27:37.651933
142,Los Angeles - Beverly Crest,34.0,271.46,2020-05-10 14:27:37.651933
143,Los Angeles - Beverlywood,33.0,250.51,2020-05-10 14:27:37.651933
144,Los Angeles - Boyle Heights,313.0,360.25,2020-05-10 14:27:37.651933
145,Los Angeles - Brentwood,69.0,222.9,2020-05-10 14:27:37.651933
146,Los Angeles - Brookside,0.0,0.0,2020-05-10 14:27:37.651933
147,Los Angeles - Cadillac-Corning,22.0,308.95,2020-05-10 14:27:37.651933
148,Los Angeles - Canoga Park,372.0,569.77,2020-05-10 14:27:37.651933
149,Los Angeles - Carthay,68.0,473.44,2020-05-10 14:27:37.651933
150,Los Angeles - Central,183.0,469.33,2020-05-10 14:27:37.651933
151,Los Angeles - Century City,31.0,242.34,2020-05-10 14:27:37.651933
152,Los Angeles - Century Palms/Cove,125.0,370.19,2020-05-10 14:27:37.651933
153,Los Angeles - Chatsworth,118.0,318.39,2020-05-10 14:27:37.651933
154,Los Angeles - Cheviot Hills,18.0,196.27,2020-05-10 14:27:37.651933
155,Los Angeles - Chinatown,10.0,124.67,2020-05-10 14:27:37.651933
156,Los Angeles - Cloverdale/Cochran,45.0,309.21,2020-05-10 14:27:37.651933
157,Los Angeles - Country Club Park,77.0,508.15,2020-05-10 14:27:37.651933
158,Los Angeles - Crenshaw District,57.0,412.18,2020-05-10 14:27:37.651933
159,Los Angeles - Crestview,72.0,633.36,2020-05-10 14:27:37.651933
160,Los Angeles - Del Rey,58.0,193.75,2020-05-10 14:27:37.651933
161,Los Angeles - Downtown,87.0,316.28,2020-05-10 14:27:37.651933
162,Los Angeles - Eagle Rock,120.0,303.11,2020-05-10 14:27:37.651933
163,Los Angeles - East Hollywood,164.0,559.98,2020-05-10 14:27:37.651933
164,Los Angeles - Echo Park,27.0,189.39,2020-05-10 14:27:37.651933
165,Los Angeles - El Sereno,122.0,291.81,2020-05-10 14:27:37.651933
166,Los Angeles - Elysian Park,11.0,192.58,2020-05-10 14:27:37.651933
167,Los Angeles - Elysian Valley,27.0,265.46,2020-05-10 14:27:37.651933
168,Los Angeles - Encino,101.0,223.59,2020-05-10 14:27:37.651933
169,Los Angeles - Exposition,5.0,150.33,2020-05-10 14:27:37.651933
170,Los Angeles - Exposition Park,163.0,362.89,2020-05-10 14:27:37.651933
171,Los Angeles - Faircrest Heights,4.0,111.11,2020-05-10 14:27:37.651933
172,Los Angeles - Figueroa Park Square,24.0,275.2,2020-05-10 14:27:37.651933
173,Los Angeles - Florence-Firestone,191.0,402.57,2020-05-10 14:27:37.651933
174,Los Angeles - Glassell Park,138.0,436.65,2020-05-10 14:27:37.651933
175,Los Angeles - Gramercy Place,40.0,371.61,2020-05-10 14:27:37.651933
176,Los Angeles - Granada Hills,164.0,281.83,2020-05-10 14:27:37.651933
177,Los Angeles - Green Meadows,89.0,413.86,2020-05-10 14:27:37.651933
178,Los Angeles - Hancock Park,70.0,410.82,2020-05-10 14:27:37.651933
179,Los Angeles - Harbor City,57.0,196.08,2020-05-10 14:27:37.651933
180,Los Angeles - Harbor Gateway,84.0,192.66,2020-05-10 14:27:37.651933
181,Los Angeles - Harbor Pines,4.0,166.04,2020-05-10 14:27:37.651933
182,Los Angeles - Harvard Heights,83.0,460.22,2020-05-10 14:27:37.651933
183,Los Angeles - Harvard Park,174.0,458.68,2020-05-10 14:27:37.651933
184,Los Angeles - Highland Park,109.0,225.25,2020-05-10 14:27:37.651933
185,Los Angeles - Historic Filipinotown,80.0,576.78,2020-05-10 14:27:37.651933
186,Los Angeles - Hollywood,214.0,313.53,2020-05-10 14:27:37.651933
187,Los Angeles - Hollywood Hills,70.0,237.82,2020-05-10 14:27:37.651933
