,location,cases,Rate**,date
56,City of Bell Gardens,136.0,315.76,2020-05-11 15:43:44.150353
57,City of Bellflower,182.0,234.13,2020-05-11 15:43:44.150353
58,City of Beverly Hills,119.0,344.73,2020-05-11 15:43:44.150353
59,City of Bradbury,2.0,187.09,2020-05-11 15:43:44.150353
60,City of Burbank,304.0,283.64,2020-05-11 15:43:44.150353
61,City of Calabasas,47.0,193.23,2020-05-11 15:43:44.150353
62,City of Carson,302.0,321.8,2020-05-11 15:43:44.150353
63,City of Cerritos,69.0,137.82,2020-05-11 15:43:44.150353
64,City of Claremont,29.0,79.49,2020-05-11 15:43:44.150353
65,City of Commerce,19.0,145.38,2020-05-11 15:43:44.150353
66,City of Compton,287.0,287.28,2020-05-11 15:43:44.150353
67,City of Covina,108.0,220.26,2020-05-11 15:43:44.150353
68,City of Cudahy,98.0,402.51,2020-05-11 15:43:44.150353
69,City of Culver City,118.0,296.0,2020-05-11 15:43:44.150353
70,City of Diamond Bar,44.0,76.5,2020-05-11 15:43:44.150353
71,City of Downey,294.0,257.3,2020-05-11 15:43:44.150353
72,City of Duarte,85.0,386.08,2020-05-11 15:43:44.150353
73,City of El Monte,240.0,204.66,2020-05-11 15:43:44.150353
74,City of El Segundo,30.0,178.72,2020-05-11 15:43:44.150353
75,City of Gardena,185.0,301.75,2020-05-11 15:43:44.150353
76,City of Glendale,738.0,357.4,2020-05-11 15:43:44.150353
77,City of Glendora,71.0,134.56,2020-05-11 15:43:44.150353
78,City of Hawaiian Gardens,12.0,81.77,2020-05-11 15:43:44.150353
79,City of Hawthorne,256.0,288.33,2020-05-11 15:43:44.150353
80,City of Hermosa Beach,25.0,127.1,2020-05-11 15:43:44.150353
81,City of Hidden Hills,1.0,52.91,2020-05-11 15:43:44.150353
82,City of Huntington Park,206.0,346.31,2020-05-11 15:43:44.150353
83,City of Industry,10.0,2288.33,2020-05-11 15:43:44.150353
84,City of Inglewood,420.0,369.78,2020-05-11 15:43:44.150353
85,City of Irwindale,3.0,205.62,2020-05-11 15:43:44.150353
86,City of La Canada Flintridge,43.0,207.8,2020-05-11 15:43:44.150353
87,City of La Habra Heights,4.0,73.33,2020-05-11 15:43:44.150353
88,City of La Mirada,76.0,153.23,2020-05-11 15:43:44.150353
89,City of La Puente,54.0,132.69,2020-05-11 15:43:44.150353
90,City of La Verne,22.0,66.1,2020-05-11 15:43:44.150353
91,City of Lakewood,104.0,129.41,2020-05-11 15:43:44.150353
92,City of Lancaster,420.0,259.95,2020-05-11 15:43:44.150353
93,City of Lawndale,81.0,240.97,2020-05-11 15:43:44.150353
94,City of Lomita,41.0,197.79,2020-05-11 15:43:44.150353
95,City of Lynwood,276.0,383.08,2020-05-11 15:43:44.150353
96,City of Malibu,32.0,246.89,2020-05-11 15:43:44.150353
97,City of Manhattan Beach,69.0,191.67,2020-05-11 15:43:44.150353
98,City of Maywood,90.0,320.87,2020-05-11 15:43:44.150353
99,City of Monrovia,91.0,234.54,2020-05-11 15:43:44.150353
