,location,cases,Rate**,date
52,City of Bell Gardens,97.0,225.21,2020-04-29 14:24:13.338019
53,City of Bellflower,122.0,156.94,2020-04-29 14:24:13.338019
54,City of Beverly Hills,106.0,307.07,2020-04-29 14:24:13.338019
55,City of Bradbury,1.0,93.55,2020-04-29 14:24:13.338019
56,City of Burbank,234.0,218.32,2020-04-29 14:24:13.338019
57,City of Calabasas,35.0,143.9,2020-04-29 14:24:13.338019
58,City of Carson,232.0,247.21,2020-04-29 14:24:13.338019
59,City of Cerritos,50.0,99.87,2020-04-29 14:24:13.338019
60,City of Claremont,24.0,65.78,2020-04-29 14:24:13.338019
61,City of Commerce,11.0,84.17,2020-04-29 14:24:13.338019
62,City of Compton,197.0,197.19,2020-04-29 14:24:13.338019
63,City of Covina,90.0,183.55,2020-04-29 14:24:13.338019
64,City of Cudahy,67.0,275.19,2020-04-29 14:24:13.338019
65,City of Culver City,60.0,150.51,2020-04-29 14:24:13.338019
66,City of Diamond Bar,34.0,59.12,2020-04-29 14:24:13.338019
67,City of Downey,211.0,184.66,2020-04-29 14:24:13.338019
68,City of Duarte,62.0,281.61,2020-04-29 14:24:13.338019
69,City of El Monte,148.0,126.21,2020-04-29 14:24:13.338019
70,City of El Segundo,27.0,160.85,2020-04-29 14:24:13.338019
71,City of Gardena,157.0,256.08,2020-04-29 14:24:13.338019
72,City of Glendale,530.0,256.67,2020-04-29 14:24:13.338019
73,City of Glendora,44.0,83.39,2020-04-29 14:24:13.338019
74,City of Hawaiian Gardens,9.0,61.32,2020-04-29 14:24:13.338019
75,City of Hawthorne,178.0,200.48,2020-04-29 14:24:13.338019
76,City of Hermosa Beach,23.0,116.93,2020-04-29 14:24:13.338019
77,City of Hidden Hills,0.0,0.0,2020-04-29 14:24:13.338019
78,City of Huntington Park,136.0,228.63,2020-04-29 14:24:13.338019
79,City of Industry,1.0,228.83,2020-04-29 14:24:13.338019
80,City of Inglewood,311.0,273.81,2020-04-29 14:24:13.338019
81,City of Irwindale,2.0,137.08,2020-04-29 14:24:13.338019
82,City of La Canada Flintridge,37.0,178.8,2020-04-29 14:24:13.338019
83,City of La Habra Heights,2.0,36.66,2020-04-29 14:24:13.338019
84,City of La Mirada,57.0,114.92,2020-04-29 14:24:13.338019
85,City of La Puente,39.0,95.83,2020-04-29 14:24:13.338019
86,City of La Verne,16.0,48.07,2020-04-29 14:24:13.338019
87,City of Lakewood,78.0,97.06,2020-04-29 14:24:13.338019
88,City of Lancaster,292.0,180.73,2020-04-29 14:24:13.338019
89,City of Lawndale,54.0,160.65,2020-04-29 14:24:13.338019
90,City of Lomita,34.0,164.02,2020-04-29 14:24:13.338019
91,City of Lynwood,169.0,234.57,2020-04-29 14:24:13.338019
92,City of Malibu,30.0,231.46,2020-04-29 14:24:13.338019
93,City of Manhattan Beach,66.0,183.34,2020-04-29 14:24:13.338019
94,City of Maywood,63.0,224.61,2020-04-29 14:24:13.338019
95,City of Monrovia,44.0,113.4,2020-04-29 14:24:13.338019
96,City of Montebello,126.0,195.73,2020-04-29 14:24:13.338019
97,City of Monterey Park,72.0,115.64,2020-04-29 14:24:13.338019
98,City of Norwalk,183.0,170.04,2020-04-29 14:24:13.338019
99,City of Palmdale,395.0,248.48,2020-04-29 14:24:13.338019
100,City of Palos Verdes Estates,37.0,273.63,2020-04-29 14:24:13.338019
101,City of Paramount,122.0,217.77,2020-04-29 14:24:13.338019
102,City of Pico Rivera,155.0,241.12,2020-04-29 14:24:13.338019
103,City of Pomona,169.0,108.38,2020-04-29 14:24:13.338019
104,City of Rancho Palos Verdes,58.0,135.68,2020-04-29 14:24:13.338019
105,City of Redondo Beach,106.0,154.3,2020-04-29 14:24:13.338019
