,location,cases,Rate**,date
35,City of Bell,28.0,77.07,2020-04-08 18:56:40.209629
36,City of Bell Gardens,17.0,39.47,2020-04-08 18:56:40.209629
37,City of Bellflower,42.0,54.03,2020-04-08 18:56:40.209629
38,City of Beverly Hills,71.0,205.68,2020-04-08 18:56:40.209629
39,City of Bradbury,0.0,0,2020-04-08 18:56:40.209629
40,City of Burbank,83.0,77.44,2020-04-08 18:56:40.209629
41,City of Calabasas,20.0,82.23,2020-04-08 18:56:40.209629
42,City of Carson,104.0,110.82,2020-04-08 18:56:40.209629
43,City of Cerritos,29.0,57.92,2020-04-08 18:56:40.209629
44,City of Claremont,8.0,21.93,2020-04-08 18:56:40.209629
45,City of Commerce,0.0,0,2020-04-08 18:56:40.209629
46,City of Compton,44.0,44.04,2020-04-08 18:56:40.209629
47,City of Covina,28.0,57.11,2020-04-08 18:56:40.209629
48,City of Cudahy,19.0,78.04,2020-04-08 18:56:40.209629
49,City of Culver City,29.0,72.75,2020-04-08 18:56:40.209629
50,City of Diamond Bar,14.0,24.34,2020-04-08 18:56:40.209629
51,City of Downey,84.0,73.51,2020-04-08 18:56:40.209629
52,City of Duarte,,--,2020-04-08 18:56:40.209629
53,City of El Monte,23.0,19.61,2020-04-08 18:56:40.209629
54,City of El Segundo,8.0,47.66,2020-04-08 18:56:40.209629
55,City of Gardena,42.0,68.5,2020-04-08 18:56:40.209629
56,City of Glendale,166.0,80.39,2020-04-08 18:56:40.209629
57,City of Glendora,17.0,32.22,2020-04-08 18:56:40.209629
58,City of Hawaiian Gardens,,--,2020-04-08 18:56:40.209629
59,City of Hawthorne,55.0,61.95,2020-04-08 18:56:40.209629
60,City of Hermosa Beach,18.0,91.51,2020-04-08 18:56:40.209629
61,City of Hidden Hills,0.0,0,2020-04-08 18:56:40.209629
62,City of Huntington Park,36.0,60.52,2020-04-08 18:56:40.209629
63,City of Industry,,--,2020-04-08 18:56:40.209629
64,City of Inglewood,92.0,81,2020-04-08 18:56:40.209629
65,City of Irwindale,0.0,0,2020-04-08 18:56:40.209629
66,City of La Canada Flintridge,16.0,77.32,2020-04-08 18:56:40.209629
67,City of La Habra Heights,,--,2020-04-08 18:56:40.209629
68,City of La Mirada,17.0,34.27,2020-04-08 18:56:40.209629
69,City of La Puente,14.0,34.4,2020-04-08 18:56:40.209629
70,City of La Verne,7.0,21.03,2020-04-08 18:56:40.209629
71,City of Lakewood,37.0,46.04,2020-04-08 18:56:40.209629
72,City of Lancaster,73.0,45.18,2020-04-08 18:56:40.209629
73,City of Lawndale,22.0,65.45,2020-04-08 18:56:40.209629
74,City of Lomita,13.0,62.71,2020-04-08 18:56:40.209629
75,City of Lynwood,51.0,70.79,2020-04-08 18:56:40.209629
76,City of Malibu,10.0,77.15,2020-04-08 18:56:40.209629
77,City of Manhattan Beach,52.0,144.45,2020-04-08 18:56:40.209629
78,City of Maywood,20.0,71.3,2020-04-08 18:56:40.209629
79,City of Monrovia,13.0,33.51,2020-04-08 18:56:40.209629
80,City of Montebello,30.0,46.6,2020-04-08 18:56:40.209629
81,City of Monterey Park,23.0,36.94,2020-04-08 18:56:40.209629
82,City of Norwalk,58.0,53.89,2020-04-08 18:56:40.209629
83,City of Palmdale,65.0,40.89,2020-04-08 18:56:40.209629
84,City of Palos Verdes Estates,30.0,221.86,2020-04-08 18:56:40.209629
85,City of Paramount,28.0,49.98,2020-04-08 18:56:40.209629
86,City of Pico Rivera,43.0,66.89,2020-04-08 18:56:40.209629
87,City of Pomona,40.0,25.65,2020-04-08 18:56:40.209629
88,City of Rancho Palos Verdes,35.0,81.88,2020-04-08 18:56:40.209629
89,City of Redondo Beach,73.0,106.26,2020-04-08 18:56:40.209629
90,City of Rolling Hills,,--,2020-04-08 18:56:40.209629
91,City of Rolling Hills Estates,8.0,98.61,2020-04-08 18:56:40.209629
92,City of Rosemead,10.0,18.07,2020-04-08 18:56:40.209629
93,City of San Dimas,15.0,43.46,2020-04-08 18:56:40.209629
94,City of San Fernando,16.0,65.01,2020-04-08 18:56:40.209629
95,City of San Gabriel,12.0,29.3,2020-04-08 18:56:40.209629
