,location,cases,Rate**,date
56,City of Bell Gardens,125.0,290.22,2020-05-07 19:33:11.730194
57,City of Bellflower,162.0,208.4,2020-05-07 19:33:11.730194
58,City of Beverly Hills,115.0,333.14,2020-05-07 19:33:11.730194
59,City of Bradbury,1.0,93.55,2020-05-07 19:33:11.730194
60,City of Burbank,288.0,268.71,2020-05-07 19:33:11.730194
61,City of Calabasas,47.0,193.23,2020-05-07 19:33:11.730194
62,City of Carson,283.0,301.56,2020-05-07 19:33:11.730194
63,City of Cerritos,63.0,125.83,2020-05-07 19:33:11.730194
64,City of Claremont,27.0,74.01,2020-05-07 19:33:11.730194
65,City of Commerce,14.0,107.12,2020-05-07 19:33:11.730194
66,City of Compton,260.0,260.25,2020-05-07 19:33:11.730194
67,City of Covina,104.0,212.11,2020-05-07 19:33:11.730194
68,City of Cudahy,93.0,381.98,2020-05-07 19:33:11.730194
69,City of Culver City,90.0,225.76,2020-05-07 19:33:11.730194
70,City of Diamond Bar,39.0,67.81,2020-05-07 19:33:11.730194
71,City of Downey,264.0,231.05,2020-05-07 19:33:11.730194
72,City of Duarte,81.0,367.91,2020-05-07 19:33:11.730194
73,City of El Monte,209.0,178.22,2020-05-07 19:33:11.730194
74,City of El Segundo,30.0,178.72,2020-05-07 19:33:11.730194
75,City of Gardena,177.0,288.7,2020-05-07 19:33:11.730194
76,City of Glendale,687.0,332.7,2020-05-07 19:33:11.730194
77,City of Glendora,63.0,119.4,2020-05-07 19:33:11.730194
78,City of Hawaiian Gardens,11.0,74.95,2020-05-07 19:33:11.730194
79,City of Hawthorne,235.0,264.68,2020-05-07 19:33:11.730194
80,City of Hermosa Beach,25.0,127.1,2020-05-07 19:33:11.730194
81,City of Hidden Hills,0.0,0.0,2020-05-07 19:33:11.730194
82,City of Huntington Park,182.0,305.96,2020-05-07 19:33:11.730194
83,City of Industry,4.0,915.33,2020-05-07 19:33:11.730194
84,City of Inglewood,408.0,359.21,2020-05-07 19:33:11.730194
85,City of Irwindale,2.0,137.08,2020-05-07 19:33:11.730194
86,City of La Canada Flintridge,41.0,198.13,2020-05-07 19:33:11.730194
87,City of La Habra Heights,4.0,73.33,2020-05-07 19:33:11.730194
88,City of La Mirada,73.0,147.18,2020-05-07 19:33:11.730194
89,City of La Puente,46.0,113.03,2020-05-07 19:33:11.730194
90,City of La Verne,18.0,54.08,2020-05-07 19:33:11.730194
91,City of Lakewood,95.0,118.22,2020-05-07 19:33:11.730194
92,City of Lancaster,387.0,239.52,2020-05-07 19:33:11.730194
93,City of Lawndale,75.0,223.12,2020-05-07 19:33:11.730194
94,City of Lomita,40.0,192.97,2020-05-07 19:33:11.730194
95,City of Lynwood,240.0,333.12,2020-05-07 19:33:11.730194
96,City of Malibu,31.0,239.18,2020-05-07 19:33:11.730194
97,City of Manhattan Beach,68.0,188.89,2020-05-07 19:33:11.730194
98,City of Maywood,81.0,288.78,2020-05-07 19:33:11.730194
99,City of Monrovia,74.0,190.72,2020-05-07 19:33:11.730194
100,City of Montebello,175.0,271.84,2020-05-07 19:33:11.730194
101,City of Monterey Park,95.0,152.58,2020-05-07 19:33:11.730194
102,City of Norwalk,230.0,213.71,2020-05-07 19:33:11.730194
103,City of Palmdale,486.0,305.72,2020-05-07 19:33:11.730194
104,City of Palos Verdes Estates,40.0,295.81,2020-05-07 19:33:11.730194
105,City of Paramount,170.0,303.45,2020-05-07 19:33:11.730194
106,City of Pico Rivera,241.0,374.9,2020-05-07 19:33:11.730194
107,City of Pomona,232.0,148.78,2020-05-07 19:33:11.730194
108,City of Rancho Palos Verdes,74.0,173.11,2020-05-07 19:33:11.730194
109,City of Redondo Beach,116.0,168.86,2020-05-07 19:33:11.730194
110,City of Rolling Hills,2.0,103.09,2020-05-07 19:33:11.730194
111,City of Rolling Hills Estates,13.0,160.24,2020-05-07 19:33:11.730194
112,City of Rosemead,47.0,84.91,2020-05-07 19:33:11.730194
113,City of San Dimas,31.0,89.81,2020-05-07 19:33:11.730194
114,City of San Fernando,123.0,499.76,2020-05-07 19:33:11.730194
115,City of San Gabriel,42.0,102.55,2020-05-07 19:33:11.730194
116,City of San Marino,12.0,90.38,2020-05-07 19:33:11.730194
117,City of Santa Clarita,462.0,209.6,2020-05-07 19:33:11.730194
118,City of Santa Fe Springs,31.0,168.81,2020-05-07 19:33:11.730194
119,City of Santa Monica,203.0,219.59,2020-05-07 19:33:11.730194
120,City of Sierra Madre,5.0,45.5,2020-05-07 19:33:11.730194
121,City of Signal Hill,9.0,76.29,2020-05-07 19:33:11.730194
122,City of South El Monte,38.0,181.95,2020-05-07 19:33:11.730194
123,City of South Gate,300.0,305.64,2020-05-07 19:33:11.730194
124,City of South Pasadena,100.0,383.83,2020-05-07 19:33:11.730194
125,City of Temple City,63.0,172.82,2020-05-07 19:33:11.730194
126,City of Torrance,308.0,206.34,2020-05-07 19:33:11.730194
127,City of Vernon,1.0,478.47,2020-05-07 19:33:11.730194
128,City of Walnut,25.0,81.88,2020-05-07 19:33:11.730194
129,City of West Covina,158.0,145.98,2020-05-07 19:33:11.730194
130,City of West Hollywood,142.0,384.29,2020-05-07 19:33:11.730194
131,City of Westlake Village,6.0,71.77,2020-05-07 19:33:11.730194
132,City of Whittier,162.0,185.29,2020-05-07 19:33:11.730194
133,Los Angeles,14253.0,352.4,2020-05-07 19:33:11.730194
134,Los Angeles - Adams-Normandie,32.0,390.15,2020-05-07 19:33:11.730194
135,Los Angeles - Alsace,33.0,265.17,2020-05-07 19:33:11.730194
136,Los Angeles - Angeles National Forest,0.0,0.0,2020-05-07 19:33:11.730194
137,Los Angeles - Angelino Heights,10.0,399.68,2020-05-07 19:33:11.730194
138,Los Angeles - Arleta,147.0,427.7,2020-05-07 19:33:11.730194
139,Los Angeles - Atwater Village,34.0,231.83,2020-05-07 19:33:11.730194
140,Los Angeles - Baldwin Hills,77.0,247.39,2020-05-07 19:33:11.730194
141,Los Angeles - Bel Air,31.0,367.78,2020-05-07 19:33:11.730194
142,Los Angeles - Beverly Crest,33.0,263.47,2020-05-07 19:33:11.730194
143,Los Angeles - Beverlywood,33.0,250.51,2020-05-07 19:33:11.730194
144,Los Angeles - Boyle Heights,271.0,311.91,2020-05-07 19:33:11.730194
145,Los Angeles - Brentwood,67.0,216.44,2020-05-07 19:33:11.730194
146,Los Angeles - Brookside,0.0,0.0,2020-05-07 19:33:11.730194
147,Los Angeles - Cadillac-Corning,21.0,294.9,2020-05-07 19:33:11.730194
148,Los Angeles - Canoga Park,362.0,554.46,2020-05-07 19:33:11.730194
149,Los Angeles - Carthay,68.0,473.44,2020-05-07 19:33:11.730194
150,Los Angeles - Central,171.0,438.55,2020-05-07 19:33:11.730194
151,Los Angeles - Century City,30.0,234.52,2020-05-07 19:33:11.730194
152,Los Angeles - Century Palms/Cove,117.0,346.5,2020-05-07 19:33:11.730194
153,Los Angeles - Chatsworth,115.0,310.3,2020-05-07 19:33:11.730194
154,Los Angeles - Cheviot Hills,18.0,196.27,2020-05-07 19:33:11.730194
155,Los Angeles - Chinatown,10.0,124.67,2020-05-07 19:33:11.730194
156,Los Angeles - Cloverdale/Cochran,42.0,288.6,2020-05-07 19:33:11.730194
157,Los Angeles - Country Club Park,74.0,488.35,2020-05-07 19:33:11.730194
158,Los Angeles - Crenshaw District,55.0,397.71,2020-05-07 19:33:11.730194
159,Los Angeles - Crestview,70.0,615.76,2020-05-07 19:33:11.730194
160,Los Angeles - Del Rey,58.0,193.75,2020-05-07 19:33:11.730194
161,Los Angeles - Downtown,82.0,298.11,2020-05-07 19:33:11.730194
162,Los Angeles - Eagle Rock,106.0,267.75,2020-05-07 19:33:11.730194
163,Los Angeles - East Hollywood,156.0,532.66,2020-05-07 19:33:11.730194
164,Los Angeles - Echo Park,26.0,182.38,2020-05-07 19:33:11.730194
