,location,cases,Rate**,date
56,City of Bell Gardens,129.0,299.51,2020-05-08 14:47:02.548142
57,City of Bellflower,171.0,219.98,2020-05-08 14:47:02.548142
58,City of Beverly Hills,116.0,336.04,2020-05-08 14:47:02.548142
59,City of Bradbury,1.0,93.55,2020-05-08 14:47:02.548142
60,City of Burbank,291.0,271.51,2020-05-08 14:47:02.548142
61,City of Calabasas,47.0,193.23,2020-05-08 14:47:02.548142
62,City of Carson,285.0,303.69,2020-05-08 14:47:02.548142
63,City of Cerritos,64.0,127.83,2020-05-08 14:47:02.548142
64,City of Claremont,28.0,76.75,2020-05-08 14:47:02.548142
65,City of Commerce,15.0,114.78,2020-05-08 14:47:02.548142
66,City of Compton,266.0,266.26,2020-05-08 14:47:02.548142
67,City of Covina,105.0,214.15,2020-05-08 14:47:02.548142
68,City of Cudahy,96.0,394.3,2020-05-08 14:47:02.548142
69,City of Culver City,93.0,233.29,2020-05-08 14:47:02.548142
70,City of Diamond Bar,41.0,71.29,2020-05-08 14:47:02.548142
71,City of Downey,271.0,237.17,2020-05-08 14:47:02.548142
72,City of Duarte,84.0,381.54,2020-05-08 14:47:02.548142
73,City of El Monte,216.0,184.19,2020-05-08 14:47:02.548142
74,City of El Segundo,30.0,178.72,2020-05-08 14:47:02.548142
75,City of Gardena,177.0,288.7,2020-05-08 14:47:02.548142
76,City of Glendale,697.0,337.54,2020-05-08 14:47:02.548142
77,City of Glendora,64.0,121.29,2020-05-08 14:47:02.548142
78,City of Hawaiian Gardens,11.0,74.95,2020-05-08 14:47:02.548142
79,City of Hawthorne,240.0,270.31,2020-05-08 14:47:02.548142
80,City of Hermosa Beach,25.0,127.1,2020-05-08 14:47:02.548142
81,City of Hidden Hills,0.0,0.0,2020-05-08 14:47:02.548142
82,City of Huntington Park,196.0,329.5,2020-05-08 14:47:02.548142
83,City of Industry,7.0,1601.83,2020-05-08 14:47:02.548142
84,City of Inglewood,413.0,363.61,2020-05-08 14:47:02.548142
85,City of Irwindale,2.0,137.08,2020-05-08 14:47:02.548142
86,City of La Canada Flintridge,41.0,198.13,2020-05-08 14:47:02.548142
87,City of La Habra Heights,4.0,73.33,2020-05-08 14:47:02.548142
88,City of La Mirada,75.0,151.21,2020-05-08 14:47:02.548142
89,City of La Puente,50.0,122.86,2020-05-08 14:47:02.548142
90,City of La Verne,18.0,54.08,2020-05-08 14:47:02.548142
91,City of Lakewood,99.0,123.19,2020-05-08 14:47:02.548142
92,City of Lancaster,394.0,243.86,2020-05-08 14:47:02.548142
93,City of Lawndale,75.0,223.12,2020-05-08 14:47:02.548142
94,City of Lomita,40.0,192.97,2020-05-08 14:47:02.548142
95,City of Lynwood,255.0,353.94,2020-05-08 14:47:02.548142
96,City of Malibu,31.0,239.18,2020-05-08 14:47:02.548142
97,City of Manhattan Beach,68.0,188.89,2020-05-08 14:47:02.548142
98,City of Maywood,83.0,295.91,2020-05-08 14:47:02.548142
99,City of Monrovia,77.0,198.45,2020-05-08 14:47:02.548142
100,City of Montebello,204.0,316.89,2020-05-08 14:47:02.548142
101,City of Monterey Park,98.0,157.4,2020-05-08 14:47:02.548142
102,City of Norwalk,236.0,219.29,2020-05-08 14:47:02.548142
103,City of Palmdale,491.0,308.87,2020-05-08 14:47:02.548142
104,City of Palos Verdes Estates,40.0,295.81,2020-05-08 14:47:02.548142
105,City of Paramount,171.0,305.23,2020-05-08 14:47:02.548142
