,location,cases,date
103,City of Vernon,0.0,2020-03-30 14:30:44.492110
104,City of Walnut,3.0,2020-03-30 14:30:44.492110
105,City of West Covina,7.0,2020-03-30 14:30:44.492110
106,City of West Hollywood,53.0,2020-03-30 14:30:44.492110
107,City of Westlake Village,0.0,2020-03-30 14:30:44.492110
108,City of Whittier,8.0,2020-03-30 14:30:44.492110
109,City of Los Angeles,1171.0,2020-03-30 14:30:44.492110
110,Los Angeles - Adams-Normandie,,2020-03-30 14:30:44.492110
111,Los Angeles - Alsace,,2020-03-30 14:30:44.492110
112,Los Angeles - Angeles National Forest,0.0,2020-03-30 14:30:44.492110
113,Los Angeles - Angelino Heights,0.0,2020-03-30 14:30:44.492110
114,Los Angeles - Arleta,5.0,2020-03-30 14:30:44.492110
115,Los Angeles - Atwater Village,,2020-03-30 14:30:44.492110
116,Los Angeles - Baldwin Hills,9.0,2020-03-30 14:30:44.492110
117,Los Angeles - Bel Air,9.0,2020-03-30 14:30:44.492110
118,Los Angeles - Beverly Crest,19.0,2020-03-30 14:30:44.492110
119,Los Angeles - Beverlywood,11.0,2020-03-30 14:30:44.492110
120,Los Angeles - Boyle Heights,11.0,2020-03-30 14:30:44.492110
121,Los Angeles - Brentwood,34.0,2020-03-30 14:30:44.492110
122,Los Angeles - Brookside,0.0,2020-03-30 14:30:44.492110
123,Los Angeles - Cadillac-Corning,,2020-03-30 14:30:44.492110
124,Los Angeles - Canoga Park,4.0,2020-03-30 14:30:44.492110
125,Los Angeles - Carthay,15.0,2020-03-30 14:30:44.492110
126,Los Angeles - Central,6.0,2020-03-30 14:30:44.492110
127,Los Angeles - Century City,9.0,2020-03-30 14:30:44.492110
128,Los Angeles - Century Palms/Cove,8.0,2020-03-30 14:30:44.492110
129,Los Angeles - Chatsworth,10.0,2020-03-30 14:30:44.492110
130,Los Angeles - Cheviot Hills,5.0,2020-03-30 14:30:44.492110
131,Los Angeles - Chinatown,0.0,2020-03-30 14:30:44.492110
132,Los Angeles - Cloverdale/Cochran,,2020-03-30 14:30:44.492110
133,Los Angeles - Country Club Park,,2020-03-30 14:30:44.492110
134,Los Angeles - Crenshaw District,,2020-03-30 14:30:44.492110
135,Los Angeles - Crestview,13.0,2020-03-30 14:30:44.492110
136,Los Angeles - Del Rey,14.0,2020-03-30 14:30:44.492110
137,Los Angeles - Downtown,11.0,2020-03-30 14:30:44.492110
138,Los Angeles - Eagle Rock,8.0,2020-03-30 14:30:44.492110
139,Los Angeles - East Hollywood,10.0,2020-03-30 14:30:44.492110
140,Los Angeles - Echo Park,5.0,2020-03-30 14:30:44.492110
141,Los Angeles - El Sereno,3.0,2020-03-30 14:30:44.492110
142,Los Angeles - Elysian Park,,2020-03-30 14:30:44.492110
143,Los Angeles - Elysian Valley,,2020-03-30 14:30:44.492110
144,Los Angeles - Encino,29.0,2020-03-30 14:30:44.492110
145,Los Angeles - Exposition,0.0,2020-03-30 14:30:44.492110
146,Los Angeles - Exposition Park,4.0,2020-03-30 14:30:44.492110
147,Los Angeles - Faircrest Heights,0.0,2020-03-30 14:30:44.492110
148,Los Angeles - Figueroa Park Square,0.0,2020-03-30 14:30:44.492110
149,Los Angeles - Florence-Firestone,7.0,2020-03-30 14:30:44.492110
150,Los Angeles - Glassell Park,8.0,2020-03-30 14:30:44.492110
151,Los Angeles - Gramercy Place,,2020-03-30 14:30:44.492110
152,Los Angeles - Granada Hills,9.0,2020-03-30 14:30:44.492110
153,Los Angeles - Green Meadows,,2020-03-30 14:30:44.492110
154,Los Angeles - Hancock Park,26.0,2020-03-30 14:30:44.492110
155,Los Angeles - Harbor City,4.0,2020-03-30 14:30:44.492110
156,Los Angeles - Harbor Gateway,6.0,2020-03-30 14:30:44.492110
157,Los Angeles - Harbor Pines,0.0,2020-03-30 14:30:44.492110
158,Los Angeles - Harvard Heights,,2020-03-30 14:30:44.492110
159,Los Angeles - Harvard Park,3.0,2020-03-30 14:30:44.492110
160,Los Angeles - Highland Park,9.0,2020-03-30 14:30:44.492110
161,Los Angeles - Historic Filipinotown,0.0,2020-03-30 14:30:44.492110
162,Los Angeles - Hollywood,49.0,2020-03-30 14:30:44.492110
163,Los Angeles - Hollywood Hills,26.0,2020-03-30 14:30:44.492110
164,Los Angeles - Hyde Park,6.0,2020-03-30 14:30:44.492110
165,Los Angeles - Jefferson Park,0.0,2020-03-30 14:30:44.492110
166,Los Angeles - Koreatown,13.0,2020-03-30 14:30:44.492110
167,Los Angeles - Lafayette Square,,2020-03-30 14:30:44.492110
168,Los Angeles - Lake Balboa,11.0,2020-03-30 14:30:44.492110
169,Los Angeles - Lakeview Terrace,,2020-03-30 14:30:44.492110
170,Los Angeles - Leimert Park,,2020-03-30 14:30:44.492110
171,Los Angeles - Lincoln Heights,2.0,2020-03-30 14:30:44.492110
172,Los Angeles - Little Armenia,0.0,2020-03-30 14:30:44.492110
173,Los Angeles - Little Bangladesh,5.0,2020-03-30 14:30:44.492110
174,Los Angeles - Little Tokyo,,2020-03-30 14:30:44.492110
175,Los Angeles - Longwood,,2020-03-30 14:30:44.492110
176,Los Angeles - Los Feliz,11.0,2020-03-30 14:30:44.492110
177,Los Angeles - Manchester Square,,2020-03-30 14:30:44.492110
178,Los Angeles - Mandeville Canyon,,2020-03-30 14:30:44.492110
179,Los Angeles - Mar Vista,13.0,2020-03-30 14:30:44.492110
180,Los Angeles - Marina Peninsula,,2020-03-30 14:30:44.492110
181,Los Angeles - Melrose,82.0,2020-03-30 14:30:44.492110
182,Los Angeles - Mid-city,10.0,2020-03-30 14:30:44.492110
183,Los Angeles - Miracle Mile,10.0,2020-03-30 14:30:44.492110
184,Los Angeles - Mission Hills,6.0,2020-03-30 14:30:44.492110
185,Los Angeles - Mt. Washington,,2020-03-30 14:30:44.492110
186,Los Angeles - North Hills,7.0,2020-03-30 14:30:44.492110
187,Los Angeles - North Hollywood,34.0,2020-03-30 14:30:44.492110
188,Los Angeles - Northridge,8.0,2020-03-30 14:30:44.492110
189,Los Angeles - Pacific Palisades,18.0,2020-03-30 14:30:44.492110
190,Los Angeles - Pacoima,4.0,2020-03-30 14:30:44.492110
191,Los Angeles - Palisades Highlands,,2020-03-30 14:30:44.492110
192,Los Angeles - Palms,21.0,2020-03-30 14:30:44.492110
193,Los Angeles - Panorama City,7.0,2020-03-30 14:30:44.492110
194,Los Angeles - Park La Brea,,2020-03-30 14:30:44.492110
195,Los Angeles - Pico-Union,5.0,2020-03-30 14:30:44.492110
196,Los Angeles - Playa Del Rey,,2020-03-30 14:30:44.492110
197,Los Angeles - Playa Vista,5.0,2020-03-30 14:30:44.492110
198,Los Angeles - Porter Ranch,6.0,2020-03-30 14:30:44.492110
199,Los Angeles - Rancho Park,,2020-03-30 14:30:44.492110
200,Los Angeles - Regent Square,0.0,2020-03-30 14:30:44.492110
201,Los Angeles - Reseda,20.0,2020-03-30 14:30:44.492110
202,Los Angeles - Reseda Ranch,,2020-03-30 14:30:44.492110
203,Los Angeles - Reynier Village,,2020-03-30 14:30:44.492110
204,Los Angeles - San Pedro,11.0,2020-03-30 14:30:44.492110
205,Los Angeles - Shadow Hills,,2020-03-30 14:30:44.492110
206,Los Angeles - Sherman Oaks,32.0,2020-03-30 14:30:44.492110
207,Los Angeles - Silverlake,18.0,2020-03-30 14:30:44.492110
208,Los Angeles - South Carthay,8.0,2020-03-30 14:30:44.492110
209,Los Angeles - South Park,4.0,2020-03-30 14:30:44.492110
210,Los Angeles - St Elmo Village,0.0,2020-03-30 14:30:44.492110
211,Los Angeles - Studio City,15.0,2020-03-30 14:30:44.492110
212,Los Angeles - Sun Valley,6.0,2020-03-30 14:30:44.492110
213,Los Angeles - Sunland,,2020-03-30 14:30:44.492110
214,Los Angeles - Sycamore Square,0.0,2020-03-30 14:30:44.492110
215,Los Angeles - Sylmar,18.0,2020-03-30 14:30:44.492110
216,Los Angeles - Tarzana,24.0,2020-03-30 14:30:44.492110
217,Los Angeles - Temple-Beaudry,8.0,2020-03-30 14:30:44.492110
218,Los Angeles - Thai Town,,2020-03-30 14:30:44.492110
219,Los Angeles - Toluca Lake,,2020-03-30 14:30:44.492110
220,Los Angeles - Toluca Terrace,0.0,2020-03-30 14:30:44.492110
221,Los Angeles - Toluca Woods,0.0,2020-03-30 14:30:44.492110
222,Los Angeles - Tujunga,4.0,2020-03-30 14:30:44.492110
223,Los Angeles - University Hills,0.0,2020-03-30 14:30:44.492110
224,Los Angeles - University Park,6.0,2020-03-30 14:30:44.492110
225,Los Angeles - Valley Glen,4.0,2020-03-30 14:30:44.492110
226,Los Angeles - Valley Village,19.0,2020-03-30 14:30:44.492110
227,Los Angeles - Van Nuys,10.0,2020-03-30 14:30:44.492110
228,Los Angeles - Venice,18.0,2020-03-30 14:30:44.492110
229,Los Angeles - Vermont Knolls,,2020-03-30 14:30:44.492110
230,Los Angeles - Vermont Square,,2020-03-30 14:30:44.492110
231,Los Angeles - Vermont Vista,5.0,2020-03-30 14:30:44.492110
232,Los Angeles - Vernon Central,4.0,2020-03-30 14:30:44.492110
233,Los Angeles - Victoria Park,,2020-03-30 14:30:44.492110
234,Los Angeles - View Heights,,2020-03-30 14:30:44.492110
235,Los Angeles - Watts,2.0,2020-03-30 14:30:44.492110
236,Los Angeles - Wellington Square,0.0,2020-03-30 14:30:44.492110
237,Los Angeles - West Adams,9.0,2020-03-30 14:30:44.492110
238,Los Angeles - West Hills,7.0,2020-03-30 14:30:44.492110
239,Los Angeles - West Los Angeles,19.0,2020-03-30 14:30:44.492110
240,Los Angeles - West Vernon,9.0,2020-03-30 14:30:44.492110
241,Los Angeles - Westchester,17.0,2020-03-30 14:30:44.492110
242,Los Angeles - Westlake,7.0,2020-03-30 14:30:44.492110
243,Los Angeles - Westwood,26.0,2020-03-30 14:30:44.492110
244,Los Angeles - Wholesale District,10.0,2020-03-30 14:30:44.492110
245,Los Angeles - Wilmington,10.0,2020-03-30 14:30:44.492110
246,Los Angeles - Wilshire Center,8.0,2020-03-30 14:30:44.492110
247,Los Angeles - Winnetka,9.0,2020-03-30 14:30:44.492110
248,Los Angeles - Woodland Hills,22.0,2020-03-30 14:30:44.492110
249,Unincorporated - Acton,0.0,2020-03-30 14:30:44.492110
250,Unincorporated - Agua Dulce,0.0,2020-03-30 14:30:44.492110
251,Unincorporated - Altadena,10.0,2020-03-30 14:30:44.492110
252,Unincorporated - Anaverde,0.0,2020-03-30 14:30:44.492110
253,Unincorporated - Angeles National Forest,0.0,2020-03-30 14:30:44.492110
254,Unincorporated - Arcadia,0.0,2020-03-30 14:30:44.492110
255,Unincorporated - Athens Village,0.0,2020-03-30 14:30:44.492110
256,Unincorporated - Athens-Westmont,7.0,2020-03-30 14:30:44.492110
257,Unincorporated - Avocado Heights,0.0,2020-03-30 14:30:44.492110
258,Unincorporated - Azusa,0.0,2020-03-30 14:30:44.492110
259,Unincorporated - Bassett,0.0,2020-03-30 14:30:44.492110
260,Unincorporated - Bouquet Canyon,0.0,2020-03-30 14:30:44.492110
261,Unincorporated - Bradbury,0.0,2020-03-30 14:30:44.492110
262,Unincorporated - Canyon Country,,2020-03-30 14:30:44.492110
263,Unincorporated - Castaic,3.0,2020-03-30 14:30:44.492110
264,Unincorporated - Cerritos,0.0,2020-03-30 14:30:44.492110
265,Unincorporated - Claremont,0.0,2020-03-30 14:30:44.492110
266,Unincorporated - Covina,,2020-03-30 14:30:44.492110
267,Unincorporated - Covina (Charter Oak),0.0,2020-03-30 14:30:44.492110
268,Unincorporated - Del Aire,0.0,2020-03-30 14:30:44.492110
269,Unincorporated - Del Rey,0.0,2020-03-30 14:30:44.492110
270,Unincorporated - Del Sur,0.0,2020-03-30 14:30:44.492110
271,Unincorporated - Desert View Highlands,0.0,2020-03-30 14:30:44.492110
272,Unincorporated - Duarte,0.0,2020-03-30 14:30:44.492110
273,Unincorporated - East Covina,0.0,2020-03-30 14:30:44.492110
274,Unincorporated - East La Mirada,0.0,2020-03-30 14:30:44.492110
275,Unincorporated - East Lancaster,0.0,2020-03-30 14:30:44.492110
276,Unincorporated - East Los Angeles,11.0,2020-03-30 14:30:44.492110
277,Unincorporated - East Pasadena,0.0,2020-03-30 14:30:44.492110
278,Unincorporated - East Rancho Dominguez,0.0,2020-03-30 14:30:44.492110
279,Unincorporated - East Whittier,,2020-03-30 14:30:44.492110
280,Unincorporated - El Camino Village,0.0,2020-03-30 14:30:44.492110
281,Unincorporated - El Monte,0.0,2020-03-30 14:30:44.492110
282,Unincorporated - Elizabeth Lake,0.0,2020-03-30 14:30:44.492110
283,Unincorporated - Florence-Firestone,0.0,2020-03-30 14:30:44.492110
284,Unincorporated - Glendora,0.0,2020-03-30 14:30:44.492110
285,Unincorporated - Hacienda Heights,2.0,2020-03-30 14:30:44.492110
286,Unincorporated - Hawthorne,,2020-03-30 14:30:44.492110
287,Unincorporated - Hi Vista,0.0,2020-03-30 14:30:44.492110
288,Unincorporated - Kagel/Lopez Canyons,0.0,2020-03-30 14:30:44.492110
289,Unincorporated - La Crescenta-Montrose,0.0,2020-03-30 14:30:44.492110
290,Unincorporated - La Habra Heights,,2020-03-30 14:30:44.492110
291,Unincorporated - La Rambla,,2020-03-30 14:30:44.492110
292,Unincorporated - La Verne,,2020-03-30 14:30:44.492110
293,Unincorporated - Ladera Heights,0.0,2020-03-30 14:30:44.492110
294,Unincorporated - Lake Hughes,0.0,2020-03-30 14:30:44.492110
295,Unincorporated - Lake Los Angeles,0.0,2020-03-30 14:30:44.492110
296,Unincorporated - Lake Manor,0.0,2020-03-30 14:30:44.492110
297,Unincorporated - Lakewood,0.0,2020-03-30 14:30:44.492110
298,Unincorporated - Lennox,7.0,2020-03-30 14:30:44.492110
299,Unincorporated - Leona Valley,0.0,2020-03-30 14:30:44.492110
300,Unincorporated - Littlerock,0.0,2020-03-30 14:30:44.492110
301,Unincorporated - Littlerock/Juniper Hills,0.0,2020-03-30 14:30:44.492110
302,Unincorporated - Littlerock/Pearblossom,0.0,2020-03-30 14:30:44.492110
303,Unincorporated - Llano,0.0,2020-03-30 14:30:44.492110
304,Unincorporated - Long Beach,0.0,2020-03-30 14:30:44.492110
305,Unincorporated - Marina del Rey,,2020-03-30 14:30:44.492110
306,Unincorporated - Monrovia,,2020-03-30 14:30:44.492110
307,Unincorporated - Newhall,0.0,2020-03-30 14:30:44.492110
308,Unincorporated - North Lancaster,0.0,2020-03-30 14:30:44.492110
309,Unincorporated - North Whittier,0.0,2020-03-30 14:30:44.492110
310,Unincorporated - Northeast San Gabriel,0.0,2020-03-30 14:30:44.492110
311,Unincorporated - Padua Hills,0.0,2020-03-30 14:30:44.492110
312,Unincorporated - Palmdale,0.0,2020-03-30 14:30:44.492110
313,Unincorporated - Palos Verdes Peninsula,0.0,2020-03-30 14:30:44.492110
314,Unincorporated - Pearblossom/Llano,0.0,2020-03-30 14:30:44.492110
315,Unincorporated - Pellissier Village,0.0,2020-03-30 14:30:44.492110
316,Unincorporated - Placerita Canyon,0.0,2020-03-30 14:30:44.492110
317,Unincorporated - Pomona,0.0,2020-03-30 14:30:44.492110
318,Unincorporated - Quartz Hill,0.0,2020-03-30 14:30:44.492110
319,Unincorporated - Rancho Dominguez,0.0,2020-03-30 14:30:44.492110
320,Unincorporated - Roosevelt,0.0,2020-03-30 14:30:44.492110
321,Unincorporated - Rosewood,0.0,2020-03-30 14:30:44.492110
322,Unincorporated - Rosewood/East Gardena,0.0,2020-03-30 14:30:44.492110
323,Unincorporated - Rosewood/West Rancho Dominguez,0.0,2020-03-30 14:30:44.492110
324,Unincorporated - Rowland Heights,3.0,2020-03-30 14:30:44.492110
325,Unincorporated - San Jose Hills,0.0,2020-03-30 14:30:44.492110
326,Unincorporated - San Pasqual,0.0,2020-03-30 14:30:44.492110
327,Unincorporated - Sand Canyon,0.0,2020-03-30 14:30:44.492110
328,Unincorporated - Santa Catalina Island,0.0,2020-03-30 14:30:44.492110
329,Unincorporated - Santa Monica Mountains,0.0,2020-03-30 14:30:44.492110
330,Unincorporated - Saugus,0.0,2020-03-30 14:30:44.492110
331,Unincorporated - Saugus/Canyon Country,0.0,2020-03-30 14:30:44.492110
332,Unincorporated - South Antelope Valley,0.0,2020-03-30 14:30:44.492110
333,Unincorporated - South El Monte,0.0,2020-03-30 14:30:44.492110
334,Unincorporated - South San Gabriel,0.0,2020-03-30 14:30:44.492110
335,Unincorporated - South Whittier,5.0,2020-03-30 14:30:44.492110
336,Unincorporated - Southeast Antelope Valley,0.0,2020-03-30 14:30:44.492110
337,Unincorporated - Stevenson Ranch,,2020-03-30 14:30:44.492110
338,Unincorporated - Sun Village,0.0,2020-03-30 14:30:44.492110
339,Unincorporated - Sunrise Village,0.0,2020-03-30 14:30:44.492110
340,Unincorporated - Twin Lakes/Oat Mountain,0.0,2020-03-30 14:30:44.492110
341,Unincorporated - Val Verde,0.0,2020-03-30 14:30:44.492110
342,Unincorporated - Valencia,,2020-03-30 14:30:44.492110
343,Unincorporated - Valinda,,2020-03-30 14:30:44.492110
344,Unincorporated - View Park/Windsor Hills,0.0,2020-03-30 14:30:44.492110
345,Unincorporated - Walnut Park,0.0,2020-03-30 14:30:44.492110
346,Unincorporated - West Antelope Valley,0.0,2020-03-30 14:30:44.492110
347,Unincorporated - West Carson,8.0,2020-03-30 14:30:44.492110
348,Unincorporated - West LA,,2020-03-30 14:30:44.492110
349,Unincorporated - West Puente Valley,0.0,2020-03-30 14:30:44.492110
350,Unincorporated - West Rancho Dominguez,0.0,2020-03-30 14:30:44.492110
351,Unincorporated - West Whittier/Los Nietos,0.0,2020-03-30 14:30:44.492110
352,Unincorporated - Westfield/Academy Hills,0.0,2020-03-30 14:30:44.492110
353,Unincorporated - Westhills,0.0,2020-03-30 14:30:44.492110
354,Unincorporated - White Fence Farms,0.0,2020-03-30 14:30:44.492110
355,Unincorporated - Whittier,0.0,2020-03-30 14:30:44.492110
356,Unincorporated - Willowbrook,2.0,2020-03-30 14:30:44.492110
357,Unincorporated - Wiseburn,,2020-03-30 14:30:44.492110
358,- Under Investigation,222.0,2020-03-30 14:30:44.492110
