,location,cases,Rate**,date
106,City of Torrance,159.0,106.52,2020-04-15 15:26:28.698089
107,City of Vernon,0.0,0,2020-04-15 15:26:28.698089
108,City of Walnut,13.0,42.58,2020-04-15 15:26:28.698089
109,City of West Covina,48.0,44.35,2020-04-15 15:26:28.698089
110,City of West Hollywood,105.0,284.16,2020-04-15 15:26:28.698089
111,City of Westlake Village,6.0,71.77,2020-04-15 15:26:28.698089
112,City of Whittier,56.0,64.05,2020-04-15 15:26:28.698089
113,Los Angeles,4707.0,116.38,2020-04-15 15:26:28.698089
114,Los Angeles - Adams-Normandie,16.0,195.07,2020-04-15 15:26:28.698089
115,Los Angeles - Alsace,7.0,56.25,2020-04-15 15:26:28.698089
116,Los Angeles - Angelino Heights,,--,2020-04-15 15:26:28.698089
117,Los Angeles - Arleta,34.0,98.92,2020-04-15 15:26:28.698089
118,Los Angeles - Atwater Village,9.0,61.37,2020-04-15 15:26:28.698089
119,Los Angeles - Baldwin Hills,34.0,109.24,2020-04-15 15:26:28.698089
120,Los Angeles - Bel Air,21.0,249.14,2020-04-15 15:26:28.698089
121,Los Angeles - Beverly Crest,26.0,207.58,2020-04-15 15:26:28.698089
122,Los Angeles - Beverlywood,22.0,167.01,2020-04-15 15:26:28.698089
123,Los Angeles - Boyle Heights,64.0,73.66,2020-04-15 15:26:28.698089
124,Los Angeles - Brentwood,57.0,184.14,2020-04-15 15:26:28.698089
125,Los Angeles - Brookside,0.0,0,2020-04-15 15:26:28.698089
126,Los Angeles - Cadillac-Corning,7.0,98.3,2020-04-15 15:26:28.698089
127,Los Angeles - Canoga Park,93.0,142.44,2020-04-15 15:26:28.698089
128,Los Angeles - Carthay,33.0,229.76,2020-04-15 15:26:28.698089
129,Los Angeles - Central,51.0,130.8,2020-04-15 15:26:28.698089
130,Los Angeles - Century City,27.0,211.07,2020-04-15 15:26:28.698089
131,Los Angeles - Century Palms/Cove,32.0,94.77,2020-04-15 15:26:28.698089
132,Los Angeles - Chatsworth,38.0,102.53,2020-04-15 15:26:28.698089
133,Los Angeles - Cheviot Hills,12.0,130.85,2020-04-15 15:26:28.698089
134,Los Angeles - Chinatown,,--,2020-04-15 15:26:28.698089
135,Los Angeles - Cloverdale/Cochran,13.0,89.33,2020-04-15 15:26:28.698089
136,Los Angeles - Country Club Park,28.0,184.78,2020-04-15 15:26:28.698089
137,Los Angeles - Crenshaw District,22.0,159.09,2020-04-15 15:26:28.698089
138,Los Angeles - Crestview,43.0,378.25,2020-04-15 15:26:28.698089
139,Los Angeles - Del Rey,36.0,120.26,2020-04-15 15:26:28.698089
140,Los Angeles - Downtown,27.0,98.16,2020-04-15 15:26:28.698089
141,Los Angeles - Eagle Rock,46.0,116.19,2020-04-15 15:26:28.698089
142,Los Angeles - East Hollywood,54.0,184.38,2020-04-15 15:26:28.698089
143,Los Angeles - Echo Park,9.0,63.13,2020-04-15 15:26:28.698089
144,Los Angeles - El Sereno,44.0,105.24,2020-04-15 15:26:28.698089
145,Los Angeles - Elysian Park,5.0,87.54,2020-04-15 15:26:28.698089
146,Los Angeles - Elysian Valley,10.0,98.32,2020-04-15 15:26:28.698089
147,Los Angeles - Encino,56.0,123.97,2020-04-15 15:26:28.698089
148,Los Angeles - Exposition,,--,2020-04-15 15:26:28.698089
149,Los Angeles - Exposition Park,56.0,124.67,2020-04-15 15:26:28.698089
150,Los Angeles - Faircrest Heights,,--,2020-04-15 15:26:28.698089
151,Los Angeles - Figueroa Park Square,10.0,114.67,2020-04-15 15:26:28.698089
152,Los Angeles - Florence-Firestone,52.0,109.6,2020-04-15 15:26:28.698089
153,Los Angeles - Glassell Park,66.0,208.83,2020-04-15 15:26:28.698089
154,Los Angeles - Gramercy Place,12.0,111.48,2020-04-15 15:26:28.698089
155,Los Angeles - Granada Hills,53.0,91.08,2020-04-15 15:26:28.698089
156,Los Angeles - Green Meadows,18.0,83.7,2020-04-15 15:26:28.698089
157,Los Angeles - Hancock Park,49.0,287.58,2020-04-15 15:26:28.698089
158,Los Angeles - Harbor City,25.0,86,2020-04-15 15:26:28.698089
159,Los Angeles - Harbor Gateway,34.0,77.98,2020-04-15 15:26:28.698089
160,Los Angeles - Harbor Pines,0.0,0,2020-04-15 15:26:28.698089
161,Los Angeles - Harvard Heights,24.0,133.07,2020-04-15 15:26:28.698089
162,Los Angeles - Harvard Park,31.0,81.72,2020-04-15 15:26:28.698089
163,Los Angeles - Highland Park,40.0,82.66,2020-04-15 15:26:28.698089
164,Los Angeles - Historic Filipinotown,24.0,173.04,2020-04-15 15:26:28.698089
165,Los Angeles - Hollywood,124.0,181.67,2020-04-15 15:26:28.698089
166,Los Angeles - Hollywood Hills,46.0,156.28,2020-04-15 15:26:28.698089
167,Los Angeles - Hyde Park,22.0,77.08,2020-04-15 15:26:28.698089
168,Los Angeles - Jefferson Park,,--,2020-04-15 15:26:28.698089
169,Los Angeles - Koreatown,58.0,112.2,2020-04-15 15:26:28.698089
170,Los Angeles - Lafayette Square,7.0,153.54,2020-04-15 15:26:28.698089
171,Los Angeles - Lake Balboa,40.0,94.77,2020-04-15 15:26:28.698089
172,Los Angeles - Lakeview Terrace,19.0,144.67,2020-04-15 15:26:28.698089
173,Los Angeles - Leimert Park,25.0,164.1,2020-04-15 15:26:28.698089
174,Los Angeles - Lincoln Heights,20.0,61.36,2020-04-15 15:26:28.698089
175,Los Angeles - Little Armenia,47.0,585.67,2020-04-15 15:26:28.698089
176,Los Angeles - Little Bangladesh,38.0,134.07,2020-04-15 15:26:28.698089
177,Los Angeles - Little Tokyo,,--,2020-04-15 15:26:28.698089
178,Los Angeles - Longwood,,--,2020-04-15 15:26:28.698089
179,Los Angeles - Los Feliz,21.0,97.19,2020-04-15 15:26:28.698089
180,Los Angeles - Manchester Square,,--,2020-04-15 15:26:28.698089
181,Los Angeles - Mandeville Canyon,,--,2020-04-15 15:26:28.698089
182,Los Angeles - Mar Vista,37.0,87.12,2020-04-15 15:26:28.698089
183,Los Angeles - Marina Peninsula,8.0,183.49,2020-04-15 15:26:28.698089
184,Los Angeles - Melrose,215.0,276.72,2020-04-15 15:26:28.698089
185,Los Angeles - Mid-city,24.0,159.68,2020-04-15 15:26:28.698089
186,Los Angeles - Miracle Mile,21.0,116.76,2020-04-15 15:26:28.698089
187,Los Angeles - Mission Hills,26.0,107.78,2020-04-15 15:26:28.698089
188,Los Angeles - Mt. Washington,16.0,66.27,2020-04-15 15:26:28.698089
189,Los Angeles - North Hills,54.0,87.7,2020-04-15 15:26:28.698089
190,Los Angeles - North Hollywood,145.0,95.76,2020-04-15 15:26:28.698089
191,Los Angeles - Northridge,56.0,80.23,2020-04-15 15:26:28.698089
192,Los Angeles - Pacific Palisades,32.0,150.3,2020-04-15 15:26:28.698089
193,Los Angeles - Pacoima,63.0,81.84,2020-04-15 15:26:28.698089
194,Los Angeles - Palisades Highlands,,--,2020-04-15 15:26:28.698089
195,Los Angeles - Palms,69.0,157.26,2020-04-15 15:26:28.698089
196,Los Angeles - Panorama City,76.0,101,2020-04-15 15:26:28.698089
197,Los Angeles - Park La Brea,9.0,66.27,2020-04-15 15:26:28.698089
198,Los Angeles - Pico-Union,62.0,148.18,2020-04-15 15:26:28.698089
199,Los Angeles - Playa Del Rey,,--,2020-04-15 15:26:28.698089
200,Los Angeles - Playa Vista,10.0,91.35,2020-04-15 15:26:28.698089
201,Los Angeles - Porter Ranch,31.0,87.11,2020-04-15 15:26:28.698089
202,Los Angeles - Rancho Park,8.0,121.95,2020-04-15 15:26:28.698089
203,Los Angeles - Regent Square,,--,2020-04-15 15:26:28.698089
204,Los Angeles - Reseda,84.0,109.64,2020-04-15 15:26:28.698089
205,Los Angeles - Reseda Ranch,9.0,194.13,2020-04-15 15:26:28.698089
206,Los Angeles - Reynier Village,5.0,118.26,2020-04-15 15:26:28.698089
207,Los Angeles - San Pedro,55.0,70.48,2020-04-15 15:26:28.698089
208,Los Angeles - Shadow Hills,7.0,157.59,2020-04-15 15:26:28.698089
209,Los Angeles - Sherman Oaks,85.0,97.42,2020-04-15 15:26:28.698089
210,Los Angeles - Silverlake,84.0,190.55,2020-04-15 15:26:28.698089
211,Los Angeles - South Carthay,20.0,188.77,2020-04-15 15:26:28.698089
212,Los Angeles - South Park,47.0,123.81,2020-04-15 15:26:28.698089
213,Los Angeles - St Elmo Village,,--,2020-04-15 15:26:28.698089
214,Los Angeles - Studio City,22.0,98.04,2020-04-15 15:26:28.698089
215,Los Angeles - Sun Valley,46.0,87.65,2020-04-15 15:26:28.698089
216,Los Angeles - Sunland,36.0,176.4,2020-04-15 15:26:28.698089
217,Los Angeles - Sycamore Square,0.0,0,2020-04-15 15:26:28.698089
218,Los Angeles - Sylmar,121.0,146.85,2020-04-15 15:26:28.698089
219,Los Angeles - Tarzana,47.0,152.22,2020-04-15 15:26:28.698089
220,Los Angeles - Temple-Beaudry,57.0,144.37,2020-04-15 15:26:28.698089
221,Los Angeles - Thai Town,9.0,91.75,2020-04-15 15:26:28.698089
222,Los Angeles - Toluca Lake,7.0,80.42,2020-04-15 15:26:28.698089
223,Los Angeles - Toluca Terrace,0.0,0,2020-04-15 15:26:28.698089
224,Los Angeles - Toluca Woods,,--,2020-04-15 15:26:28.698089
225,Los Angeles - Tujunga,21.0,75.51,2020-04-15 15:26:28.698089
226,Los Angeles - University Hills,0.0,0,2020-04-15 15:26:28.698089
227,Los Angeles - University Park,28.0,101.98,2020-04-15 15:26:28.698089
228,Los Angeles - Valley Glen,36.0,119.94,2020-04-15 15:26:28.698089
229,Los Angeles - Valley Village,40.0,161.81,2020-04-15 15:26:28.698089
230,Los Angeles - Van Nuys,96.0,103.01,2020-04-15 15:26:28.698089
231,Los Angeles - Venice,32.0,94.44,2020-04-15 15:26:28.698089
232,Los Angeles - Vermont Knolls,20.0,116.28,2020-04-15 15:26:28.698089
233,Los Angeles - Vermont Square,18.0,235.08,2020-04-15 15:26:28.698089
234,Los Angeles - Vermont Vista,31.0,75.27,2020-04-15 15:26:28.698089
235,Los Angeles - Vernon Central,45.0,86.54,2020-04-15 15:26:28.698089
236,Los Angeles - Victoria Park,18.0,214.31,2020-04-15 15:26:28.698089
237,Los Angeles - View Heights,5.0,135.35,2020-04-15 15:26:28.698089
238,Los Angeles - Watts,30.0,70.3,2020-04-15 15:26:28.698089
239,Los Angeles - Wellington Square,,--,2020-04-15 15:26:28.698089
240,Los Angeles - West Adams,51.0,184.58,2020-04-15 15:26:28.698089
241,Los Angeles - West Hills,24.0,59.19,2020-04-15 15:26:28.698089
242,Los Angeles - West Los Angeles,37.0,98.31,2020-04-15 15:26:28.698089
243,Los Angeles - West Vernon,79.0,147.27,2020-04-15 15:26:28.698089
244,Los Angeles - Westchester,39.0,75.58,2020-04-15 15:26:28.698089
245,Los Angeles - Westlake,84.0,141.52,2020-04-15 15:26:28.698089
246,Los Angeles - Westwood,36.0,66.53,2020-04-15 15:26:28.698089
247,Los Angeles - Wholesale District,24.0,66.43,2020-04-15 15:26:28.698089
248,Los Angeles - Wilmington,40.0,70.81,2020-04-15 15:26:28.698089
249,Los Angeles - Wilshire Center,54.0,107.63,2020-04-15 15:26:28.698089
250,Los Angeles - Winnetka,55.0,106.21,2020-04-15 15:26:28.698089
251,Los Angeles - Woodland Hills,77.0,113.14,2020-04-15 15:26:28.698089
252,Unincorporated - Acton,,--,2020-04-15 15:26:28.698089
253,Unincorporated - Agua Dulce,,--,2020-04-15 15:26:28.698089
254,Unincorporated - Altadena,39.0,89.41,2020-04-15 15:26:28.698089
255,Unincorporated - Anaverde,0.0,0,2020-04-15 15:26:28.698089
256,Unincorporated - Angeles National Forest,0.0,0,2020-04-15 15:26:28.698089
257,Unincorporated - Arcadia,,--,2020-04-15 15:26:28.698089
258,Unincorporated - Athens-Westmont,38.0,89.53,2020-04-15 15:26:28.698089
259,Unincorporated - Athens Village,7.0,142.94,2020-04-15 15:26:28.698089
260,Unincorporated - Avocado Heights,,--,2020-04-15 15:26:28.698089
261,Unincorporated - Azusa,,--,2020-04-15 15:26:28.698089
262,Unincorporated - Bassett,9.0,60.74,2020-04-15 15:26:28.698089
263,Unincorporated - Bouquet Canyon,,--,2020-04-15 15:26:28.698089
264,Unincorporated - Bradbury,0.0,0,2020-04-15 15:26:28.698089
265,Unincorporated - Canyon Country,14.0,181.16,2020-04-15 15:26:28.698089
266,Unincorporated - Castaic,9.0,33.1,2020-04-15 15:26:28.698089
267,Unincorporated - Cerritos,0.0,0,2020-04-15 15:26:28.698089
268,Unincorporated - Claremont,0.0,0,2020-04-15 15:26:28.698089
269,Unincorporated - Covina,13.0,77.29,2020-04-15 15:26:28.698089
270,Unincorporated - Covina (Charter Oak),9.0,68.47,2020-04-15 15:26:28.698089
271,Unincorporated - Del Aire,5.0,113.82,2020-04-15 15:26:28.698089
272,Unincorporated - Del Rey,0.0,0,2020-04-15 15:26:28.698089
273,Unincorporated - Del Sur,0.0,0,2020-04-15 15:26:28.698089
274,Unincorporated - Desert View Highlands,,--,2020-04-15 15:26:28.698089
275,Unincorporated - Duarte,0.0,0,2020-04-15 15:26:28.698089
276,Unincorporated - East Covina,0.0,0,2020-04-15 15:26:28.698089
277,Unincorporated - East La Mirada,,--,2020-04-15 15:26:28.698089
278,Unincorporated - East Lancaster,0.0,0,2020-04-15 15:26:28.698089
279,Unincorporated - East Los Angeles,108.0,86.21,2020-04-15 15:26:28.698089
280,Unincorporated - East Pasadena,0.0,0,2020-04-15 15:26:28.698089
281,Unincorporated - East Rancho Dominguez,12.0,78.39,2020-04-15 15:26:28.698089
282,Unincorporated - East Whittier,,--,2020-04-15 15:26:28.698089
283,Unincorporated - El Camino Village,,--,2020-04-15 15:26:28.698089
284,Unincorporated - El Monte,0.0,0,2020-04-15 15:26:28.698089
285,Unincorporated - Elizabeth Lake,0.0,0,2020-04-15 15:26:28.698089
286,Unincorporated - Florence-Firestone,68.0,105.09,2020-04-15 15:26:28.698089
287,Unincorporated - Glendora,0.0,0,2020-04-15 15:26:28.698089
288,Unincorporated - Hacienda Heights,34.0,60.79,2020-04-15 15:26:28.698089
289,Unincorporated - Hawthorne,,--,2020-04-15 15:26:28.698089
290,Unincorporated - Hi Vista,0.0,0,2020-04-15 15:26:28.698089
291,Unincorporated - Kagel/Lopez Canyons,,--,2020-04-15 15:26:28.698089
292,Unincorporated - La Crescenta-Montrose,11.0,55.55,2020-04-15 15:26:28.698089
293,Unincorporated - La Habra Heights,0.0,0,2020-04-15 15:26:28.698089
294,Unincorporated - La Rambla,5.0,240.96,2020-04-15 15:26:28.698089
295,Unincorporated - La Verne,,--,2020-04-15 15:26:28.698089
296,Unincorporated - Ladera Heights,14.0,197.99,2020-04-15 15:26:28.698089
297,Unincorporated - Lake Hughes,0.0,0,2020-04-15 15:26:28.698089
298,Unincorporated - Lake Los Angeles,7.0,53.87,2020-04-15 15:26:28.698089
299,Unincorporated - Lake Manor,,--,2020-04-15 15:26:28.698089
300,Unincorporated - Lakewood,0.0,0,2020-04-15 15:26:28.698089
301,Unincorporated - Lennox,19.0,84.29,2020-04-15 15:26:28.698089
302,Unincorporated - Leona Valley,0.0,0,2020-04-15 15:26:28.698089
303,Unincorporated - Littlerock,0.0,0,2020-04-15 15:26:28.698089
304,Unincorporated - Littlerock/Juniper Hills,,--,2020-04-15 15:26:28.698089
305,Unincorporated - Littlerock/Pearblossom,,--,2020-04-15 15:26:28.698089
306,Unincorporated - Llano,0.0,0,2020-04-15 15:26:28.698089
307,Unincorporated - Marina del Rey,6.0,63.76,2020-04-15 15:26:28.698089
308,Unincorporated - Monrovia,5.0,128.83,2020-04-15 15:26:28.698089
309,Unincorporated - Newhall,0.0,0,2020-04-15 15:26:28.698089
310,Unincorporated - North Lancaster,0.0,0,2020-04-15 15:26:28.698089
311,Unincorporated - North Whittier,,--,2020-04-15 15:26:28.698089
312,Unincorporated - Northeast San Gabriel,7.0,29.12,2020-04-15 15:26:28.698089
313,Unincorporated - Palmdale,0.0,0,2020-04-15 15:26:28.698089
314,Unincorporated - Palos Verdes Peninsula,0.0,0,2020-04-15 15:26:28.698089
315,Unincorporated - Pearblossom/Llano,0.0,0,2020-04-15 15:26:28.698089
316,Unincorporated - Pellissier Village,0.0,0,2020-04-15 15:26:28.698089
317,Unincorporated - Placerita Canyon,0.0,0,2020-04-15 15:26:28.698089
318,Unincorporated - Pomona,0.0,0,2020-04-15 15:26:28.698089
319,Unincorporated - Quartz Hill,13.0,100.73,2020-04-15 15:26:28.698089
320,Unincorporated - Rancho Dominguez,6.0,225.48,2020-04-15 15:26:28.698089
321,Unincorporated - Roosevelt,0.0,0,2020-04-15 15:26:28.698089
322,Unincorporated - Rosewood,,--,2020-04-15 15:26:28.698089
323,Unincorporated - Rosewood/East Gardena,0.0,0,2020-04-15 15:26:28.698089
324,Unincorporated - Rosewood/West Rancho Dominguez,,--,2020-04-15 15:26:28.698089
325,Unincorporated - Rowland Heights,19.0,37.24,2020-04-15 15:26:28.698089
326,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0.0,0,2020-04-15 15:26:28.698089
327,Unincorporated - San Jose Hills,6.0,29.67,2020-04-15 15:26:28.698089
328,Unincorporated - San Pasqual,0.0,0,2020-04-15 15:26:28.698089
329,Unincorporated - Sand Canyon,0.0,0,2020-04-15 15:26:28.698089
330,Unincorporated - Santa Catalina Island,,--,2020-04-15 15:26:28.698089
331,Unincorporated - Santa Monica Mountains,7.0,37.59,2020-04-15 15:26:28.698089
332,Unincorporated - Saugus,,--,2020-04-15 15:26:28.698089
333,Unincorporated - Saugus/Canyon Country,0.0,0,2020-04-15 15:26:28.698089
334,Unincorporated - South Antelope Valley,0.0,0,2020-04-15 15:26:28.698089
335,Unincorporated - South El Monte,,--,2020-04-15 15:26:28.698089
336,Unincorporated - South San Gabriel,7.0,79.11,2020-04-15 15:26:28.698089
337,Unincorporated - South Whittier,30.0,50.66,2020-04-15 15:26:28.698089
338,Unincorporated - Southeast Antelope Valley,0.0,0,2020-04-15 15:26:28.698089
339,Unincorporated - Stevenson Ranch,11.0,52.47,2020-04-15 15:26:28.698089
340,Unincorporated - Sun Village,,--,2020-04-15 15:26:28.698089
341,Unincorporated - Sunrise Village,,--,2020-04-15 15:26:28.698089
342,Unincorporated - Twin Lakes/Oat Mountain,,--,2020-04-15 15:26:28.698089
343,Unincorporated - Val Verde,0.0,0,2020-04-15 15:26:28.698089
344,Unincorporated - Valencia,,--,2020-04-15 15:26:28.698089
345,Unincorporated - Valinda,10.0,42.79,2020-04-15 15:26:28.698089
346,Unincorporated - View Park/Windsor Hills,16.0,137.52,2020-04-15 15:26:28.698089
347,Unincorporated - Walnut Park,22.0,136.28,2020-04-15 15:26:28.698089
348,Unincorporated - West Antelope Valley,,--,2020-04-15 15:26:28.698089
349,Unincorporated - West Carson,31.0,140.36,2020-04-15 15:26:28.698089
350,Unincorporated - West LA,,--,2020-04-15 15:26:28.698089
351,Unincorporated - West Puente Valley,6.0,61.01,2020-04-15 15:26:28.698089
352,Unincorporated - West Rancho Dominguez,,--,2020-04-15 15:26:28.698089
353,Unincorporated - West Whittier/Los Nietos,17.0,63.14,2020-04-15 15:26:28.698089
354,Unincorporated - Westfield/Academy Hills,0.0,0,2020-04-15 15:26:28.698089
355,Unincorporated - Westhills,0.0,0,2020-04-15 15:26:28.698089
356,Unincorporated - White Fence Farms,,--,2020-04-15 15:26:28.698089
357,Unincorporated - Whittier,,--,2020-04-15 15:26:28.698089
358,Unincorporated - Willowbrook,26.0,74.47,2020-04-15 15:26:28.698089
359,Unincorporated - Wiseburn,,--,2020-04-15 15:26:28.698089
360,- Under Investigation,739.0,,2020-04-15 15:26:28.698089
