,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),19107.0,,2020-04-25 14:42:35.367696
1,- Los Angeles County (excl. LB and Pas),18268.0,,2020-04-25 14:42:35.367696
2,- Long Beach,540.0,,2020-04-25 14:42:35.367696
3,- Pasadena,299.0,,2020-04-25 14:42:35.367696
5,Deaths,895.0,,2020-04-25 14:42:35.367696
6,- Los Angeles County (excl. LB and Pas),837.0,,2020-04-25 14:42:35.367696
7,- Long Beach,29.0,,2020-04-25 14:42:35.367696
8,- Pasadena,29.0,,2020-04-25 14:42:35.367696
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-25 14:42:35.367696
12,0 to 17,378.0,,2020-04-25 14:42:35.367696
13,18 to 40,5914.0,,2020-04-25 14:42:35.367696
14,41 to 65,7878.0,,2020-04-25 14:42:35.367696
15,Over 65,4036.0,,2020-04-25 14:42:35.367696
16,Under Investigation,62.0,,2020-04-25 14:42:35.367696
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-25 14:42:35.367696
18,Female,9083.0,,2020-04-25 14:42:35.367696
19,Male,9008.0,,2020-04-25 14:42:35.367696
20,Other,5.0,,2020-04-25 14:42:35.367696
21,Under Investigation,172.0,,2020-04-25 14:42:35.367696
23,Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-25 14:42:35.367696
24,Asian,1194.0,,2020-04-25 14:42:35.367696
25,Black,869.0,,2020-04-25 14:42:35.367696
26,Hispanic/Latino,4828.0,,2020-04-25 14:42:35.367696
27,White,2479.0,,2020-04-25 14:42:35.367696
28,Other,878.0,,2020-04-25 14:42:35.367696
29,Under Investigation,7848.0,,2020-04-25 14:42:35.367696
31,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-25 14:42:35.367696
32,Hospitalized (Ever),4319.0,,2020-04-25 14:42:35.367696
35,Deaths Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-25 14:42:35.367696
36,Asian,149.0,,2020-04-25 14:42:35.367696
37,Black,115.0,,2020-04-25 14:42:35.367696
38,Hispanic/Latino,301.0,,2020-04-25 14:42:35.367696
39,White,233.0,,2020-04-25 14:42:35.367696
40,Other,10.0,,2020-04-25 14:42:35.367696
41,Under Investigation,17.0,,2020-04-25 14:42:35.367696
43,CITY/COMMUNITY,,,2020-04-25 14:42:35.367696
44,City of Agoura Hills,29.0,138.87,2020-04-25 14:42:35.367696
45,City of Alhambra,68.0,78.41,2020-04-25 14:42:35.367696
46,City of Arcadia,34.0,58.87,2020-04-25 14:42:35.367696
47,City of Artesia,13.0,77.4,2020-04-25 14:42:35.367696
48,City of Avalon,0.0,0.0,2020-04-25 14:42:35.367696
49,City of Azusa,48.0,95.92,2020-04-25 14:42:35.367696
