,location,cases,Rate**,date
56,City of Bell Gardens,117.0,271.64,2020-05-05 13:57:39.619763
57,City of Bellflower,155.0,199.4,2020-05-05 13:57:39.619763
58,City of Beverly Hills,114.0,330.24,2020-05-05 13:57:39.619763
59,City of Bradbury,1.0,93.55,2020-05-05 13:57:39.619763
60,City of Burbank,270.0,251.91,2020-05-05 13:57:39.619763
61,City of Calabasas,46.0,189.12,2020-05-05 13:57:39.619763
62,City of Carson,266.0,283.44,2020-05-05 13:57:39.619763
63,City of Cerritos,60.0,119.84,2020-05-05 13:57:39.619763
64,City of Claremont,27.0,74.01,2020-05-05 13:57:39.619763
65,City of Commerce,12.0,91.82,2020-05-05 13:57:39.619763
66,City of Compton,242.0,242.23,2020-05-05 13:57:39.619763
67,City of Covina,101.0,205.99,2020-05-05 13:57:39.619763
68,City of Cudahy,83.0,340.9,2020-05-05 13:57:39.619763
69,City of Culver City,85.0,213.22,2020-05-05 13:57:39.619763
70,City of Diamond Bar,37.0,64.33,2020-05-05 13:57:39.619763
71,City of Downey,244.0,213.54,2020-05-05 13:57:39.619763
72,City of Duarte,79.0,358.83,2020-05-05 13:57:39.619763
73,City of El Monte,197.0,167.99,2020-05-05 13:57:39.619763
74,City of El Segundo,29.0,172.76,2020-05-05 13:57:39.619763
75,City of Gardena,171.0,278.91,2020-05-05 13:57:39.619763
76,City of Glendale,651.0,315.26,2020-05-05 13:57:39.619763
77,City of Glendora,51.0,96.66,2020-05-05 13:57:39.619763
78,City of Hawaiian Gardens,11.0,74.95,2020-05-05 13:57:39.619763
79,City of Hawthorne,218.0,245.53,2020-05-05 13:57:39.619763
80,City of Hermosa Beach,24.0,122.01,2020-05-05 13:57:39.619763
81,City of Hidden Hills,0.0,0.0,2020-05-05 13:57:39.619763
82,City of Huntington Park,175.0,294.2,2020-05-05 13:57:39.619763
83,City of Industry,1.0,228.83,2020-05-05 13:57:39.619763
84,City of Inglewood,378.0,332.8,2020-05-05 13:57:39.619763
85,City of Irwindale,2.0,137.08,2020-05-05 13:57:39.619763
86,City of La Canada Flintridge,39.0,188.47,2020-05-05 13:57:39.619763
87,City of La Habra Heights,3.0,55.0,2020-05-05 13:57:39.619763
88,City of La Mirada,71.0,143.15,2020-05-05 13:57:39.619763
89,City of La Puente,47.0,115.49,2020-05-05 13:57:39.619763
90,City of La Verne,18.0,54.08,2020-05-05 13:57:39.619763
91,City of Lakewood,92.0,114.48,2020-05-05 13:57:39.619763
92,City of Lancaster,353.0,218.48,2020-05-05 13:57:39.619763
93,City of Lawndale,70.0,208.25,2020-05-05 13:57:39.619763
94,City of Lomita,38.0,183.32,2020-05-05 13:57:39.619763
95,City of Lynwood,225.0,312.3,2020-05-05 13:57:39.619763
96,City of Malibu,31.0,239.18,2020-05-05 13:57:39.619763
97,City of Manhattan Beach,68.0,188.89,2020-05-05 13:57:39.619763
98,City of Maywood,71.0,253.13,2020-05-05 13:57:39.619763
99,City of Monrovia,57.0,146.91,2020-05-05 13:57:39.619763
100,City of Montebello,164.0,254.76,2020-05-05 13:57:39.619763
101,City of Monterey Park,89.0,142.94,2020-05-05 13:57:39.619763
102,City of Norwalk,221.0,205.35,2020-05-05 13:57:39.619763
103,City of Palmdale,470.0,295.66,2020-05-05 13:57:39.619763
104,City of Palos Verdes Estates,38.0,281.02,2020-05-05 13:57:39.619763
105,City of Paramount,162.0,289.17,2020-05-05 13:57:39.619763
106,City of Pico Rivera,230.0,357.79,2020-05-05 13:57:39.619763
