,location,cases,Rate**,date
52,City of Bell Gardens,84.0,195.03,2020-04-27 14:57:26.978632
53,City of Bellflower,111.0,142.79,2020-04-27 14:57:26.978632
54,City of Beverly Hills,105.0,304.17,2020-04-27 14:57:26.978632
55,City of Bradbury,1.0,93.55,2020-04-27 14:57:26.978632
56,City of Burbank,222.0,207.13,2020-04-27 14:57:26.978632
57,City of Calabasas,34.0,139.79,2020-04-27 14:57:26.978632
58,City of Carson,220.0,234.43,2020-04-27 14:57:26.978632
59,City of Cerritos,48.0,95.87,2020-04-27 14:57:26.978632
60,City of Claremont,22.0,60.3,2020-04-27 14:57:26.978632
61,City of Commerce,10.0,76.52,2020-04-27 14:57:26.978632
62,City of Compton,183.0,183.18,2020-04-27 14:57:26.978632
63,City of Covina,86.0,175.4,2020-04-27 14:57:26.978632
64,City of Cudahy,60.0,246.44,2020-04-27 14:57:26.978632
65,City of Culver City,58.0,145.49,2020-04-27 14:57:26.978632
66,City of Diamond Bar,34.0,59.12,2020-04-27 14:57:26.978632
67,City of Downey,193.0,168.91,2020-04-27 14:57:26.978632
68,City of Duarte,48.0,218.02,2020-04-27 14:57:26.978632
69,City of El Monte,129.0,110.0,2020-04-27 14:57:26.978632
70,City of El Segundo,27.0,160.85,2020-04-27 14:57:26.978632
71,City of Gardena,140.0,228.35,2020-04-27 14:57:26.978632
72,City of Glendale,488.0,236.33,2020-04-27 14:57:26.978632
73,City of Glendora,39.0,73.91,2020-04-27 14:57:26.978632
74,City of Hawaiian Gardens,9.0,61.32,2020-04-27 14:57:26.978632
75,City of Hawthorne,160.0,180.21,2020-04-27 14:57:26.978632
76,City of Hermosa Beach,23.0,116.93,2020-04-27 14:57:26.978632
77,City of Hidden Hills,0.0,0.0,2020-04-27 14:57:26.978632
78,City of Huntington Park,130.0,218.55,2020-04-27 14:57:26.978632
79,City of Industry,1.0,228.83,2020-04-27 14:57:26.978632
80,City of Inglewood,285.0,250.92,2020-04-27 14:57:26.978632
81,City of Irwindale,2.0,137.08,2020-04-27 14:57:26.978632
82,City of La Canada Flintridge,37.0,178.8,2020-04-27 14:57:26.978632
83,City of La Habra Heights,2.0,36.66,2020-04-27 14:57:26.978632
84,City of La Mirada,52.0,104.84,2020-04-27 14:57:26.978632
85,City of La Puente,34.0,83.54,2020-04-27 14:57:26.978632
86,City of La Verne,16.0,48.07,2020-04-27 14:57:26.978632
87,City of Lakewood,75.0,93.33,2020-04-27 14:57:26.978632
88,City of Lancaster,275.0,170.2,2020-04-27 14:57:26.978632
89,City of Lawndale,53.0,157.67,2020-04-27 14:57:26.978632
