,location,cases,Rate**,date
52,City of Bell Gardens,106.0,246.11,2020-05-01 17:02:57.218739
53,City of Bellflower,137.0,176.24,2020-05-01 17:02:57.218739
54,City of Beverly Hills,108.0,312.86,2020-05-01 17:02:57.218739
55,City of Bradbury,1.0,93.55,2020-05-01 17:02:57.218739
56,City of Burbank,241.0,224.86,2020-05-01 17:02:57.218739
57,City of Calabasas,38.0,156.23,2020-05-01 17:02:57.218739
58,City of Carson,245.0,261.07,2020-05-01 17:02:57.218739
59,City of Cerritos,52.0,103.86,2020-05-01 17:02:57.218739
60,City of Claremont,24.0,65.78,2020-05-01 17:02:57.218739
61,City of Commerce,13.0,99.47,2020-05-01 17:02:57.218739
62,City of Compton,211.0,211.2,2020-05-01 17:02:57.218739
63,City of Covina,95.0,193.75,2020-05-01 17:02:57.218739
64,City of Cudahy,74.0,303.94,2020-05-01 17:02:57.218739
65,City of Culver City,66.0,165.56,2020-05-01 17:02:57.218739
66,City of Diamond Bar,34.0,59.12,2020-05-01 17:02:57.218739
67,City of Downey,224.0,196.04,2020-05-01 17:02:57.218739
68,City of Duarte,67.0,304.32,2020-05-01 17:02:57.218739
69,City of El Monte,160.0,136.44,2020-05-01 17:02:57.218739
70,City of El Segundo,27.0,160.85,2020-05-01 17:02:57.218739
71,City of Gardena,158.0,257.71,2020-05-01 17:02:57.218739
72,City of Glendale,588.0,284.76,2020-05-01 17:02:57.218739
73,City of Glendora,46.0,87.18,2020-05-01 17:02:57.218739
74,City of Hawaiian Gardens,10.0,68.14,2020-05-01 17:02:57.218739
75,City of Hawthorne,194.0,218.5,2020-05-01 17:02:57.218739
76,City of Hermosa Beach,23.0,116.93,2020-05-01 17:02:57.218739
77,City of Hidden Hills,0.0,0.0,2020-05-01 17:02:57.218739
78,City of Huntington Park,154.0,258.89,2020-05-01 17:02:57.218739
79,City of Industry,1.0,228.83,2020-05-01 17:02:57.218739
80,City of Inglewood,335.0,294.94,2020-05-01 17:02:57.218739
81,City of Irwindale,2.0,137.08,2020-05-01 17:02:57.218739
82,City of La Canada Flintridge,36.0,173.97,2020-05-01 17:02:57.218739
83,City of La Habra Heights,2.0,36.66,2020-05-01 17:02:57.218739
84,City of La Mirada,62.0,125.0,2020-05-01 17:02:57.218739
85,City of La Puente,42.0,103.2,2020-05-01 17:02:57.218739
86,City of La Verne,16.0,48.07,2020-05-01 17:02:57.218739
87,City of Lakewood,83.0,103.28,2020-05-01 17:02:57.218739
88,City of Lancaster,321.0,198.68,2020-05-01 17:02:57.218739
89,City of Lawndale,59.0,175.52,2020-05-01 17:02:57.218739
90,City of Lomita,34.0,164.02,2020-05-01 17:02:57.218739
91,City of Lynwood,192.0,266.49,2020-05-01 17:02:57.218739
92,City of Malibu,30.0,231.46,2020-05-01 17:02:57.218739
93,City of Manhattan Beach,66.0,183.34,2020-05-01 17:02:57.218739
94,City of Maywood,69.0,246.0,2020-05-01 17:02:57.218739
95,City of Monrovia,49.0,126.29,2020-05-01 17:02:57.218739
96,City of Montebello,139.0,215.92,2020-05-01 17:02:57.218739
97,City of Monterey Park,77.0,123.67,2020-05-01 17:02:57.218739
98,City of Norwalk,193.0,179.33,2020-05-01 17:02:57.218739
99,City of Palmdale,417.0,262.32,2020-05-01 17:02:57.218739
100,City of Palos Verdes Estates,37.0,273.63,2020-05-01 17:02:57.218739
101,City of Paramount,136.0,242.76,2020-05-01 17:02:57.218739
102,City of Pico Rivera,183.0,284.67,2020-05-01 17:02:57.218739
103,City of Pomona,176.0,112.87,2020-05-01 17:02:57.218739
104,City of Rancho Palos Verdes,60.0,140.36,2020-05-01 17:02:57.218739
105,City of Redondo Beach,107.0,155.76,2020-05-01 17:02:57.218739
106,City of Rolling Hills,2.0,103.09,2020-05-01 17:02:57.218739
107,City of Rolling Hills Estates,13.0,160.24,2020-05-01 17:02:57.218739
108,City of Rosemead,37.0,66.85,2020-05-01 17:02:57.218739
109,City of San Dimas,29.0,84.02,2020-05-01 17:02:57.218739
110,City of San Fernando,96.0,390.05,2020-05-01 17:02:57.218739
111,City of San Gabriel,30.0,73.25,2020-05-01 17:02:57.218739
112,City of San Marino,11.0,82.85,2020-05-01 17:02:57.218739
113,City of Santa Clarita,378.0,171.49,2020-05-01 17:02:57.218739
114,City of Santa Fe Springs,26.0,141.58,2020-05-01 17:02:57.218739
115,City of Santa Monica,164.0,177.4,2020-05-01 17:02:57.218739
116,City of Sierra Madre,5.0,45.5,2020-05-01 17:02:57.218739
117,City of Signal Hill,7.0,59.34,2020-05-01 17:02:57.218739
118,City of South El Monte,27.0,129.28,2020-05-01 17:02:57.218739
119,City of South Gate,254.0,258.77,2020-05-01 17:02:57.218739
120,City of South Pasadena,82.0,314.74,2020-05-01 17:02:57.218739
121,City of Temple City,51.0,139.9,2020-05-01 17:02:57.218739
122,City of Torrance,270.0,180.88,2020-05-01 17:02:57.218739
123,City of Vernon,1.0,478.47,2020-05-01 17:02:57.218739
124,City of Walnut,23.0,75.33,2020-05-01 17:02:57.218739
125,City of West Covina,133.0,122.88,2020-05-01 17:02:57.218739
126,City of West Hollywood,137.0,370.76,2020-05-01 17:02:57.218739
127,City of Westlake Village,6.0,71.77,2020-05-01 17:02:57.218739
128,City of Whittier,118.0,134.96,2020-05-01 17:02:57.218739
129,Los Angeles,11553.0,285.64,2020-05-01 17:02:57.218739
