,location,cases,Rate**,date
56,City of Bell Gardens,133.0,308.79,2020-05-09 14:22:57.324709
57,City of Bellflower,179.0,230.27,2020-05-09 14:22:57.324709
58,City of Beverly Hills,118.0,341.83,2020-05-09 14:22:57.324709
59,City of Bradbury,2.0,187.09,2020-05-09 14:22:57.324709
60,City of Burbank,299.0,278.97,2020-05-09 14:22:57.324709
61,City of Calabasas,47.0,193.23,2020-05-09 14:22:57.324709
62,City of Carson,294.0,313.28,2020-05-09 14:22:57.324709
63,City of Cerritos,67.0,133.82,2020-05-09 14:22:57.324709
64,City of Claremont,29.0,79.49,2020-05-09 14:22:57.324709
65,City of Commerce,17.0,130.08,2020-05-09 14:22:57.324709
66,City of Compton,275.0,275.26,2020-05-09 14:22:57.324709
67,City of Covina,107.0,218.22,2020-05-09 14:22:57.324709
68,City of Cudahy,98.0,402.51,2020-05-09 14:22:57.324709
69,City of Culver City,94.0,235.8,2020-05-09 14:22:57.324709
70,City of Diamond Bar,42.0,73.02,2020-05-09 14:22:57.324709
71,City of Downey,279.0,244.17,2020-05-09 14:22:57.324709
72,City of Duarte,85.0,386.08,2020-05-09 14:22:57.324709
73,City of El Monte,227.0,193.57,2020-05-09 14:22:57.324709
74,City of El Segundo,30.0,178.72,2020-05-09 14:22:57.324709
75,City of Gardena,185.0,301.75,2020-05-09 14:22:57.324709
76,City of Glendale,717.0,347.23,2020-05-09 14:22:57.324709
77,City of Glendora,65.0,123.19,2020-05-09 14:22:57.324709
78,City of Hawaiian Gardens,11.0,74.95,2020-05-09 14:22:57.324709
79,City of Hawthorne,253.0,284.95,2020-05-09 14:22:57.324709
80,City of Hermosa Beach,25.0,127.1,2020-05-09 14:22:57.324709
81,City of Hidden Hills,1.0,52.91,2020-05-09 14:22:57.324709
82,City of Huntington Park,200.0,336.22,2020-05-09 14:22:57.324709
83,City of Industry,7.0,1601.83,2020-05-09 14:22:57.324709
84,City of Inglewood,415.0,365.37,2020-05-09 14:22:57.324709
85,City of Irwindale,2.0,137.08,2020-05-09 14:22:57.324709
86,City of La Canada Flintridge,43.0,207.8,2020-05-09 14:22:57.324709
87,City of La Habra Heights,4.0,73.33,2020-05-09 14:22:57.324709
88,City of La Mirada,75.0,151.21,2020-05-09 14:22:57.324709
