,location,cases,Rate**,date
52,City of Bell Gardens,75.0,174.13,2020-04-23 14:38:50.867623
53,City of Bellflower,99.0,127.36,2020-04-23 14:38:50.867623
54,City of Beverly Hills,102.0,295.48,2020-04-23 14:38:50.867623
55,City of Bradbury,,--,2020-04-23 14:38:50.867623
56,City of Burbank,188.0,175.41,2020-04-23 14:38:50.867623
57,City of Calabasas,31.0,127.45,2020-04-23 14:38:50.867623
58,City of Carson,199.0,212.05,2020-04-23 14:38:50.867623
59,City of Cerritos,45.0,89.88,2020-04-23 14:38:50.867623
60,City of Claremont,21.0,57.56,2020-04-23 14:38:50.867623
61,City of Commerce,10.0,76.52,2020-04-23 14:38:50.867623
62,City of Compton,156.0,156.15,2020-04-23 14:38:50.867623
63,City of Covina,77.0,157.04,2020-04-23 14:38:50.867623
64,City of Cudahy,54.0,221.79,2020-04-23 14:38:50.867623
65,City of Culver City,49.0,122.91,2020-04-23 14:38:50.867623
66,City of Diamond Bar,31.0,53.9,2020-04-23 14:38:50.867623
67,City of Downey,170.0,148.78,2020-04-23 14:38:50.867623
68,City of Duarte,45.0,204.4,2020-04-23 14:38:50.867623
69,City of El Monte,107.0,91.24,2020-04-23 14:38:50.867623
70,City of El Segundo,25.0,148.93,2020-04-23 14:38:50.867623
71,City of Gardena,128.0,208.78,2020-04-23 14:38:50.867623
72,City of Glendale,419.0,202.91,2020-04-23 14:38:50.867623
73,City of Glendora,38.0,72.02,2020-04-23 14:38:50.867623
74,City of Hawaiian Gardens,10.0,68.14,2020-04-23 14:38:50.867623
75,City of Hawthorne,144.0,162.19,2020-04-23 14:38:50.867623
76,City of Hermosa Beach,22.0,111.85,2020-04-23 14:38:50.867623
77,City of Hidden Hills,0.0,0,2020-04-23 14:38:50.867623
78,City of Huntington Park,106.0,178.2,2020-04-23 14:38:50.867623
79,City of Industry,,--,2020-04-23 14:38:50.867623
80,City of Inglewood,245.0,215.7,2020-04-23 14:38:50.867623
81,City of Irwindale,,--,2020-04-23 14:38:50.867623
82,City of La Canada Flintridge,37.0,178.8,2020-04-23 14:38:50.867623
83,City of La Habra Heights,,--,2020-04-23 14:38:50.867623
84,City of La Mirada,42.0,84.68,2020-04-23 14:38:50.867623
85,City of La Puente,33.0,81.09,2020-04-23 14:38:50.867623
86,City of La Verne,14.0,42.06,2020-04-23 14:38:50.867623
87,City of Lakewood,71.0,88.35,2020-04-23 14:38:50.867623
88,City of Lancaster,212.0,131.21,2020-04-23 14:38:50.867623
89,City of Lawndale,47.0,139.82,2020-04-23 14:38:50.867623
90,City of Lomita,31.0,149.55,2020-04-23 14:38:50.867623
91,City of Lynwood,141.0,195.71,2020-04-23 14:38:50.867623
92,City of Malibu,28.0,216.03,2020-04-23 14:38:50.867623
93,City of Manhattan Beach,64.0,177.78,2020-04-23 14:38:50.867623
94,City of Maywood,48.0,171.13,2020-04-23 14:38:50.867623
95,City of Monrovia,28.0,72.16,2020-04-23 14:38:50.867623
96,City of Montebello,98.0,152.23,2020-04-23 14:38:50.867623
97,City of Monterey Park,57.0,91.55,2020-04-23 14:38:50.867623
98,City of Norwalk,146.0,135.66,2020-04-23 14:38:50.867623
99,City of Palmdale,325.0,204.44,2020-04-23 14:38:50.867623
100,City of Palos Verdes Estates,37.0,273.63,2020-04-23 14:38:50.867623
101,City of Paramount,104.0,185.64,2020-04-23 14:38:50.867623
102,City of Pico Rivera,124.0,192.89,2020-04-23 14:38:50.867623
103,City of Pomona,122.0,78.24,2020-04-23 14:38:50.867623
104,City of Rancho Palos Verdes,50.0,116.97,2020-04-23 14:38:50.867623
105,City of Redondo Beach,95.0,138.29,2020-04-23 14:38:50.867623
106,City of Rolling Hills,,--,2020-04-23 14:38:50.867623
107,City of Rolling Hills Estates,13.0,160.24,2020-04-23 14:38:50.867623
108,City of Rosemead,23.0,41.55,2020-04-23 14:38:50.867623
109,City of San Dimas,25.0,72.43,2020-04-23 14:38:50.867623
110,City of San Fernando,61.0,247.85,2020-04-23 14:38:50.867623
111,City of San Gabriel,26.0,63.49,2020-04-23 14:38:50.867623
112,City of San Marino,10.0,75.32,2020-04-23 14:38:50.867623
113,City of Santa Clarita,283.0,128.39,2020-04-23 14:38:50.867623
114,City of Santa Fe Springs,16.0,87.13,2020-04-23 14:38:50.867623
115,City of Santa Monica,144.0,155.77,2020-04-23 14:38:50.867623
116,City of Sierra Madre,5.0,45.5,2020-04-23 14:38:50.867623
117,City of Signal Hill,6.0,50.86,2020-04-23 14:38:50.867623
118,City of South El Monte,10.0,47.88,2020-04-23 14:38:50.867623
119,City of South Gate,195.0,198.67,2020-04-23 14:38:50.867623
120,City of South Pasadena,51.0,195.75,2020-04-23 14:38:50.867623
121,City of Temple City,38.0,104.24,2020-04-23 14:38:50.867623
122,City of Torrance,226.0,151.41,2020-04-23 14:38:50.867623
123,City of Vernon,0.0,0,2020-04-23 14:38:50.867623
124,City of Walnut,20.0,65.51,2020-04-23 14:38:50.867623
125,City of West Covina,89.0,82.23,2020-04-23 14:38:50.867623
126,City of West Hollywood,129.0,349.11,2020-04-23 14:38:50.867623
127,City of Westlake Village,6.0,71.77,2020-04-23 14:38:50.867623
128,City of Whittier,85.0,97.22,2020-04-23 14:38:50.867623
129,Los Angeles,8022.0,198.34,2020-04-23 14:38:50.867623
130,Los Angeles - Adams-Normandie,20.0,243.84,2020-04-23 14:38:50.867623
131,Los Angeles - Alsace,23.0,184.81,2020-04-23 14:38:50.867623
132,Los Angeles - Angeles National Forest,0.0,0,2020-04-23 14:38:50.867623
133,Los Angeles - Angelino Heights,6.0,239.81,2020-04-23 14:38:50.867623
134,Los Angeles - Arleta,70.0,203.67,2020-04-23 14:38:50.867623
135,Los Angeles - Atwater Village,19.0,129.55,2020-04-23 14:38:50.867623
136,Los Angeles - Baldwin Hills,47.0,151,2020-04-23 14:38:50.867623
137,Los Angeles - Bel Air,27.0,320.32,2020-04-23 14:38:50.867623
138,Los Angeles - Beverly Crest,31.0,247.5,2020-04-23 14:38:50.867623
139,Los Angeles - Beverlywood,30.0,227.74,2020-04-23 14:38:50.867623
140,Los Angeles - Boyle Heights,134.0,154.23,2020-04-23 14:38:50.867623
141,Los Angeles - Brentwood,62.0,200.29,2020-04-23 14:38:50.867623
142,Los Angeles - Brookside,0.0,0,2020-04-23 14:38:50.867623
143,Los Angeles - Cadillac-Corning,12.0,168.52,2020-04-23 14:38:50.867623
144,Los Angeles - Canoga Park,187.0,286.42,2020-04-23 14:38:50.867623
145,Los Angeles - Carthay,56.0,389.89,2020-04-23 14:38:50.867623
146,Los Angeles - Central,90.0,230.82,2020-04-23 14:38:50.867623
147,Los Angeles - Century City,30.0,234.52,2020-04-23 14:38:50.867623
148,Los Angeles - Century Palms/Cove,62.0,183.62,2020-04-23 14:38:50.867623
149,Los Angeles - Chatsworth,60.0,161.9,2020-04-23 14:38:50.867623
150,Los Angeles - Cheviot Hills,16.0,174.46,2020-04-23 14:38:50.867623
151,Los Angeles - Chinatown,5.0,62.34,2020-04-23 14:38:50.867623
152,Los Angeles - Cloverdale/Cochran,25.0,171.79,2020-04-23 14:38:50.867623
