,location,cases,Rate**,date
52,City of Bell Gardens,80.0,185.74,2020-04-24 15:13:08.022450
53,City of Bellflower,102.0,131.22,2020-04-24 15:13:08.022450
54,City of Beverly Hills,103.0,298.38,2020-04-24 15:13:08.022450
55,City of Bradbury,,--,2020-04-24 15:13:08.022450
56,City of Burbank,203.0,189.4,2020-04-24 15:13:08.022450
57,City of Calabasas,33.0,135.67,2020-04-24 15:13:08.022450
58,City of Carson,204.0,217.38,2020-04-24 15:13:08.022450
59,City of Cerritos,47.0,93.87,2020-04-24 15:13:08.022450
60,City of Claremont,22.0,60.3,2020-04-24 15:13:08.022450
61,City of Commerce,10.0,76.52,2020-04-24 15:13:08.022450
62,City of Compton,167.0,167.16,2020-04-24 15:13:08.022450
63,City of Covina,80.0,163.16,2020-04-24 15:13:08.022450
64,City of Cudahy,54.0,221.79,2020-04-24 15:13:08.022450
65,City of Culver City,53.0,132.95,2020-04-24 15:13:08.022450
66,City of Diamond Bar,32.0,55.64,2020-04-24 15:13:08.022450
67,City of Downey,179.0,156.66,2020-04-24 15:13:08.022450
68,City of Duarte,46.0,208.94,2020-04-24 15:13:08.022450
69,City of El Monte,114.0,97.21,2020-04-24 15:13:08.022450
70,City of El Segundo,25.0,148.93,2020-04-24 15:13:08.022450
71,City of Gardena,130.0,212.04,2020-04-24 15:13:08.022450
72,City of Glendale,462.0,223.74,2020-04-24 15:13:08.022450
73,City of Glendora,38.0,72.02,2020-04-24 15:13:08.022450
74,City of Hawaiian Gardens,9.0,61.32,2020-04-24 15:13:08.022450
75,City of Hawthorne,150.0,168.94,2020-04-24 15:13:08.022450
76,City of Hermosa Beach,23.0,116.93,2020-04-24 15:13:08.022450
77,City of Hidden Hills,0.0,0,2020-04-24 15:13:08.022450
78,City of Huntington Park,114.0,191.65,2020-04-24 15:13:08.022450
79,City of Industry,,--,2020-04-24 15:13:08.022450
80,City of Inglewood,260.0,228.91,2020-04-24 15:13:08.022450
81,City of Irwindale,,--,2020-04-24 15:13:08.022450
82,City of La Canada Flintridge,38.0,183.64,2020-04-24 15:13:08.022450
83,City of La Habra Heights,,--,2020-04-24 15:13:08.022450
84,City of La Mirada,44.0,88.71,2020-04-24 15:13:08.022450
85,City of La Puente,33.0,81.09,2020-04-24 15:13:08.022450
86,City of La Verne,16.0,48.07,2020-04-24 15:13:08.022450
87,City of Lakewood,72.0,89.59,2020-04-24 15:13:08.022450
88,City of Lancaster,231.0,142.97,2020-04-24 15:13:08.022450
89,City of Lawndale,49.0,145.77,2020-04-24 15:13:08.022450
90,City of Lomita,32.0,154.37,2020-04-24 15:13:08.022450
91,City of Lynwood,150.0,208.2,2020-04-24 15:13:08.022450
92,City of Malibu,28.0,216.03,2020-04-24 15:13:08.022450
93,City of Manhattan Beach,64.0,177.78,2020-04-24 15:13:08.022450
94,City of Maywood,51.0,181.82,2020-04-24 15:13:08.022450
95,City of Monrovia,31.0,79.9,2020-04-24 15:13:08.022450
96,City of Montebello,105.0,163.11,2020-04-24 15:13:08.022450
97,City of Monterey Park,61.0,97.97,2020-04-24 15:13:08.022450
98,City of Norwalk,155.0,144.02,2020-04-24 15:13:08.022450
99,City of Palmdale,339.0,213.25,2020-04-24 15:13:08.022450
100,City of Palos Verdes Estates,37.0,273.63,2020-04-24 15:13:08.022450
101,City of Paramount,112.0,199.92,2020-04-24 15:13:08.022450
102,City of Pico Rivera,126.0,196.01,2020-04-24 15:13:08.022450
103,City of Pomona,126.0,80.8,2020-04-24 15:13:08.022450
104,City of Rancho Palos Verdes,51.0,119.31,2020-04-24 15:13:08.022450
105,City of Redondo Beach,95.0,138.29,2020-04-24 15:13:08.022450
106,City of Rolling Hills,,--,2020-04-24 15:13:08.022450
107,City of Rolling Hills Estates,13.0,160.24,2020-04-24 15:13:08.022450
108,City of Rosemead,24.0,43.36,2020-04-24 15:13:08.022450
109,City of San Dimas,25.0,72.43,2020-04-24 15:13:08.022450
110,City of San Fernando,64.0,260.04,2020-04-24 15:13:08.022450
111,City of San Gabriel,26.0,63.49,2020-04-24 15:13:08.022450
112,City of San Marino,10.0,75.32,2020-04-24 15:13:08.022450
113,City of Santa Clarita,297.0,134.74,2020-04-24 15:13:08.022450
114,City of Santa Fe Springs,16.0,87.13,2020-04-24 15:13:08.022450
115,City of Santa Monica,147.0,159.01,2020-04-24 15:13:08.022450
116,City of Sierra Madre,5.0,45.5,2020-04-24 15:13:08.022450
117,City of Signal Hill,6.0,50.86,2020-04-24 15:13:08.022450
118,City of South El Monte,12.0,57.46,2020-04-24 15:13:08.022450
119,City of South Gate,202.0,205.8,2020-04-24 15:13:08.022450
120,City of South Pasadena,56.0,214.95,2020-04-24 15:13:08.022450
121,City of Temple City,44.0,120.7,2020-04-24 15:13:08.022450
122,City of Torrance,230.0,154.09,2020-04-24 15:13:08.022450
123,City of Vernon,0.0,0,2020-04-24 15:13:08.022450
124,City of Walnut,21.0,68.78,2020-04-24 15:13:08.022450
125,City of West Covina,98.0,90.54,2020-04-24 15:13:08.022450
126,City of West Hollywood,130.0,351.82,2020-04-24 15:13:08.022450
127,City of Westlake Village,6.0,71.77,2020-04-24 15:13:08.022450
128,City of Whittier,89.0,101.79,2020-04-24 15:13:08.022450
129,Los Angeles,8450.0,208.92,2020-04-24 15:13:08.022450
