,location,cases,date
98,City of South El Monte,0.0,2020-03-29 19:25:50.812062
99,City of South Gate,12.0,2020-03-29 19:25:50.812062
100,City of South Pasadena,5.0,2020-03-29 19:25:50.812062
101,City of Temple City,2.0,2020-03-29 19:25:50.812062
102,City of Torrance,34.0,2020-03-29 19:25:50.812062
103,City of Vernon,0.0,2020-03-29 19:25:50.812062
104,City of Walnut,3.0,2020-03-29 19:25:50.812062
105,City of West Covina,6.0,2020-03-29 19:25:50.812062
106,City of West Hollywood,52.0,2020-03-29 19:25:50.812062
107,City of Westlake Village,0.0,2020-03-29 19:25:50.812062
108,City of Whittier,8.0,2020-03-29 19:25:50.812062
109,City of Los Angeles,1020.0,2020-03-29 19:25:50.812062
110,Los Angeles - Adams-Normandie,,2020-03-29 19:25:50.812062
111,Los Angeles - Alsace,,2020-03-29 19:25:50.812062
112,Los Angeles - Angeles National Forest,0.0,2020-03-29 19:25:50.812062
113,Los Angeles - Angelino Heights,0.0,2020-03-29 19:25:50.812062
114,Los Angeles - Arleta,5.0,2020-03-29 19:25:50.812062
115,Los Angeles - Atwater Village,,2020-03-29 19:25:50.812062
116,Los Angeles - Baldwin Hills,9.0,2020-03-29 19:25:50.812062
117,Los Angeles - Bel Air,9.0,2020-03-29 19:25:50.812062
118,Los Angeles - Beverly Crest,18.0,2020-03-29 19:25:50.812062
119,Los Angeles - Beverlywood,11.0,2020-03-29 19:25:50.812062
120,Los Angeles - Boyle Heights,10.0,2020-03-29 19:25:50.812062
121,Los Angeles - Brentwood,33.0,2020-03-29 19:25:50.812062
122,Los Angeles - Brookside,0.0,2020-03-29 19:25:50.812062
123,Los Angeles - Cadillac-Corning,0.0,2020-03-29 19:25:50.812062
124,Los Angeles - Canoga Park,3.0,2020-03-29 19:25:50.812062
125,Los Angeles - Carthay,13.0,2020-03-29 19:25:50.812062
126,Los Angeles - Central,4.0,2020-03-29 19:25:50.812062
127,Los Angeles - Century City,8.0,2020-03-29 19:25:50.812062
128,Los Angeles - Century Palms/Cove,8.0,2020-03-29 19:25:50.812062
129,Los Angeles - Chatsworth,8.0,2020-03-29 19:25:50.812062
130,Los Angeles - Cheviot Hills,,2020-03-29 19:25:50.812062
131,Los Angeles - Chinatown,0.0,2020-03-29 19:25:50.812062
132,Los Angeles - Cloverdale/Cochran,,2020-03-29 19:25:50.812062
133,Los Angeles - Country Club Park,,2020-03-29 19:25:50.812062
134,Los Angeles - Crenshaw District,,2020-03-29 19:25:50.812062
135,Los Angeles - Crestview,11.0,2020-03-29 19:25:50.812062
136,Los Angeles - Del Rey,12.0,2020-03-29 19:25:50.812062
137,Los Angeles - Downtown,10.0,2020-03-29 19:25:50.812062
138,Los Angeles - Eagle Rock,8.0,2020-03-29 19:25:50.812062
139,Los Angeles - East Hollywood,6.0,2020-03-29 19:25:50.812062
140,Los Angeles - Echo Park,,2020-03-29 19:25:50.812062
141,Los Angeles - El Sereno,3.0,2020-03-29 19:25:50.812062
142,Los Angeles - Elysian Park,,2020-03-29 19:25:50.812062
143,Los Angeles - Elysian Valley,,2020-03-29 19:25:50.812062
144,Los Angeles - Encino,27.0,2020-03-29 19:25:50.812062
145,Los Angeles - Exposition,0.0,2020-03-29 19:25:50.812062
146,Los Angeles - Exposition Park,4.0,2020-03-29 19:25:50.812062
147,Los Angeles - Faircrest Heights,0.0,2020-03-29 19:25:50.812062
148,Los Angeles - Figueroa Park Square,0.0,2020-03-29 19:25:50.812062
149,Los Angeles - Florence-Firestone,6.0,2020-03-29 19:25:50.812062
150,Los Angeles - Glassell Park,7.0,2020-03-29 19:25:50.812062
151,Los Angeles - Gramercy Place,,2020-03-29 19:25:50.812062
152,Los Angeles - Granada Hills,8.0,2020-03-29 19:25:50.812062
153,Los Angeles - Green Meadows,,2020-03-29 19:25:50.812062
154,Los Angeles - Hancock Park,18.0,2020-03-29 19:25:50.812062
155,Los Angeles - Harbor City,2.0,2020-03-29 19:25:50.812062
156,Los Angeles - Harbor Gateway,4.0,2020-03-29 19:25:50.812062
157,Los Angeles - Harbor Pines,0.0,2020-03-29 19:25:50.812062
158,Los Angeles - Harvard Heights,,2020-03-29 19:25:50.812062
159,Los Angeles - Harvard Park,2.0,2020-03-29 19:25:50.812062
160,Los Angeles - Highland Park,8.0,2020-03-29 19:25:50.812062
161,Los Angeles - Historic Filipinotown,0.0,2020-03-29 19:25:50.812062
162,Los Angeles - Hollywood,44.0,2020-03-29 19:25:50.812062
163,Los Angeles - Hollywood Hills,24.0,2020-03-29 19:25:50.812062
164,Los Angeles - Hyde Park,4.0,2020-03-29 19:25:50.812062
165,Los Angeles - Jefferson Park,0.0,2020-03-29 19:25:50.812062
166,Los Angeles - Koreatown,10.0,2020-03-29 19:25:50.812062
167,Los Angeles - Lafayette Square,,2020-03-29 19:25:50.812062
168,Los Angeles - Lake Balboa,8.0,2020-03-29 19:25:50.812062
169,Los Angeles - Lakeview Terrace,,2020-03-29 19:25:50.812062
170,Los Angeles - Leimert Park,,2020-03-29 19:25:50.812062
171,Los Angeles - Lincoln Heights,2.0,2020-03-29 19:25:50.812062
172,Los Angeles - Little Armenia,0.0,2020-03-29 19:25:50.812062
173,Los Angeles - Little Bangladesh,4.0,2020-03-29 19:25:50.812062
174,Los Angeles - Little Tokyo,0.0,2020-03-29 19:25:50.812062
175,Los Angeles - Longwood,0.0,2020-03-29 19:25:50.812062
176,Los Angeles - Los Feliz,8.0,2020-03-29 19:25:50.812062
177,Los Angeles - Manchester Square,,2020-03-29 19:25:50.812062
178,Los Angeles - Mandeville Canyon,,2020-03-29 19:25:50.812062
179,Los Angeles - Mar Vista,9.0,2020-03-29 19:25:50.812062
180,Los Angeles - Marina Peninsula,,2020-03-29 19:25:50.812062
181,Los Angeles - Melrose,71.0,2020-03-29 19:25:50.812062
182,Los Angeles - Mid-city,9.0,2020-03-29 19:25:50.812062
183,Los Angeles - Miracle Mile,9.0,2020-03-29 19:25:50.812062
184,Los Angeles - Mission Hills,5.0,2020-03-29 19:25:50.812062
185,Los Angeles - Mt. Washington,,2020-03-29 19:25:50.812062
186,Los Angeles - North Hills,6.0,2020-03-29 19:25:50.812062
187,Los Angeles - North Hollywood,30.0,2020-03-29 19:25:50.812062
188,Los Angeles - Northridge,8.0,2020-03-29 19:25:50.812062
189,Los Angeles - Pacific Palisades,15.0,2020-03-29 19:25:50.812062
190,Los Angeles - Pacoima,3.0,2020-03-29 19:25:50.812062
191,Los Angeles - Palisades Highlands,,2020-03-29 19:25:50.812062
192,Los Angeles - Palms,20.0,2020-03-29 19:25:50.812062
193,Los Angeles - Panorama City,6.0,2020-03-29 19:25:50.812062
194,Los Angeles - Park La Brea,,2020-03-29 19:25:50.812062
195,Los Angeles - Pico-Union,4.0,2020-03-29 19:25:50.812062
196,Los Angeles - Playa Del Rey,,2020-03-29 19:25:50.812062
197,Los Angeles - Playa Vista,5.0,2020-03-29 19:25:50.812062
198,Los Angeles - Porter Ranch,6.0,2020-03-29 19:25:50.812062
199,Los Angeles - Rancho Park,,2020-03-29 19:25:50.812062
200,Los Angeles - Regent Square,0.0,2020-03-29 19:25:50.812062
201,Los Angeles - Reseda,13.0,2020-03-29 19:25:50.812062
202,Los Angeles - Reseda Ranch,,2020-03-29 19:25:50.812062
203,Los Angeles - Reynier Village,,2020-03-29 19:25:50.812062
204,Los Angeles - San Pedro,10.0,2020-03-29 19:25:50.812062
205,Los Angeles - Shadow Hills,,2020-03-29 19:25:50.812062
206,Los Angeles - Sherman Oaks,27.0,2020-03-29 19:25:50.812062
207,Los Angeles - Silverlake,16.0,2020-03-29 19:25:50.812062
208,Los Angeles - South Carthay,6.0,2020-03-29 19:25:50.812062
209,Los Angeles - South Park,4.0,2020-03-29 19:25:50.812062
210,Los Angeles - St Elmo Village,0.0,2020-03-29 19:25:50.812062
211,Los Angeles - Studio City,14.0,2020-03-29 19:25:50.812062
212,Los Angeles - Sun Valley,6.0,2020-03-29 19:25:50.812062
213,Los Angeles - Sunland,,2020-03-29 19:25:50.812062
214,Los Angeles - Sycamore Square,0.0,2020-03-29 19:25:50.812062
215,Los Angeles - Sylmar,15.0,2020-03-29 19:25:50.812062
216,Los Angeles - Tarzana,23.0,2020-03-29 19:25:50.812062
217,Los Angeles - Temple-Beaudry,5.0,2020-03-29 19:25:50.812062
218,Los Angeles - Thai Town,,2020-03-29 19:25:50.812062
219,Los Angeles - Toluca Lake,,2020-03-29 19:25:50.812062
220,Los Angeles - Toluca Terrace,0.0,2020-03-29 19:25:50.812062
221,Los Angeles - Toluca Woods,0.0,2020-03-29 19:25:50.812062
222,Los Angeles - Tujunga,3.0,2020-03-29 19:25:50.812062
223,Los Angeles - University Hills,0.0,2020-03-29 19:25:50.812062
224,Los Angeles - University Park,5.0,2020-03-29 19:25:50.812062
225,Los Angeles - Valley Glen,4.0,2020-03-29 19:25:50.812062
226,Los Angeles - Valley Village,18.0,2020-03-29 19:25:50.812062
227,Los Angeles - Van Nuys,7.0,2020-03-29 19:25:50.812062
228,Los Angeles - Venice,17.0,2020-03-29 19:25:50.812062
229,Los Angeles - Vermont Knolls,,2020-03-29 19:25:50.812062
230,Los Angeles - Vermont Square,,2020-03-29 19:25:50.812062
231,Los Angeles - Vermont Vista,5.0,2020-03-29 19:25:50.812062
232,Los Angeles - Vernon Central,3.0,2020-03-29 19:25:50.812062
233,Los Angeles - Victoria Park,,2020-03-29 19:25:50.812062
234,Los Angeles - View Heights,,2020-03-29 19:25:50.812062
235,Los Angeles - Watts,2.0,2020-03-29 19:25:50.812062
236,Los Angeles - Wellington Square,0.0,2020-03-29 19:25:50.812062
237,Los Angeles - West Adams,7.0,2020-03-29 19:25:50.812062
238,Los Angeles - West Hills,6.0,2020-03-29 19:25:50.812062
239,Los Angeles - West Los Angeles,18.0,2020-03-29 19:25:50.812062
240,Los Angeles - West Vernon,8.0,2020-03-29 19:25:50.812062
241,Los Angeles - Westchester,17.0,2020-03-29 19:25:50.812062
242,Los Angeles - Westlake,5.0,2020-03-29 19:25:50.812062
243,Los Angeles - Westwood,22.0,2020-03-29 19:25:50.812062
244,Los Angeles - Wholesale District,12.0,2020-03-29 19:25:50.812062
245,Los Angeles - Wilmington,10.0,2020-03-29 19:25:50.812062
246,Los Angeles - Wilshire Center,5.0,2020-03-29 19:25:50.812062
247,Los Angeles - Winnetka,9.0,2020-03-29 19:25:50.812062
248,Los Angeles - Woodland Hills,19.0,2020-03-29 19:25:50.812062
249,Unincorporated - Acton,0.0,2020-03-29 19:25:50.812062
250,Unincorporated - Agua Dulce,0.0,2020-03-29 19:25:50.812062
251,Unincorporated - Altadena,10.0,2020-03-29 19:25:50.812062
252,Unincorporated - Anaverde,0.0,2020-03-29 19:25:50.812062
253,Unincorporated - Angeles National Forest,0.0,2020-03-29 19:25:50.812062
254,Unincorporated - Arcadia,0.0,2020-03-29 19:25:50.812062
255,Unincorporated - Athens Village,0.0,2020-03-29 19:25:50.812062
256,Unincorporated - Athens-Westmont,7.0,2020-03-29 19:25:50.812062
257,Unincorporated - Avocado Heights,0.0,2020-03-29 19:25:50.812062
258,Unincorporated - Azusa,0.0,2020-03-29 19:25:50.812062
259,Unincorporated - Bassett,0.0,2020-03-29 19:25:50.812062
260,Unincorporated - Bouquet Canyon,0.0,2020-03-29 19:25:50.812062
261,Unincorporated - Bradbury,0.0,2020-03-29 19:25:50.812062
262,Unincorporated - Canyon Country,,2020-03-29 19:25:50.812062
263,Unincorporated - Castaic,4.0,2020-03-29 19:25:50.812062
264,Unincorporated - Cerritos,0.0,2020-03-29 19:25:50.812062
265,Unincorporated - Claremont,0.0,2020-03-29 19:25:50.812062
266,Unincorporated - Covina,,2020-03-29 19:25:50.812062
267,Unincorporated - Covina (Charter Oak),0.0,2020-03-29 19:25:50.812062
268,Unincorporated - Del Aire,0.0,2020-03-29 19:25:50.812062
269,Unincorporated - Del Rey,0.0,2020-03-29 19:25:50.812062
270,Unincorporated - Del Sur,0.0,2020-03-29 19:25:50.812062
271,Unincorporated - Desert View Highlands,0.0,2020-03-29 19:25:50.812062
272,Unincorporated - Duarte,0.0,2020-03-29 19:25:50.812062
273,Unincorporated - East Covina,0.0,2020-03-29 19:25:50.812062
274,Unincorporated - East La Mirada,0.0,2020-03-29 19:25:50.812062
275,Unincorporated - East Lancaster,0.0,2020-03-29 19:25:50.812062
276,Unincorporated - East Los Angeles,9.0,2020-03-29 19:25:50.812062
277,Unincorporated - East Pasadena,0.0,2020-03-29 19:25:50.812062
278,Unincorporated - East Rancho Dominguez,0.0,2020-03-29 19:25:50.812062
279,Unincorporated - East Whittier,,2020-03-29 19:25:50.812062
280,Unincorporated - El Camino Village,0.0,2020-03-29 19:25:50.812062
281,Unincorporated - El Monte,0.0,2020-03-29 19:25:50.812062
282,Unincorporated - Elizabeth Lake,0.0,2020-03-29 19:25:50.812062
283,Unincorporated - Florence-Firestone,0.0,2020-03-29 19:25:50.812062
284,Unincorporated - Glendora,0.0,2020-03-29 19:25:50.812062
285,Unincorporated - Hacienda Heights,2.0,2020-03-29 19:25:50.812062
286,Unincorporated - Hawthorne,,2020-03-29 19:25:50.812062
287,Unincorporated - Hi Vista,0.0,2020-03-29 19:25:50.812062
288,Unincorporated - Kagel/Lopez Canyons,0.0,2020-03-29 19:25:50.812062
289,Unincorporated - La Crescenta-Montrose,0.0,2020-03-29 19:25:50.812062
290,Unincorporated - La Habra Heights,,2020-03-29 19:25:50.812062
291,Unincorporated - La Rambla,,2020-03-29 19:25:50.812062
292,Unincorporated - La Verne,,2020-03-29 19:25:50.812062
293,Unincorporated - Ladera Heights,0.0,2020-03-29 19:25:50.812062
294,Unincorporated - Lake Hughes,0.0,2020-03-29 19:25:50.812062
295,Unincorporated - Lake Los Angeles,0.0,2020-03-29 19:25:50.812062
296,Unincorporated - Lake Manor,0.0,2020-03-29 19:25:50.812062
297,Unincorporated - Lakewood,0.0,2020-03-29 19:25:50.812062
298,Unincorporated - Lennox,5.0,2020-03-29 19:25:50.812062
299,Unincorporated - Leona Valley,0.0,2020-03-29 19:25:50.812062
300,Unincorporated - Littlerock,0.0,2020-03-29 19:25:50.812062
301,Unincorporated - Littlerock/Juniper Hills,0.0,2020-03-29 19:25:50.812062
302,Unincorporated - Littlerock/Pearblossom,0.0,2020-03-29 19:25:50.812062
303,Unincorporated - Llano,0.0,2020-03-29 19:25:50.812062
304,Unincorporated - Long Beach,0.0,2020-03-29 19:25:50.812062
305,Unincorporated - Marina del Rey,,2020-03-29 19:25:50.812062
306,Unincorporated - Monrovia,,2020-03-29 19:25:50.812062
307,Unincorporated - Newhall,0.0,2020-03-29 19:25:50.812062
308,Unincorporated - North Lancaster,0.0,2020-03-29 19:25:50.812062
309,Unincorporated - North Whittier,0.0,2020-03-29 19:25:50.812062
310,Unincorporated - Northeast San Gabriel,0.0,2020-03-29 19:25:50.812062
311,Unincorporated - Padua Hills,0.0,2020-03-29 19:25:50.812062
312,Unincorporated - Palmdale,0.0,2020-03-29 19:25:50.812062
313,Unincorporated - Palos Verdes Peninsula,0.0,2020-03-29 19:25:50.812062
314,Unincorporated - Pearblossom/Llano,0.0,2020-03-29 19:25:50.812062
315,Unincorporated - Pellissier Village,0.0,2020-03-29 19:25:50.812062
316,Unincorporated - Placerita Canyon,0.0,2020-03-29 19:25:50.812062
317,Unincorporated - Pomona,0.0,2020-03-29 19:25:50.812062
318,Unincorporated - Quartz Hill,0.0,2020-03-29 19:25:50.812062
319,Unincorporated - Rancho Dominguez,0.0,2020-03-29 19:25:50.812062
320,Unincorporated - Roosevelt,0.0,2020-03-29 19:25:50.812062
321,Unincorporated - Rosewood,0.0,2020-03-29 19:25:50.812062
322,Unincorporated - Rosewood/East Gardena,0.0,2020-03-29 19:25:50.812062
323,Unincorporated - Rosewood/West Rancho Dominguez,0.0,2020-03-29 19:25:50.812062
324,Unincorporated - Rowland Heights,3.0,2020-03-29 19:25:50.812062
325,Unincorporated - San Jose Hills,0.0,2020-03-29 19:25:50.812062
326,Unincorporated - San Pasqual,0.0,2020-03-29 19:25:50.812062
327,Unincorporated - Sand Canyon,0.0,2020-03-29 19:25:50.812062
328,Unincorporated - Santa Catalina Island,0.0,2020-03-29 19:25:50.812062
329,Unincorporated - Santa Monica Mountains,0.0,2020-03-29 19:25:50.812062
330,Unincorporated - Saugus,0.0,2020-03-29 19:25:50.812062
331,Unincorporated - Saugus/Canyon Country,0.0,2020-03-29 19:25:50.812062
332,Unincorporated - South Antelope Valley,0.0,2020-03-29 19:25:50.812062
333,Unincorporated - South El Monte,0.0,2020-03-29 19:25:50.812062
334,Unincorporated - South San Gabriel,0.0,2020-03-29 19:25:50.812062
335,Unincorporated - South Whittier,5.0,2020-03-29 19:25:50.812062
336,Unincorporated - Southeast Antelope Valley,0.0,2020-03-29 19:25:50.812062
337,Unincorporated - Stevenson Ranch,,2020-03-29 19:25:50.812062
338,Unincorporated - Sun Village,0.0,2020-03-29 19:25:50.812062
339,Unincorporated - Sunrise Village,0.0,2020-03-29 19:25:50.812062
340,Unincorporated - Twin Lakes/Oat Mountain,0.0,2020-03-29 19:25:50.812062
341,Unincorporated - Val Verde,0.0,2020-03-29 19:25:50.812062
342,Unincorporated - Valencia,,2020-03-29 19:25:50.812062
343,Unincorporated - Valinda,,2020-03-29 19:25:50.812062
344,Unincorporated - View Park/Windsor Hills,0.0,2020-03-29 19:25:50.812062
345,Unincorporated - Walnut Park,0.0,2020-03-29 19:25:50.812062
346,Unincorporated - West Antelope Valley,0.0,2020-03-29 19:25:50.812062
347,Unincorporated - West Carson,7.0,2020-03-29 19:25:50.812062
348,Unincorporated - West LA,,2020-03-29 19:25:50.812062
349,Unincorporated - West Puente Valley,0.0,2020-03-29 19:25:50.812062
350,Unincorporated - West Rancho Dominguez,0.0,2020-03-29 19:25:50.812062
351,Unincorporated - West Whittier/Los Nietos,0.0,2020-03-29 19:25:50.812062
352,Unincorporated - Westfield/Academy Hills,0.0,2020-03-29 19:25:50.812062
353,Unincorporated - Westhills,0.0,2020-03-29 19:25:50.812062
354,Unincorporated - White Fence Farms,0.0,2020-03-29 19:25:50.812062
355,Unincorporated - Whittier,0.0,2020-03-29 19:25:50.812062
356,Unincorporated - Willowbrook,1.0,2020-03-29 19:25:50.812062
357,Unincorporated - Wiseburn,,2020-03-29 19:25:50.812062
358,- Under Investigation,184.0,2020-03-29 19:25:50.812062
