,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),20976.0,,2020-04-28 14:25:46.849676
1,- Los Angeles County (excl. LB and Pas),20032.0,,2020-04-28 14:25:46.849676
2,- Long Beach,582.0,,2020-04-28 14:25:46.849676
3,- Pasadena,362.0,,2020-04-28 14:25:46.849676
5,Deaths,1000.0,,2020-04-28 14:25:46.849676
6,- Los Angeles County (excl. LB and Pas),935.0,,2020-04-28 14:25:46.849676
7,- Long Beach,31.0,,2020-04-28 14:25:46.849676
8,- Pasadena,34.0,,2020-04-28 14:25:46.849676
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-28 14:25:46.849676
12,0 to 17,463.0,,2020-04-28 14:25:46.849676
13,18 to 40,6542.0,,2020-04-28 14:25:46.849676
14,41 to 65,8604.0,,2020-04-28 14:25:46.849676
15,Over 65,4377.0,,2020-04-28 14:25:46.849676
16,Under Investigation,46.0,,2020-04-28 14:25:46.849676
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-28 14:25:46.849676
18,Female,9996.0,,2020-04-28 14:25:46.849676
19,Male,9868.0,,2020-04-28 14:25:46.849676
20,Other,5.0,,2020-04-28 14:25:46.849676
21,Under Investigation,163.0,,2020-04-28 14:25:46.849676
23,Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-28 14:25:46.849676
24,Asian,1269.0,,2020-04-28 14:25:46.849676
25,Black,904.0,,2020-04-28 14:25:46.849676
26,Hispanic/Latino,5155.0,,2020-04-28 14:25:46.849676
27,White,2581.0,,2020-04-28 14:25:46.849676
28,Other,990.0,,2020-04-28 14:25:46.849676
29,Under Investigation,8949.0,,2020-04-28 14:25:46.849676
31,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-28 14:25:46.849676
32,Hospitalized (Ever),4507.0,,2020-04-28 14:25:46.849676
35,Deaths Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-28 14:25:46.849676
36,Asian,167.0,,2020-04-28 14:25:46.849676
37,Black,124.0,,2020-04-28 14:25:46.849676
38,Hispanic/Latino,343.0,,2020-04-28 14:25:46.849676
39,White,265.0,,2020-04-28 14:25:46.849676
40,Other,8.0,,2020-04-28 14:25:46.849676
41,Under Investigation,17.0,,2020-04-28 14:25:46.849676
43,CITY/COMMUNITY,,,2020-04-28 14:25:46.849676
44,City of Agoura Hills,30.0,143.66,2020-04-28 14:25:46.849676
45,City of Alhambra,82.0,94.55,2020-04-28 14:25:46.849676
46,City of Arcadia,37.0,64.06,2020-04-28 14:25:46.849676
47,City of Artesia,13.0,77.4,2020-04-28 14:25:46.849676
48,City of Avalon,0.0,0.0,2020-04-28 14:25:46.849676
49,City of Azusa,61.0,121.9,2020-04-28 14:25:46.849676
