,location,cases,Rate**,date
34,City of Baldwin Park,41.0,53.41,2020-04-19 15:20:35.702113
35,City of Bell,80.0,220.19,2020-04-19 15:20:35.702113
36,City of Bell Gardens,54.0,125.37,2020-04-19 15:20:35.702113
37,City of Bellflower,66.0,84.9,2020-04-19 15:20:35.702113
38,City of Beverly Hills,80.0,231.75,2020-04-19 15:20:35.702113
39,City of Bradbury,,--,2020-04-19 15:20:35.702113
40,City of Burbank,134.0,125.02,2020-04-19 15:20:35.702113
41,City of Calabasas,25.0,102.78,2020-04-19 15:20:35.702113
42,City of Carson,151.0,160.9,2020-04-19 15:20:35.702113
43,City of Cerritos,38.0,75.9,2020-04-19 15:20:35.702113
44,City of Claremont,15.0,41.11,2020-04-19 15:20:35.702113
45,City of Commerce,6.0,45.91,2020-04-19 15:20:35.702113
46,City of Compton,91.0,91.09,2020-04-19 15:20:35.702113
47,City of Covina,58.0,118.29,2020-04-19 15:20:35.702113
48,City of Cudahy,27.0,110.9,2020-04-19 15:20:35.702113
49,City of Culver City,38.0,95.32,2020-04-19 15:20:35.702113
50,City of Diamond Bar,23.0,39.99,2020-04-19 15:20:35.702113
51,City of Downey,126.0,110.27,2020-04-19 15:20:35.702113
52,City of Duarte,30.0,136.26,2020-04-19 15:20:35.702113
53,City of El Monte,52.0,44.34,2020-04-19 15:20:35.702113
54,City of El Segundo,14.0,83.4,2020-04-19 15:20:35.702113
55,City of Gardena,102.0,166.37,2020-04-19 15:20:35.702113
56,City of Glendale,332.0,160.78,2020-04-19 15:20:35.702113
57,City of Glendora,31.0,58.75,2020-04-19 15:20:35.702113
58,City of Hawaiian Gardens,6.0,40.88,2020-04-19 15:20:35.702113
59,City of Hawthorne,94.0,105.87,2020-04-19 15:20:35.702113
60,City of Hermosa Beach,19.0,96.59,2020-04-19 15:20:35.702113
61,City of Hidden Hills,0.0,0,2020-04-19 15:20:35.702113
62,City of Huntington Park,58.0,97.51,2020-04-19 15:20:35.702113
63,City of Industry,,--,2020-04-19 15:20:35.702113
64,City of Inglewood,157.0,138.23,2020-04-19 15:20:35.702113
65,City of Irwindale,,--,2020-04-19 15:20:35.702113
66,City of La Canada Flintridge,26.0,125.65,2020-04-19 15:20:35.702113
67,City of La Habra Heights,,--,2020-04-19 15:20:35.702113
68,City of La Mirada,32.0,64.52,2020-04-19 15:20:35.702113
69,City of La Puente,22.0,54.06,2020-04-19 15:20:35.702113
70,City of La Verne,11.0,33.05,2020-04-19 15:20:35.702113
71,City of Lakewood,48.0,59.73,2020-04-19 15:20:35.702113
72,City of Lancaster,120.0,74.27,2020-04-19 15:20:35.702113
73,City of Lawndale,36.0,107.1,2020-04-19 15:20:35.702113
74,City of Lomita,27.0,130.25,2020-04-19 15:20:35.702113
75,City of Lynwood,101.0,140.19,2020-04-19 15:20:35.702113
76,City of Malibu,23.0,177.46,2020-04-19 15:20:35.702113
77,City of Manhattan Beach,58.0,161.12,2020-04-19 15:20:35.702113
78,City of Maywood,36.0,128.35,2020-04-19 15:20:35.702113
79,City of Monrovia,20.0,51.55,2020-04-19 15:20:35.702113
80,City of Montebello,73.0,113.4,2020-04-19 15:20:35.702113
