,location,cases,date
76,City of Monterey Park,4.0,2020-03-27 15:54:01.964592
77,City of Norwalk,9.0,2020-03-27 15:54:01.964592
78,City of Palmdale,4.0,2020-03-27 15:54:01.964592
79,City of Palos Verdes Estates,12.0,2020-03-27 15:54:01.964592
80,City of Paramount,5.0,2020-03-27 15:54:01.964592
81,City of Pasadena,0.0,2020-03-27 15:54:01.964592
82,City of Pico Rivera,2.0,2020-03-27 15:54:01.964592
83,City of Pomona,4.0,2020-03-27 15:54:01.964592
84,City of Rancho Palos Verdes,7.0,2020-03-27 15:54:01.964592
85,City of Redondo Beach,23.0,2020-03-27 15:54:01.964592
86,City of Rolling Hills,0.0,2020-03-27 15:54:01.964592
87,City of Rolling Hills Estates,,2020-03-27 15:54:01.964592
88,City of Rosemead,0.0,2020-03-27 15:54:01.964592
89,City of San Dimas,1.0,2020-03-27 15:54:01.964592
90,City of San Fernando,0.0,2020-03-27 15:54:01.964592
91,City of San Gabriel,5.0,2020-03-27 15:54:01.964592
92,City of San Marino,,2020-03-27 15:54:01.964592
93,City of Santa Clarita,24.0,2020-03-27 15:54:01.964592
94,City of Santa Fe Springs,0.0,2020-03-27 15:54:01.964592
95,City of Santa Monica,28.0,2020-03-27 15:54:01.964592
96,City of Sierra Madre,0.0,2020-03-27 15:54:01.964592
97,City of Signal Hill,,2020-03-27 15:54:01.964592
98,City of South El Monte,0.0,2020-03-27 15:54:01.964592
99,City of South Gate,4.0,2020-03-27 15:54:01.964592
100,City of South Pasadena,3.0,2020-03-27 15:54:01.964592
101,City of Temple City,0.0,2020-03-27 15:54:01.964592
102,City of Torrance,21.0,2020-03-27 15:54:01.964592
103,City of Vernon,0.0,2020-03-27 15:54:01.964592
104,City of Walnut,1.0,2020-03-27 15:54:01.964592
105,City of West Covina,5.0,2020-03-27 15:54:01.964592
106,City of West Hollywood,42.0,2020-03-27 15:54:01.964592
107,City of Westlake Village,0.0,2020-03-27 15:54:01.964592
108,City of Whittier,4.0,2020-03-27 15:54:01.964592
109,Los Angeles - Adams-Normandie,,2020-03-27 15:54:01.964592
110,Los Angeles - Alsace,,2020-03-27 15:54:01.964592
111,Los Angeles - Angelino Heights,0.0,2020-03-27 15:54:01.964592
112,Los Angeles - Arleta,2.0,2020-03-27 15:54:01.964592
113,Los Angeles - Atwater Village,0.0,2020-03-27 15:54:01.964592
114,Los Angeles - Baldwin Hills,5.0,2020-03-27 15:54:01.964592
115,Los Angeles - Bel Air,6.0,2020-03-27 15:54:01.964592
116,Los Angeles - Beverly Crest,14.0,2020-03-27 15:54:01.964592
117,Los Angeles - Beverlywood,8.0,2020-03-27 15:54:01.964592
118,Los Angeles - Boyle Heights,8.0,2020-03-27 15:54:01.964592
119,Los Angeles - Brentwood,30.0,2020-03-27 15:54:01.964592
120,Los Angeles - Brookside,0.0,2020-03-27 15:54:01.964592
121,Los Angeles - Cadillac-Corning,0.0,2020-03-27 15:54:01.964592
122,Los Angeles - Canoga Park,2.0,2020-03-27 15:54:01.964592
123,Los Angeles - Carthay,7.0,2020-03-27 15:54:01.964592
124,Los Angeles - Central,2.0,2020-03-27 15:54:01.964592
125,Los Angeles - Century City,6.0,2020-03-27 15:54:01.964592
126,Los Angeles - Century Palms/Cove,3.0,2020-03-27 15:54:01.964592
127,Los Angeles - Chatsworth,3.0,2020-03-27 15:54:01.964592
128,Los Angeles - Cheviot Hills,,2020-03-27 15:54:01.964592
129,Los Angeles - Chinatown,0.0,2020-03-27 15:54:01.964592
130,Los Angeles - Cloverdale/Cochran,,2020-03-27 15:54:01.964592
131,Los Angeles - Country Club Park,,2020-03-27 15:54:01.964592
132,Los Angeles - Crenshaw District,,2020-03-27 15:54:01.964592
133,Los Angeles - Crestview,7.0,2020-03-27 15:54:01.964592
134,Los Angeles - Del Rey,9.0,2020-03-27 15:54:01.964592
135,Los Angeles - Downtown,8.0,2020-03-27 15:54:01.964592
136,Los Angeles - Eagle Rock,4.0,2020-03-27 15:54:01.964592
137,Los Angeles - East Hollywood,3.0,2020-03-27 15:54:01.964592
138,Los Angeles - Echo Park,,2020-03-27 15:54:01.964592
139,Los Angeles - El Sereno,0.0,2020-03-27 15:54:01.964592
140,Los Angeles - Elysian Park,,2020-03-27 15:54:01.964592
141,Los Angeles - Elysian Valley,,2020-03-27 15:54:01.964592
142,Los Angeles - Encino,23.0,2020-03-27 15:54:01.964592
143,Los Angeles - Exposition,0.0,2020-03-27 15:54:01.964592
144,Los Angeles - Exposition Park,2.0,2020-03-27 15:54:01.964592
145,Los Angeles - Faircrest Heights,0.0,2020-03-27 15:54:01.964592
146,Los Angeles - Figueroa Park Square,0.0,2020-03-27 15:54:01.964592
147,Los Angeles - Florence-Firestone,3.0,2020-03-27 15:54:01.964592
148,Los Angeles - Glassell Park,4.0,2020-03-27 15:54:01.964592
149,Los Angeles - Gramercy Place,,2020-03-27 15:54:01.964592
150,Los Angeles - Granada Hills,8.0,2020-03-27 15:54:01.964592
151,Los Angeles - Green Meadows,,2020-03-27 15:54:01.964592
152,Los Angeles - Hancock Park,14.0,2020-03-27 15:54:01.964592
153,Los Angeles - Harbor City,1.0,2020-03-27 15:54:01.964592
154,Los Angeles - Harbor Gateway,4.0,2020-03-27 15:54:01.964592
155,Los Angeles - Harbor Pines,0.0,2020-03-27 15:54:01.964592
156,Los Angeles - Harvard Heights,,2020-03-27 15:54:01.964592
157,Los Angeles - Harvard Park,1.0,2020-03-27 15:54:01.964592
158,Los Angeles - Highland Park,5.0,2020-03-27 15:54:01.964592
159,Los Angeles - Historic Filipinotown,0.0,2020-03-27 15:54:01.964592
160,Los Angeles - Hollywood,30.0,2020-03-27 15:54:01.964592
161,Los Angeles - Hollywood Hills,19.0,2020-03-27 15:54:01.964592
162,Los Angeles - Hyde Park,2.0,2020-03-27 15:54:01.964592
163,Los Angeles - Jefferson Park,0.0,2020-03-27 15:54:01.964592
164,Los Angeles - Koreatown,7.0,2020-03-27 15:54:01.964592
165,Los Angeles - Lafayette Square,,2020-03-27 15:54:01.964592
166,Los Angeles - Lake Balboa,3.0,2020-03-27 15:54:01.964592
167,Los Angeles - Lakeview Terrace,,2020-03-27 15:54:01.964592
168,Los Angeles - Leimert Park,,2020-03-27 15:54:01.964592
169,Los Angeles - Lincoln Heights,1.0,2020-03-27 15:54:01.964592
170,Los Angeles - Little Armenia,0.0,2020-03-27 15:54:01.964592
171,Los Angeles - Little Bangladesh,2.0,2020-03-27 15:54:01.964592
172,Los Angeles - Little Tokyo,0.0,2020-03-27 15:54:01.964592
173,Los Angeles - Longwood,0.0,2020-03-27 15:54:01.964592
174,Los Angeles - Los Feliz,6.0,2020-03-27 15:54:01.964592
175,Los Angeles - Manchester Square,,2020-03-27 15:54:01.964592
176,Los Angeles - Mandeville Canyon,,2020-03-27 15:54:01.964592
177,Los Angeles - Mar Vista,8.0,2020-03-27 15:54:01.964592
178,Los Angeles - Marina Peninsula,,2020-03-27 15:54:01.964592
179,Los Angeles - Melrose,49.0,2020-03-27 15:54:01.964592
180,Los Angeles - Mid-city,8.0,2020-03-27 15:54:01.964592
181,Los Angeles - Miracle Mile,7.0,2020-03-27 15:54:01.964592
182,Los Angeles - Mission Hills,,2020-03-27 15:54:01.964592
183,Los Angeles - Mt. Washington,,2020-03-27 15:54:01.964592
184,Los Angeles - North Hills,1.0,2020-03-27 15:54:01.964592
185,Los Angeles - North Hollywood,18.0,2020-03-27 15:54:01.964592
186,Los Angeles - Northridge,7.0,2020-03-27 15:54:01.964592
187,Los Angeles - Pacific Palisades,10.0,2020-03-27 15:54:01.964592
188,Los Angeles - Pacoima,2.0,2020-03-27 15:54:01.964592
189,Los Angeles - Palisades Highlands,0.0,2020-03-27 15:54:01.964592
190,Los Angeles - Palms,12.0,2020-03-27 15:54:01.964592
191,Los Angeles - Panorama City,4.0,2020-03-27 15:54:01.964592
192,Los Angeles - Park La Brea,,2020-03-27 15:54:01.964592
193,Los Angeles - Pico-Union,5.0,2020-03-27 15:54:01.964592
194,Los Angeles - Playa Del Rey,,2020-03-27 15:54:01.964592
195,Los Angeles - Playa Vista,5.0,2020-03-27 15:54:01.964592
196,Los Angeles - Porter Ranch,2.0,2020-03-27 15:54:01.964592
197,Los Angeles - Rancho Park,,2020-03-27 15:54:01.964592
198,Los Angeles - Regent Square,0.0,2020-03-27 15:54:01.964592
199,Los Angeles - Reseda,8.0,2020-03-27 15:54:01.964592
200,Los Angeles - Reseda Ranch,,2020-03-27 15:54:01.964592
201,Los Angeles - Reynier Village,,2020-03-27 15:54:01.964592
202,Los Angeles - San Pedro,8.0,2020-03-27 15:54:01.964592
203,Los Angeles - Shadow Hills,,2020-03-27 15:54:01.964592
204,Los Angeles - Sherman Oaks,21.0,2020-03-27 15:54:01.964592
205,Los Angeles - Silverlake,12.0,2020-03-27 15:54:01.964592
206,Los Angeles - South Carthay,5.0,2020-03-27 15:54:01.964592
207,Los Angeles - South Park,3.0,2020-03-27 15:54:01.964592
208,Los Angeles - St Elmo Village,0.0,2020-03-27 15:54:01.964592
209,Los Angeles - Studio City,10.0,2020-03-27 15:54:01.964592
210,Los Angeles - Sun Valley,3.0,2020-03-27 15:54:01.964592
211,Los Angeles - Sunland,0.0,2020-03-27 15:54:01.964592
212,Los Angeles - Sycamore Square,0.0,2020-03-27 15:54:01.964592
213,Los Angeles - Sylmar,4.0,2020-03-27 15:54:01.964592
214,Los Angeles - Tarzana,17.0,2020-03-27 15:54:01.964592
215,Los Angeles - Temple-Beaudry,5.0,2020-03-27 15:54:01.964592
216,Los Angeles - Thai Town,,2020-03-27 15:54:01.964592
217,Los Angeles - Toluca Lake,,2020-03-27 15:54:01.964592
218,Los Angeles - Toluca Terrace,0.0,2020-03-27 15:54:01.964592
219,Los Angeles - Toluca Woods,0.0,2020-03-27 15:54:01.964592
220,Los Angeles - Tujunga,2.0,2020-03-27 15:54:01.964592
221,Los Angeles - University Hills,0.0,2020-03-27 15:54:01.964592
222,Los Angeles - University Park,4.0,2020-03-27 15:54:01.964592
223,Los Angeles - Valley Glen,2.0,2020-03-27 15:54:01.964592
224,Los Angeles - Valley Village,13.0,2020-03-27 15:54:01.964592
225,Los Angeles - Van Nuys,4.0,2020-03-27 15:54:01.964592
226,Los Angeles - Venice,11.0,2020-03-27 15:54:01.964592
227,Los Angeles - Vermont Knolls,,2020-03-27 15:54:01.964592
228,Los Angeles - Vermont Square,,2020-03-27 15:54:01.964592
229,Los Angeles - Vermont Vista,2.0,2020-03-27 15:54:01.964592
230,Los Angeles - Vernon Central,3.0,2020-03-27 15:54:01.964592
231,Los Angeles - Victoria Park,,2020-03-27 15:54:01.964592
232,Los Angeles - View Heights,0.0,2020-03-27 15:54:01.964592
233,Los Angeles - Watts,1.0,2020-03-27 15:54:01.964592
234,Los Angeles - Wellington Square,0.0,2020-03-27 15:54:01.964592
235,Los Angeles - West Adams,6.0,2020-03-27 15:54:01.964592
236,Los Angeles - West Hills,5.0,2020-03-27 15:54:01.964592
237,Los Angeles - West Los Angeles,9.0,2020-03-27 15:54:01.964592
238,Los Angeles - West Vernon,6.0,2020-03-27 15:54:01.964592
239,Los Angeles - Westchester,8.0,2020-03-27 15:54:01.964592
240,Los Angeles - Westlake,1.0,2020-03-27 15:54:01.964592
241,Los Angeles - Westwood,16.0,2020-03-27 15:54:01.964592
242,Los Angeles - Wholesale District,8.0,2020-03-27 15:54:01.964592
243,Los Angeles - Wilmington,5.0,2020-03-27 15:54:01.964592
244,Los Angeles - Wilshire Center,4.0,2020-03-27 15:54:01.964592
245,Los Angeles - Winnetka,3.0,2020-03-27 15:54:01.964592
246,Los Angeles - Woodland Hills,14.0,2020-03-27 15:54:01.964592
247,Unincorporated - Acton,0.0,2020-03-27 15:54:01.964592
248,Unincorporated - Agua Dulce,0.0,2020-03-27 15:54:01.964592
249,Unincorporated - Altadena,9.0,2020-03-27 15:54:01.964592
250,Unincorporated - Anaverde,0.0,2020-03-27 15:54:01.964592
251,Unincorporated - Angeles National Forest,0.0,2020-03-27 15:54:01.964592
252,Unincorporated - Arcadia,0.0,2020-03-27 15:54:01.964592
253,Unincorporated - Athens Village,0.0,2020-03-27 15:54:01.964592
254,Unincorporated - Athens-Westmont,5.0,2020-03-27 15:54:01.964592
255,Unincorporated - Avocado Heights,0.0,2020-03-27 15:54:01.964592
256,Unincorporated - Azusa,0.0,2020-03-27 15:54:01.964592
257,Unincorporated - Bassett,0.0,2020-03-27 15:54:01.964592
258,Unincorporated - Bouquet Canyon,0.0,2020-03-27 15:54:01.964592
259,Unincorporated - Bradbury,0.0,2020-03-27 15:54:01.964592
260,Unincorporated - Canyon Country,,2020-03-27 15:54:01.964592
261,Unincorporated - Castaic,3.0,2020-03-27 15:54:01.964592
262,Unincorporated - Cerritos,0.0,2020-03-27 15:54:01.964592
263,Unincorporated - Claremont,0.0,2020-03-27 15:54:01.964592
264,Unincorporated - Covina,,2020-03-27 15:54:01.964592
265,Unincorporated - Covina (Charter Oak),0.0,2020-03-27 15:54:01.964592
266,Unincorporated - Del Aire,0.0,2020-03-27 15:54:01.964592
267,Unincorporated - Del Rey,0.0,2020-03-27 15:54:01.964592
268,Unincorporated - Del Sur,0.0,2020-03-27 15:54:01.964592
269,Unincorporated - Desert View Highlands,0.0,2020-03-27 15:54:01.964592
270,Unincorporated - Duarte,0.0,2020-03-27 15:54:01.964592
271,Unincorporated - East Covina,0.0,2020-03-27 15:54:01.964592
272,Unincorporated - East La Mirada,0.0,2020-03-27 15:54:01.964592
273,Unincorporated - East Lancaster,0.0,2020-03-27 15:54:01.964592
274,Unincorporated - East Los Angeles,6.0,2020-03-27 15:54:01.964592
275,Unincorporated - East Pasadena,0.0,2020-03-27 15:54:01.964592
276,Unincorporated - East Rancho Dominguez,0.0,2020-03-27 15:54:01.964592
277,Unincorporated - East Whittier,,2020-03-27 15:54:01.964592
278,Unincorporated - El Camino Village,0.0,2020-03-27 15:54:01.964592
279,Unincorporated - El Monte,0.0,2020-03-27 15:54:01.964592
280,Unincorporated - Elizabeth Lake,0.0,2020-03-27 15:54:01.964592
281,Unincorporated - Florence-Firestone,0.0,2020-03-27 15:54:01.964592
282,Unincorporated - Glendora,0.0,2020-03-27 15:54:01.964592
283,Unincorporated - Hacienda Heights,2.0,2020-03-27 15:54:01.964592
284,Unincorporated - Hawthorne,,2020-03-27 15:54:01.964592
285,Unincorporated - Hi Vista,0.0,2020-03-27 15:54:01.964592
286,Unincorporated - Kagel/Lopez Canyons,0.0,2020-03-27 15:54:01.964592
287,Unincorporated - La Crescenta-Montrose,0.0,2020-03-27 15:54:01.964592
288,Unincorporated - La Habra Heights,,2020-03-27 15:54:01.964592
289,Unincorporated - La Rambla,,2020-03-27 15:54:01.964592
290,Unincorporated - La Verne,,2020-03-27 15:54:01.964592
291,Unincorporated - Ladera Heights,0.0,2020-03-27 15:54:01.964592
292,Unincorporated - Lake Hughes,0.0,2020-03-27 15:54:01.964592
293,Unincorporated - Lake Los Angeles,0.0,2020-03-27 15:54:01.964592
294,Unincorporated - Lake Manor,0.0,2020-03-27 15:54:01.964592
295,Unincorporated - Lakewood,0.0,2020-03-27 15:54:01.964592
296,Unincorporated - Lennox,,2020-03-27 15:54:01.964592
297,Unincorporated - Leona Valley,0.0,2020-03-27 15:54:01.964592
298,Unincorporated - Littlerock,0.0,2020-03-27 15:54:01.964592
299,Unincorporated - Littlerock/Juniper Hills,0.0,2020-03-27 15:54:01.964592
300,Unincorporated - Littlerock/Pearblossom,0.0,2020-03-27 15:54:01.964592
301,Unincorporated - Llano,0.0,2020-03-27 15:54:01.964592
302,Unincorporated - Long Beach,0.0,2020-03-27 15:54:01.964592
303,Unincorporated - Marina del Rey,,2020-03-27 15:54:01.964592
304,Unincorporated - Monrovia,,2020-03-27 15:54:01.964592
305,Unincorporated - Newhall,0.0,2020-03-27 15:54:01.964592
306,Unincorporated - North Lancaster,0.0,2020-03-27 15:54:01.964592
307,Unincorporated - North Whittier,0.0,2020-03-27 15:54:01.964592
308,Unincorporated - Northeast San Gabriel,0.0,2020-03-27 15:54:01.964592
309,Unincorporated - Padua Hills,0.0,2020-03-27 15:54:01.964592
310,Unincorporated - Palmdale,0.0,2020-03-27 15:54:01.964592
311,Unincorporated - Palos Verdes Peninsula,0.0,2020-03-27 15:54:01.964592
312,Unincorporated - Pearblossom/Llano,0.0,2020-03-27 15:54:01.964592
313,Unincorporated - Pellissier Village,0.0,2020-03-27 15:54:01.964592
314,Unincorporated - Placerita Canyon,0.0,2020-03-27 15:54:01.964592
315,Unincorporated - Pomona,0.0,2020-03-27 15:54:01.964592
316,Unincorporated - Quartz Hill,0.0,2020-03-27 15:54:01.964592
317,Unincorporated - Rancho Dominguez,0.0,2020-03-27 15:54:01.964592
318,Unincorporated - Roosevelt,0.0,2020-03-27 15:54:01.964592
319,Unincorporated - Rosewood,0.0,2020-03-27 15:54:01.964592
320,Unincorporated - Rosewood/East Gardena,0.0,2020-03-27 15:54:01.964592
321,Unincorporated - Rosewood/West Rancho Dominguez,0.0,2020-03-27 15:54:01.964592
322,Unincorporated - Rowland Heights,1.0,2020-03-27 15:54:01.964592
323,Unincorporated - San Jose Hills,0.0,2020-03-27 15:54:01.964592
324,Unincorporated - San Pasqual,0.0,2020-03-27 15:54:01.964592
325,Unincorporated - Sand Canyon,0.0,2020-03-27 15:54:01.964592
326,Unincorporated - Santa Catalina Island,0.0,2020-03-27 15:54:01.964592
327,Unincorporated - Santa Monica Mountains,0.0,2020-03-27 15:54:01.964592
328,Unincorporated - Saugus,0.0,2020-03-27 15:54:01.964592
329,Unincorporated - Saugus/Canyon Country,0.0,2020-03-27 15:54:01.964592
330,Unincorporated - South Antelope Valley,0.0,2020-03-27 15:54:01.964592
331,Unincorporated - South El Monte,0.0,2020-03-27 15:54:01.964592
332,Unincorporated - South San Gabriel,0.0,2020-03-27 15:54:01.964592
333,Unincorporated - South Whittier,3.0,2020-03-27 15:54:01.964592
334,Unincorporated - Southeast Antelope Valley,0.0,2020-03-27 15:54:01.964592
335,Unincorporated - Stevenson Ranch,,2020-03-27 15:54:01.964592
336,Unincorporated - Sun Village,0.0,2020-03-27 15:54:01.964592
337,Unincorporated - Sunrise Village,0.0,2020-03-27 15:54:01.964592
338,Unincorporated - Twin Lakes/Oat Mountain,0.0,2020-03-27 15:54:01.964592
339,Unincorporated - Val Verde,0.0,2020-03-27 15:54:01.964592
340,Unincorporated - Valencia,,2020-03-27 15:54:01.964592
341,Unincorporated - Valinda,,2020-03-27 15:54:01.964592
342,Unincorporated - View Park/Windsor Hills,0.0,2020-03-27 15:54:01.964592
343,Unincorporated - Walnut Park,0.0,2020-03-27 15:54:01.964592
344,Unincorporated - West Antelope Valley,0.0,2020-03-27 15:54:01.964592
345,Unincorporated - West Carson,5.0,2020-03-27 15:54:01.964592
346,Unincorporated - West LA,,2020-03-27 15:54:01.964592
347,Unincorporated - West Puente Valley,0.0,2020-03-27 15:54:01.964592
348,Unincorporated - West Rancho Dominguez,0.0,2020-03-27 15:54:01.964592
349,Unincorporated - West Whittier/Los Nietos,0.0,2020-03-27 15:54:01.964592
350,Unincorporated - Westfield/Academy Hills,0.0,2020-03-27 15:54:01.964592
351,Unincorporated - Westhills,0.0,2020-03-27 15:54:01.964592
352,Unincorporated - White Fence Farms,0.0,2020-03-27 15:54:01.964592
353,Unincorporated - Whittier,0.0,2020-03-27 15:54:01.964592
354,Unincorporated - Willowbrook,1.0,2020-03-27 15:54:01.964592
355,Unincorporated - Wiseburn,,2020-03-27 15:54:01.964592
356,- Under Investigation,143.0,2020-03-27 15:54:01.964592
