,Locations,Total Cases,Rate**
180,Los Angeles - Historic Filipinotown,38,273.97
181,Los Angeles - Hollywood,166,243.21
182,Los Angeles - Hollywood Hills,55,186.86
183,Los Angeles - Hyde Park,39,136.65
184,Los Angeles - Jefferson Park,6,74.32
185,Los Angeles - Koreatown,104,201.19
186,Los Angeles - Lafayette Square,9,197.41
187,Los Angeles - Lake Balboa,54,127.94
188,Los Angeles - Lakeview Terrace,40,304.58
189,Los Angeles - Leimert Park,26,170.66
190,Los Angeles - Lincoln Heights,44,134.98
191,Los Angeles - Little Armenia,74,922.12
192,Los Angeles - Little Bangladesh,58,204.64
193,Los Angeles - Little Tokyo,--,--
194,Los Angeles - Longwood,9,209.11
195,Los Angeles - Los Feliz,30,138.84
196,Los Angeles - Manchester Square,9,105.44
197,Los Angeles - Mandeville Canyon,--,--
198,Los Angeles - Mar Vista,46,108.31
199,Los Angeles - Marina Peninsula,9,206.42
200,Los Angeles - Melrose,281,361.67
201,Los Angeles - Mid-city,34,226.21
202,Los Angeles - Miracle Mile,32,177.93
203,Los Angeles - Mission Hills,49,203.12
204,Los Angeles - Mt. Washington,31,128.39
205,Los Angeles - North Hills,101,164.03
206,Los Angeles - North Hollywood,226,149.25
207,Los Angeles - Northridge,109,156.17
208,Los Angeles - Pacific Palisades,33,155
209,Los Angeles - Pacoima,151,196.16
210,Los Angeles - Palisades Highlands,--,--
211,Los Angeles - Palms,85,193.72
212,Los Angeles - Panorama City,166,220.6
213,Los Angeles - Park La Brea,11,81
214,Los Angeles - Pico-Union,133,317.86
215,Los Angeles - Playa Del Rey,--,--
216,Los Angeles - Playa Vista,16,146.16
217,Los Angeles - Porter Ranch,46,129.26
218,Los Angeles - Rancho Park,10,152.44
219,Los Angeles - Regent Square,--,--
220,Los Angeles - Reseda,143,186.64
221,Los Angeles - Reseda Ranch,13,280.41
222,Los Angeles - Reynier Village,6,141.91
223,Los Angeles - San Pedro,104,133.27
224,Los Angeles - Shadow Hills,11,247.64
225,Los Angeles - Sherman Oaks,102,116.9
226,Los Angeles - Silverlake,97,220.04
227,Los Angeles - South Carthay,22,207.65
228,Los Angeles - South Park,80,210.74
229,Los Angeles - St Elmo Village,6,130.89
230,Los Angeles - Studio City,27,120.32
231,Los Angeles - Sun Valley,77,146.71
232,Los Angeles - Sunland,52,254.8
233,Los Angeles - Sycamore Square,0,0
234,Los Angeles - Sylmar,220,267
235,Los Angeles - Tarzana,65,210.52
236,Los Angeles - Temple-Beaudry,112,283.67
237,Los Angeles - Thai Town,12,122.34
238,Los Angeles - Toluca Lake,9,103.4
239,Los Angeles - Toluca Terrace,--,--
240,Los Angeles - Toluca Woods,--,--
241,Los Angeles - Tujunga,42,151.02
242,Los Angeles - University Hills,--,--
243,Los Angeles - University Park,45,163.9
244,Los Angeles - Valley Glen,61,203.22
245,Los Angeles - Valley Village,66,266.99
246,Los Angeles - Van Nuys,191,204.95
247,Los Angeles - Venice,41,121
248,Los Angeles - Vermont Knolls,36,209.3
249,Los Angeles - Vermont Square,29,378.74
250,Los Angeles - Vermont Vista,70,169.96
251,Los Angeles - Vernon Central,112,215.39
252,Los Angeles - Victoria Park,28,333.37
253,Los Angeles - View Heights,7,189.5
254,Los Angeles - Watts,62,145.29
255,Los Angeles - Wellington Square,6,122.08
256,Los Angeles - West Adams,78,282.3
257,Los Angeles - West Hills,38,93.72
258,Los Angeles - West Los Angeles,49,130.19
259,Los Angeles - West Vernon,133,247.93
260,Los Angeles - Westchester,54,104.65
261,Los Angeles - Westlake,164,276.3
262,Los Angeles - Westwood,42,77.62
263,Los Angeles - Wholesale District,58,160.54
264,Los Angeles - Wilmington,61,107.99
265,Los Angeles - Wilshire Center,79,157.46
266,Los Angeles - Winnetka,95,183.45
267,Los Angeles - Woodland Hills,96,141.06
268,Unincorporated - Acton,8,100.36
269,Unincorporated - Agua Dulce,--,--
270,Unincorporated - Altadena,54,123.8
271,Unincorporated - Anaverde,--,--
272,Unincorporated - Angeles National Forest,--,--
273,Unincorporated - Arcadia,--,--
274,Unincorporated - Athens-Westmont,64,150.79
275,Unincorporated - Athens Village,12,245.05
276,Unincorporated - Avocado Heights,7,103.32
277,Unincorporated - Azusa,10,62.8
278,Unincorporated - Bandini Islands,0,0
279,Unincorporated - Bassett,22,148.48
280,Unincorporated - Bouquet Canyon,0,0
281,Unincorporated - Bradbury,0,0
282,Unincorporated - Canyon Country,21,271.74
283,Unincorporated - Castaic,16,58.84
284,Unincorporated - Cerritos,0,0
285,Unincorporated - Charter Oak,0,0
286,Unincorporated - Claremont,0,0
287,Unincorporated - Covina,18,107.02
288,Unincorporated - Covina (Charter Oak),12,91.3
289,Unincorporated - Del Aire,6,136.58
290,Unincorporated - Del Rey,0,0
291,Unincorporated - Del Sur,--,--
292,Unincorporated - Desert View Highlands,--,--
293,Unincorporated - Duarte,5,112.92
294,Unincorporated - East Covina,0,0
295,Unincorporated - East La Mirada,6,113.38
296,Unincorporated - East Lancaster,0,0
297,Unincorporated - East Los Angeles,227,181.21
298,Unincorporated - East Pasadena,0,0
299,Unincorporated - East Rancho Dominguez,15,97.99
300,Unincorporated - East Whittier,--,--
301,Unincorporated - El Camino Village,--,--
302,Unincorporated - El Monte,0,0
303,Unincorporated - Elizabeth Lake,0,0
304,Unincorporated - Florence-Firestone,126,194.73
305,Unincorporated - Franklin Canyon,0,0
306,Unincorporated - Glendora,0,0
307,Unincorporated - Hacienda Heights,43,76.89
308,Unincorporated - Harbor Gateway,0,0
309,Unincorporated - Hawthorne,--,--
310,Unincorporated - Hi Vista,0,0
311,Unincorporated - Kagel/Lopez Canyons,--,--
312,Unincorporated - La Crescenta-Montrose,13,65.65
313,Unincorporated - La Habra Heights,0,0
314,Unincorporated - La Rambla,6,289.16
315,Unincorporated - La Verne,--,--
316,Unincorporated - Ladera Heights,16,226.28
317,Unincorporated - Lake Hughes,0,0
318,Unincorporated - Lake Los Angeles,13,100.05
319,Unincorporated - Lake Manor,--,--
320,Unincorporated - Lakewood,0,0
321,Unincorporated - Lennox,31,137.52
322,Unincorporated - Leona Valley,--,--
323,Unincorporated - Littlerock,--,--
324,Unincorporated - Littlerock/Juniper Hills,--,--
325,Unincorporated - Littlerock/Pearblossom,--,--
326,Unincorporated - Llano,--,--
327,Unincorporated - Lynwood,0,0
328,Unincorporated - Marina del Rey,9,95.63
329,Unincorporated - Miracle Mile,0,0
330,Unincorporated - Monrovia,5,128.83
331,Unincorporated - Newhall,0,0
332,Unincorporated - North Lancaster,0,0
333,Unincorporated - North Whittier,6,71.77
334,Unincorporated - Northeast San Gabriel,10,41.6
335,Unincorporated - Palmdale,--,--
336,Unincorporated - Palos Verdes Peninsula,0,0
337,Unincorporated - Pearblossom/Llano,--,--
338,Unincorporated - Pellissier Village,0,0
339,Unincorporated - Placerita Canyon,0,0
340,Unincorporated - Pomona,0,0
341,Unincorporated - Quartz Hill,19,147.22
342,Unincorporated - Rancho Dominguez,10,375.8
343,Unincorporated - Roosevelt,0,0
344,Unincorporated - Rosewood,--,--
345,Unincorporated - Rosewood/East Gardena,0,0
346,Unincorporated - Rosewood/West Rancho Dominguez,--,--
347,Unincorporated - Rowland Heights,32,62.72
348,Unincorporated - San Clemente Island,0,0
349,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0
350,Unincorporated - San Jose Hills,14,69.23
351,Unincorporated - San Pasqual,0,0
352,Unincorporated - Sand Canyon,0,0
353,Unincorporated - Santa Catalina Island,--,--
354,Unincorporated - Santa Monica Mountains,8,42.96
355,Unincorporated - Saugus,--,--
356,Unincorporated - Saugus/Canyon Country,0,0
357,Unincorporated - South Antelope Valley,0,0
358,Unincorporated - South Edwards,0,0
359,Unincorporated - South El Monte,--,--
360,Unincorporated - South San Gabriel,7,79.11
361,Unincorporated - South Whittier,52,87.81
362,Unincorporated - Southeast Antelope Valley,0,0
363,Unincorporated - Stevenson Ranch,16,76.31
364,Unincorporated - Sun Village,--,--
365,Unincorporated - Sunrise Village,--,--
366,Unincorporated - Twin Lakes/Oat Mountain,--,--
367,Unincorporated - Universal City,0,0
368,Unincorporated - Val Verde,--,--
369,Unincorporated - Valencia,--,--
370,Unincorporated - Valinda,23,98.41
371,Unincorporated - View Park/Windsor Hills,21,180.49
372,Unincorporated - Walnut,0,0
373,Unincorporated - Walnut Park,36,223.01
374,Unincorporated - West Antelope Valley,--,--
375,Unincorporated - West Carson,48,217.33
376,Unincorporated - West Chatsworth,0,0
377,Unincorporated - West LA,--,--
378,Unincorporated - West Puente Valley,7,71.17
379,Unincorporated - West Rancho Dominguez,--,--
380,Unincorporated - West Whittier/Los Nietos,25,92.85
381,Unincorporated - Westfield/Academy Hills,0,0
382,Unincorporated - Westhills,0,0
383,Unincorporated - White Fence Farms,--,--
384,Unincorporated - Whittier,--,--
385,Unincorporated - Whittier Narrows,0,0
386,Unincorporated - Willowbrook,37,105.98
387,Unincorporated - Wiseburn,--,--
388,- Under Investigation,952,
