,Locations,Total Cases,Rate**
111,City of Whittier,51,58.33
112,Los Angeles,4092,101.17
113,Los Angeles - Adams-Normandie,15,182.88
114,Los Angeles - Alsace,6,48.21
115,Los Angeles - Angelino Heights,--,--
116,Los Angeles - Arleta,24,69.83
117,Los Angeles - Atwater Village,8,54.55
118,Los Angeles - Baldwin Hills,31,99.6
119,Los Angeles - Bel Air,21,249.14
120,Los Angeles - Beverly Crest,26,207.58
121,Los Angeles - Beverlywood,20,151.83
122,Los Angeles - Boyle Heights,57,65.6
123,Los Angeles - Brentwood,53,171.22
124,Los Angeles - Brookside,0,0
125,Los Angeles - Cadillac-Corning,5,70.21
126,Los Angeles - Canoga Park,76,116.41
127,Los Angeles - Carthay,30,208.87
128,Los Angeles - Central,39,100.02
129,Los Angeles - Century City,27,211.07
130,Los Angeles - Century Palms/Cove,28,82.92
131,Los Angeles - Chatsworth,36,97.14
132,Los Angeles - Cheviot Hills,11,119.94
133,Los Angeles - Chinatown,--,--
134,Los Angeles - Cloverdale/Cochran,11,75.59
135,Los Angeles - Country Club Park,23,151.79
136,Los Angeles - Crenshaw District,16,115.7
137,Los Angeles - Crestview,42,369.46
138,Los Angeles - Del Rey,32,106.89
139,Los Angeles - Downtown,27,98.16
140,Los Angeles - Eagle Rock,35,88.41
141,Los Angeles - East Hollywood,45,153.65
142,Los Angeles - Echo Park,9,63.13
143,Los Angeles - El Sereno,35,83.72
144,Los Angeles - Elysian Park,5,87.54
145,Los Angeles - Elysian Valley,8,78.65
146,Los Angeles - Encino,51,112.9
147,Los Angeles - Exposition,0,0
148,Los Angeles - Exposition Park,47,104.64
149,Los Angeles - Faircrest Heights,--,--
150,Los Angeles - Figueroa Park Square,7,80.27
151,Los Angeles - Florence-Firestone,45,94.85
152,Los Angeles - Glassell Park,56,177.19
153,Los Angeles - Gramercy Place,10,92.9
154,Los Angeles - Granada Hills,46,79.05
155,Los Angeles - Green Meadows,14,65.1
156,Los Angeles - Hancock Park,46,269.97
157,Los Angeles - Harbor City,24,82.56
158,Los Angeles - Harbor Gateway,32,73.39
159,Los Angeles - Harbor Pines,0,0
160,Los Angeles - Harvard Heights,21,116.44
161,Los Angeles - Harvard Park,25,65.9
162,Los Angeles - Highland Park,32,66.13
163,Los Angeles - Historic Filipinotown,19,136.99
164,Los Angeles - Hollywood,115,168.49
165,Los Angeles - Hollywood Hills,46,156.28
166,Los Angeles - Hyde Park,15,52.56
167,Los Angeles - Jefferson Park,--,--
168,Los Angeles - Koreatown,49,94.79
169,Los Angeles - Lafayette Square,7,153.54
170,Los Angeles - Lake Balboa,33,78.19
171,Los Angeles - Lakeview Terrace,16,121.83
172,Los Angeles - Leimert Park,24,157.53
173,Los Angeles - Lincoln Heights,18,55.22
174,Los Angeles - Little Armenia,35,436.14
175,Los Angeles - Little Bangladesh,31,109.37
176,Los Angeles - Little Tokyo,--,--
177,Los Angeles - Longwood,--,--
178,Los Angeles - Los Feliz,21,97.19
179,Los Angeles - Manchester Square,--,--
180,Los Angeles - Mandeville Canyon,--,--
181,Los Angeles - Mar Vista,34,80.05
182,Los Angeles - Marina Peninsula,8,183.49
183,Los Angeles - Melrose,199,256.13
184,Los Angeles - Mid-city,24,159.68
185,Los Angeles - Miracle Mile,20,111.2
186,Los Angeles - Mission Hills,21,87.05
187,Los Angeles - Mt. Washington,13,53.84
188,Los Angeles - North Hills,45,73.08
189,Los Angeles - North Hollywood,121,79.91
190,Los Angeles - Northridge,46,65.91
191,Los Angeles - Pacific Palisades,32,150.3
192,Los Angeles - Pacoima,54,70.15
193,Los Angeles - Palisades Highlands,--,--
194,Los Angeles - Palms,67,152.7
195,Los Angeles - Panorama City,65,86.38
196,Los Angeles - Park La Brea,9,66.27
197,Los Angeles - Pico-Union,49,117.11
198,Los Angeles - Playa Del Rey,--,--
199,Los Angeles - Playa Vista,10,91.35
200,Los Angeles - Porter Ranch,28,78.68
201,Los Angeles - Rancho Park,8,121.95
202,Los Angeles - Regent Square,--,--
203,Los Angeles - Reseda,73,95.28
204,Los Angeles - Reseda Ranch,9,194.13
205,Los Angeles - Reynier Village,5,118.26
206,Los Angeles - San Pedro,45,57.66
207,Los Angeles - Shadow Hills,7,157.59
208,Los Angeles - Sherman Oaks,79,90.54
209,Los Angeles - Silverlake,76,172.4
210,Los Angeles - South Carthay,20,188.77
211,Los Angeles - South Park,39,102.74
212,Los Angeles - St Elmo Village,--,--
213,Los Angeles - Studio City,21,93.58
214,Los Angeles - Sun Valley,32,60.97
215,Los Angeles - Sunland,31,151.9
216,Los Angeles - Sycamore Square,0,0
217,Los Angeles - Sylmar,105,127.43
218,Los Angeles - Tarzana,44,142.51
219,Los Angeles - Temple-Beaudry,53,134.24
220,Los Angeles - Thai Town,10,101.95
221,Los Angeles - Toluca Lake,7,80.42
222,Los Angeles - Toluca Terrace,0,0
223,Los Angeles - Toluca Woods,--,--
224,Los Angeles - Tujunga,15,53.94
225,Los Angeles - University Hills,0,0
226,Los Angeles - University Park,26,94.7
227,Los Angeles - Valley Glen,32,106.61
228,Los Angeles - Valley Village,35,141.59
229,Los Angeles - Van Nuys,80,85.84
230,Los Angeles - Venice,35,103.29
231,Los Angeles - Vermont Knolls,15,87.21
232,Los Angeles - Vermont Square,16,208.96
233,Los Angeles - Vermont Vista,24,58.27
234,Los Angeles - Vernon Central,40,76.93
235,Los Angeles - Victoria Park,17,202.41
236,Los Angeles - View Heights,--,--
237,Los Angeles - Watts,27,63.27
238,Los Angeles - Wellington Square,--,--
239,Los Angeles - West Adams,42,152.01
240,Los Angeles - West Hills,23,56.73
241,Los Angeles - West Los Angeles,34,90.34
242,Los Angeles - West Vernon,61,113.71
243,Los Angeles - Westchester,32,62.01
244,Los Angeles - Westlake,56,94.35
245,Los Angeles - Westwood,34,62.84
246,Los Angeles - Wholesale District,18,49.82
247,Los Angeles - Wilmington,33,58.42
248,Los Angeles - Wilshire Center,46,91.69
249,Los Angeles - Winnetka,44,84.97
250,Los Angeles - Woodland Hills,68,99.92
251,Unincorporated - Acton,5,62.73
252,Unincorporated - Agua Dulce,--,--
253,Unincorporated - Altadena,37,84.82
254,Unincorporated - Anaverde,0,0
255,Unincorporated - Angeles National Forest,0,0
256,Unincorporated - Arcadia,--,--
257,Unincorporated - Athens-Westmont,36,84.82
258,Unincorporated - Athens Village,6,122.52
259,Unincorporated - Avocado Heights,--,--
260,Unincorporated - Azusa,--,--
261,Unincorporated - Bassett,--,--
262,Unincorporated - Bouquet Canyon,--,--
263,Unincorporated - Bradbury,0,0
264,Unincorporated - Canyon Country,14,181.16
265,Unincorporated - Castaic,9,33.1
266,Unincorporated - Cerritos,0,0
267,Unincorporated - Claremont,0,0
268,Unincorporated - Covina,12,71.35
269,Unincorporated - Covina (Charter Oak),7,53.26
270,Unincorporated - Del Aire,5,113.82
271,Unincorporated - Del Rey,0,0
272,Unincorporated - Del Sur,0,0
273,Unincorporated - Desert View Highlands,--,--
274,Unincorporated - Duarte,0,0
275,Unincorporated - East Covina,0,0
276,Unincorporated - East La Mirada,--,--
277,Unincorporated - East Lancaster,0,0
278,Unincorporated - East Los Angeles,91,72.64
279,Unincorporated - East Pasadena,0,0
280,Unincorporated - East Rancho Dominguez,10,65.33
281,Unincorporated - East Whittier,--,--
282,Unincorporated - El Camino Village,--,--
283,Unincorporated - El Monte,0,0
284,Unincorporated - Elizabeth Lake,0,0
285,Unincorporated - Florence-Firestone,58,89.64
286,Unincorporated - Glendora,0,0
287,Unincorporated - Hacienda Heights,30,53.64
288,Unincorporated - Hawthorne,--,--
289,Unincorporated - Hi Vista,0,0
290,Unincorporated - Kagel/Lopez Canyons,--,--
291,Unincorporated - La Crescenta-Montrose,10,50.5
292,Unincorporated - La Habra Heights,0,0
293,Unincorporated - La Rambla,6,289.16
294,Unincorporated - La Verne,--,--
295,Unincorporated - Ladera Heights,13,183.85
296,Unincorporated - Lake Hughes,0,0
297,Unincorporated - Lake Los Angeles,--,--
298,Unincorporated - Lake Manor,--,--
299,Unincorporated - Lakewood,0,0
300,Unincorporated - Lennox,18,79.85
301,Unincorporated - Leona Valley,0,0
302,Unincorporated - Littlerock,0,0
303,Unincorporated - Littlerock/Juniper Hills,--,--
304,Unincorporated - Littlerock/Pearblossom,--,--
305,Unincorporated - Llano,0,0
306,Unincorporated - Marina del Rey,6,63.76
307,Unincorporated - Monrovia,5,128.83
308,Unincorporated - Newhall,0,0
309,Unincorporated - North Lancaster,0,0
310,Unincorporated - North Whittier,--,--
311,Unincorporated - Northeast San Gabriel,6,24.96
312,Unincorporated - Palmdale,0,0
313,Unincorporated - Palos Verdes Peninsula,0,0
314,Unincorporated - Pearblossom/Llano,0,0
315,Unincorporated - Pellissier Village,0,0
316,Unincorporated - Placerita Canyon,0,0
317,Unincorporated - Pomona,0,0
318,Unincorporated - Quartz Hill,5,38.74
319,Unincorporated - Rancho Dominguez,5,187.9
320,Unincorporated - Roosevelt,0,0
321,Unincorporated - Rosewood,--,--
322,Unincorporated - Rosewood/East Gardena,0,0
323,Unincorporated - Rosewood/West Rancho Dominguez,--,--
324,Unincorporated - Rowland Heights,16,31.36
325,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0
326,Unincorporated - San Jose Hills,--,--
327,Unincorporated - San Pasqual,0,0
328,Unincorporated - Sand Canyon,0,0
329,Unincorporated - Santa Catalina Island,--,--
330,Unincorporated - Santa Monica Mountains,6,32.22
331,Unincorporated - Saugus,--,--
332,Unincorporated - Saugus/Canyon Country,0,0
333,Unincorporated - South Antelope Valley,0,0
334,Unincorporated - South El Monte,--,--
335,Unincorporated - South San Gabriel,7,79.11
336,Unincorporated - South Whittier,29,48.97
337,Unincorporated - Southeast Antelope Valley,0,0
338,Unincorporated - Stevenson Ranch,11,52.47
339,Unincorporated - Sun Village,--,--
340,Unincorporated - Sunrise Village,--,--
341,Unincorporated - Twin Lakes/Oat Mountain,--,--
342,Unincorporated - Val Verde,0,0
343,Unincorporated - Valencia,--,--
344,Unincorporated - Valinda,8,34.23
345,Unincorporated - View Park/Windsor Hills,16,137.52
346,Unincorporated - Walnut Park,20,123.89
347,Unincorporated - West Antelope Valley,--,--
348,Unincorporated - West Carson,29,131.3
349,Unincorporated - West LA,--,--
350,Unincorporated - West Puente Valley,6,61.01
351,Unincorporated - West Rancho Dominguez,--,--
352,Unincorporated - West Whittier/Los Nietos,11,40.85
353,Unincorporated - Westfield/Academy Hills,0,0
354,Unincorporated - Westhills,0,0
355,Unincorporated - White Fence Farms,0,0
356,Unincorporated - Whittier,--,--
357,Unincorporated - Willowbrook,21,60.15
358,Unincorporated - Wiseburn,--,--
359,- Under Investigation,688,
