,location,cases,Rate**,date
0,Laboratory Confirmed Cases (LCC),18517.0,,2020-04-24 15:13:08.022450
1,- Los Angeles County (excl. LB and Pas),17706.0,,2020-04-24 15:13:08.022450
2,- Long Beach,518.0,,2020-04-24 15:13:08.022450
3,- Pasadena,293.0,,2020-04-24 15:13:08.022450
5,Deaths,848.0,,2020-04-24 15:13:08.022450
6,- Los Angeles County (excl. LB and Pas),792.0,,2020-04-24 15:13:08.022450
7,- Long Beach,27.0,,2020-04-24 15:13:08.022450
8,- Pasadena,29.0,,2020-04-24 15:13:08.022450
11,Age Group (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-24 15:13:08.022450
12,0 to 17,366.0,,2020-04-24 15:13:08.022450
13,18 to 40,5751.0,,2020-04-24 15:13:08.022450
14,41 to 65,7659.0,,2020-04-24 15:13:08.022450
15,Over 65,3878.0,,2020-04-24 15:13:08.022450
16,Under Investigation,52.0,,2020-04-24 15:13:08.022450
17,Gender (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-24 15:13:08.022450
18,Female,8799.0,,2020-04-24 15:13:08.022450
19,Male,8744.0,,2020-04-24 15:13:08.022450
20,Other,5.0,,2020-04-24 15:13:08.022450
21,Under Investigation,158.0,,2020-04-24 15:13:08.022450
23,Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-24 15:13:08.022450
24,Asian,1155.0,,2020-04-24 15:13:08.022450
25,Black,844.0,,2020-04-24 15:13:08.022450
26,Hispanic/Latino,4634.0,,2020-04-24 15:13:08.022450
27,White,2428.0,,2020-04-24 15:13:08.022450
28,Other,838.0,,2020-04-24 15:13:08.022450
29,Under Investigation,7638.0,,2020-04-24 15:13:08.022450
31,Hospitalization LAC cases only (not Long Beach and Pasadena),,,2020-04-24 15:13:08.022450
32,Hospitalized (Ever),4211.0,,2020-04-24 15:13:08.022450
35,Deaths Race/Ethnicity (Los Angeles County Cases Only-excl LB and Pas),,,2020-04-24 15:13:08.022450
36,Asian,138.0,,2020-04-24 15:13:08.022450
37,Black,113.0,,2020-04-24 15:13:08.022450
38,Hispanic/Latino,282.0,,2020-04-24 15:13:08.022450
39,White,218.0,,2020-04-24 15:13:08.022450
40,Other,8.0,,2020-04-24 15:13:08.022450
41,Under Investigation,21.0,,2020-04-24 15:13:08.022450
43,CITY/COMMUNITY,,,2020-04-24 15:13:08.022450
44,City of Agoura Hills,29.0,138.87,2020-04-24 15:13:08.022450
45,City of Alhambra,68.0,78.41,2020-04-24 15:13:08.022450
46,City of Arcadia,34.0,58.87,2020-04-24 15:13:08.022450
47,City of Artesia,12.0,71.45,2020-04-24 15:13:08.022450
48,City of Avalon,0.0,0,2020-04-24 15:13:08.022450
49,City of Azusa,45.0,89.93,2020-04-24 15:13:08.022450
