,location,cases,Unnamed: 2,date
56,City of Inglewood,44.0,37.81,2020-04-02 16:39:05.319933
57,City of Irwindale,0.0,0,2020-04-02 16:39:05.319933
58,City of La Canada Flintridge,8.0,39.04,2020-04-02 16:39:05.319933
59,City of La Habra Heights,0.0,0,2020-04-02 16:39:05.319933
60,City of La Mirada,11.0,22.24,2020-04-02 16:39:05.319933
61,City of La Puente,7.0,17.34,2020-04-02 16:39:05.319933
62,City of La Verne,2.0,6.04,2020-04-02 16:39:05.319933
63,City of Lakewood,21.0,26.86,2020-04-02 16:39:05.319933
64,City of Lancaster,33.0,21.07,2020-04-02 16:39:05.319933
65,City of Lawndale,8.0,23.97,2020-04-02 16:39:05.319933
66,City of Lomita,,--,2020-04-02 16:39:05.319933
67,City of Lynwood,21.0,29.09,2020-04-02 16:39:05.319933
68,City of Malibu,5.0,39.47,2020-04-02 16:39:05.319933
69,City of Manhattan Beach,43.0,122.26,2020-04-02 16:39:05.319933
70,City of Maywood,10.0,35.55,2020-04-02 16:39:05.319933
71,City of Monrovia,7.0,18.68,2020-04-02 16:39:05.319933
72,City of Montebello,9.0,14.12,2020-04-02 16:39:05.319933
73,City of Monterey Park,11.0,18,2020-04-02 16:39:05.319933
74,City of Norwalk,26.0,24.79,2020-04-02 16:39:05.319933
75,City of Palmdale,20.0,12.52,2020-04-02 16:39:05.319933
76,City of Palos Verdes Estates,18.0,131.7,2020-04-02 16:39:05.319933
77,City of Paramount,13.0,23.12,2020-04-02 16:39:05.319933
78,City of Pico Rivera,15.0,23.42,2020-04-02 16:39:05.319933
79,City of Pomona,15.0,9.66,2020-04-02 16:39:05.319933
80,City of Rancho Palos Verdes,20.0,46.61,2020-04-02 16:39:05.319933
81,City of Redondo Beach,54.0,77.9,2020-04-02 16:39:05.319933
82,City of Rolling Hills,0.0,0,2020-04-02 16:39:05.319933
83,City of Rolling Hills Estates,5.0,62.54,2020-04-02 16:39:05.319933
84,City of Rosemead,3.0,5.45,2020-04-02 16:39:05.319933
85,City of San Dimas,6.0,17.64,2020-04-02 16:39:05.319933
86,City of San Fernando,5.0,20.44,2020-04-02 16:39:05.319933
87,City of San Gabriel,7.0,17.36,2020-04-02 16:39:05.319933
88,City of San Marino,,--,2020-04-02 16:39:05.319933
89,City of Santa Clarita,65.0,29.63,2020-04-02 16:39:05.319933
90,City of Santa Fe Springs,,--,2020-04-02 16:39:05.319933
91,City of Santa Monica,56.0,59.95,2020-04-02 16:39:05.319933
92,City of Sierra Madre,,--,2020-04-02 16:39:05.319933
93,City of Signal Hill,,--,2020-04-02 16:39:05.319933
94,City of South El Monte,0.0,0,2020-04-02 16:39:05.319933
95,City of South Gate,30.0,30.08,2020-04-02 16:39:05.319933
96,City of South Pasadena,7.0,26.99,2020-04-02 16:39:05.319933
97,City of Temple City,1.0,2.74,2020-04-02 16:39:05.319933
98,City of Torrance,69.0,47.04,2020-04-02 16:39:05.319933
99,City of Vernon,0.0,0,2020-04-02 16:39:05.319933
100,City of Walnut,4.0,13.3,2020-04-02 16:39:05.319933
101,City of West Covina,7.0,6.5,2020-04-02 16:39:05.319933
102,City of West Hollywood,68.0,189.95,2020-04-02 16:39:05.319933
103,City of Westlake Village,,--,2020-04-02 16:39:05.319933
104,City of Whittier,16.0,18.17,2020-04-02 16:39:05.319933
105,Los Angeles,1787.0,44.29,2020-04-02 16:39:05.319933
106,Los Angeles - Adams-Normandie,8.0,94.26,2020-04-02 16:39:05.319933
107,Los Angeles - Alsace,,--,2020-04-02 16:39:05.319933
108,Los Angeles - Angeles National Forest,0.0,0,2020-04-02 16:39:05.319933
109,Los Angeles - Angelino Heights,0.0,0,2020-04-02 16:39:05.319933
110,Los Angeles - Arleta,7.0,19.94,2020-04-02 16:39:05.319933
111,Los Angeles - Atwater Village,,--,2020-04-02 16:39:05.319933
112,Los Angeles - Baldwin Hills,13.0,43.34,2020-04-02 16:39:05.319933
113,Los Angeles - Bel Air,12.0,146.02,2020-04-02 16:39:05.319933
114,Los Angeles - Beverly Crest,23.0,185.56,2020-04-02 16:39:05.319933
115,Los Angeles - Beverlywood,15.0,112.6,2020-04-02 16:39:05.319933
116,Los Angeles - Boyle Heights,20.0,22.92,2020-04-02 16:39:05.319933
117,Los Angeles - Brentwood,42.0,134.33,2020-04-02 16:39:05.319933
118,Los Angeles - Brookside,0.0,0,2020-04-02 16:39:05.319933
119,Los Angeles - Cadillac-Corning,,--,2020-04-02 16:39:05.319933
120,Los Angeles - Canoga Park,16.0,25.12,2020-04-02 16:39:05.319933
121,Los Angeles - Carthay,17.0,126.7,2020-04-02 16:39:05.319933
122,Los Angeles - Central,16.0,40.91,2020-04-02 16:39:05.319933
123,Los Angeles - Century City,17.0,140.36,2020-04-02 16:39:05.319933
124,Los Angeles - Century Palms/Cove,11.0,32.48,2020-04-02 16:39:05.319933
125,Los Angeles - Chatsworth,20.0,55.5,2020-04-02 16:39:05.319933
126,Los Angeles - Cheviot Hills,9.0,97.15,2020-04-02 16:39:05.319933
127,Los Angeles - Chinatown,,--,2020-04-02 16:39:05.319933
128,Los Angeles - Cloverdale/Cochran,5.0,33.32,2020-04-02 16:39:05.319933
129,Los Angeles - Country Club Park,9.0,58.43,2020-04-02 16:39:05.319933
130,Los Angeles - Crenshaw District,7.0,50.89,2020-04-02 16:39:05.319933
131,Los Angeles - Crestview,17.0,148.52,2020-04-02 16:39:05.319933
132,Los Angeles - Del Rey,20.0,68.36,2020-04-02 16:39:05.319933
133,Los Angeles - Downtown,15.0,61.86,2020-04-02 16:39:05.319933
134,Los Angeles - Eagle Rock,13.0,33.18,2020-04-02 16:39:05.319933
135,Los Angeles - East Hollywood,12.0,40.28,2020-04-02 16:39:05.319933
136,Los Angeles - Echo Park,6.0,41.82,2020-04-02 16:39:05.319933
137,Los Angeles - El Sereno,9.0,21.56,2020-04-02 16:39:05.319933
138,Los Angeles - Elysian Park,,--,2020-04-02 16:39:05.319933
139,Los Angeles - Elysian Valley,,--,2020-04-02 16:39:05.319933
140,Los Angeles - Encino,33.0,77.59,2020-04-02 16:39:05.319933
141,Los Angeles - Exposition,0.0,0,2020-04-02 16:39:05.319933
142,Los Angeles - Exposition Park,13.0,28.77,2020-04-02 16:39:05.319933
143,Los Angeles - Faircrest Heights,,--,2020-04-02 16:39:05.319933
144,Los Angeles - Figueroa Park Square,0.0,0,2020-04-02 16:39:05.319933
145,Los Angeles - Florence-Firestone,18.0,36.85,2020-04-02 16:39:05.319933
146,Los Angeles - Glassell Park,18.0,57.35,2020-04-02 16:39:05.319933
147,Los Angeles - Gramercy Place,5.0,47.78,2020-04-02 16:39:05.319933
148,Los Angeles - Granada Hills,19.0,32.77,2020-04-02 16:39:05.319933
149,Los Angeles - Green Meadows,8.0,36.81,2020-04-02 16:39:05.319933
150,Los Angeles - Hancock Park,34.0,207,2020-04-02 16:39:05.319933
151,Los Angeles - Harbor City,8.0,27.63,2020-04-02 16:39:05.319933
152,Los Angeles - Harbor Gateway,11.0,25.17,2020-04-02 16:39:05.319933
153,Los Angeles - Harbor Pines,0.0,0,2020-04-02 16:39:05.319933
154,Los Angeles - Harvard Heights,6.0,32.61,2020-04-02 16:39:05.319933
155,Los Angeles - Harvard Park,5.0,12.61,2020-04-02 16:39:05.319933
156,Los Angeles - Highland Park,10.0,20.76,2020-04-02 16:39:05.319933
157,Los Angeles - Historic Filipinotown,6.0,42.39,2020-04-02 16:39:05.319933
158,Los Angeles - Hollywood,71.0,109.32,2020-04-02 16:39:05.319933
159,Los Angeles - Hollywood Hills,34.0,117.75,2020-04-02 16:39:05.319933
160,Los Angeles - Hyde Park,10.0,34.03,2020-04-02 16:39:05.319933
161,Los Angeles - Jefferson Park,0.0,0,2020-04-02 16:39:05.319933
162,Los Angeles - Koreatown,21.0,39.92,2020-04-02 16:39:05.319933
163,Los Angeles - Lafayette Square,,--,2020-04-02 16:39:05.319933
164,Los Angeles - Lake Balboa,16.0,38.41,2020-04-02 16:39:05.319933
165,Los Angeles - Lakeview Terrace,8.0,59.87,2020-04-02 16:39:05.319933
166,Los Angeles - Leimert Park,10.0,66.19,2020-04-02 16:39:05.319933
167,Los Angeles - Lincoln Heights,6.0,18.15,2020-04-02 16:39:05.319933
168,Los Angeles - Little Armenia,,--,2020-04-02 16:39:05.319933
169,Los Angeles - Little Bangladesh,9.0,30.96,2020-04-02 16:39:05.319933
170,Los Angeles - Little Tokyo,,--,2020-04-02 16:39:05.319933
171,Los Angeles - Longwood,,--,2020-04-02 16:39:05.319933
172,Los Angeles - Los Feliz,16.0,74.98,2020-04-02 16:39:05.319933
173,Los Angeles - Manchester Square,,--,2020-04-02 16:39:05.319933
174,Los Angeles - Mandeville Canyon,,--,2020-04-02 16:39:05.319933
175,Los Angeles - Mar Vista,21.0,50.13,2020-04-02 16:39:05.319933
176,Los Angeles - Marina Peninsula,6.0,136.58,2020-04-02 16:39:05.319933
177,Los Angeles - Melrose,113.0,145.55,2020-04-02 16:39:05.319933
178,Los Angeles - Mid-city,14.0,92.95,2020-04-02 16:39:05.319933
179,Los Angeles - Miracle Mile,12.0,67.92,2020-04-02 16:39:05.319933
180,Los Angeles - Mission Hills,6.0,25.03,2020-04-02 16:39:05.319933
181,Los Angeles - Mt. Washington,,--,2020-04-02 16:39:05.319933
182,Los Angeles - North Hills,13.0,21.34,2020-04-02 16:39:05.319933
183,Los Angeles - North Hollywood,57.0,37.66,2020-04-02 16:39:05.319933
184,Los Angeles - Northridge,14.0,20.66,2020-04-02 16:39:05.319933
185,Los Angeles - Pacific Palisades,24.0,115.92,2020-04-02 16:39:05.319933
186,Los Angeles - Pacoima,8.0,10.01,2020-04-02 16:39:05.319933
187,Los Angeles - Palisades Highlands,,--,2020-04-02 16:39:05.319933
188,Los Angeles - Palms,28.0,62,2020-04-02 16:39:05.319933
189,Los Angeles - Panorama City,16.0,21.05,2020-04-02 16:39:05.319933
190,Los Angeles - Park La Brea,6.0,44.17,2020-04-02 16:39:05.319933
191,Los Angeles - Pico-Union,9.0,21.13,2020-04-02 16:39:05.319933
192,Los Angeles - Playa Del Rey,,--,2020-04-02 16:39:05.319933
193,Los Angeles - Playa Vista,7.0,70.11,2020-04-02 16:39:05.319933
194,Los Angeles - Porter Ranch,12.0,36.14,2020-04-02 16:39:05.319933
195,Los Angeles - Rancho Park,,--,2020-04-02 16:39:05.319933
196,Los Angeles - Regent Square,,--,2020-04-02 16:39:05.319933
197,Los Angeles - Reseda,21.0,27.72,2020-04-02 16:39:05.319933
198,Los Angeles - Reseda Ranch,,--,2020-04-02 16:39:05.319933
199,Los Angeles - Reynier Village,,--,2020-04-02 16:39:05.319933
200,Los Angeles - San Pedro,19.0,24.42,2020-04-02 16:39:05.319933
201,Los Angeles - Shadow Hills,5.0,108.89,2020-04-02 16:39:05.319933
202,Los Angeles - Sherman Oaks,43.0,50.61,2020-04-02 16:39:05.319933
203,Los Angeles - Silverlake,25.0,57.89,2020-04-02 16:39:05.319933
204,Los Angeles - South Carthay,14.0,132.13,2020-04-02 16:39:05.319933
205,Los Angeles - South Park,12.0,30.7,2020-04-02 16:39:05.319933
206,Los Angeles - St Elmo Village,0.0,0,2020-04-02 16:39:05.319933
207,Los Angeles - Studio City,19.0,88.77,2020-04-02 16:39:05.319933
208,Los Angeles - Sun Valley,10.0,18.12,2020-04-02 16:39:05.319933
209,Los Angeles - Sunland,9.0,43.88,2020-04-02 16:39:05.319933
210,Los Angeles - Sycamore Square,0.0,0,2020-04-02 16:39:05.319933
211,Los Angeles - Sylmar,35.0,42.3,2020-04-02 16:39:05.319933
212,Los Angeles - Tarzana,29.0,95.94,2020-04-02 16:39:05.319933
213,Los Angeles - Temple-Beaudry,12.0,30.78,2020-04-02 16:39:05.319933
214,Los Angeles - Thai Town,,--,2020-04-02 16:39:05.319933
215,Los Angeles - Toluca Lake,,--,2020-04-02 16:39:05.319933
216,Los Angeles - Toluca Terrace,0.0,0,2020-04-02 16:39:05.319933
217,Los Angeles - Toluca Woods,0.0,0,2020-04-02 16:39:05.319933
218,Los Angeles - Tujunga,5.0,17.75,2020-04-02 16:39:05.319933
219,Los Angeles - University Hills,0.0,0,2020-04-02 16:39:05.319933
220,Los Angeles - University Park,15.0,55.71,2020-04-02 16:39:05.319933
221,Los Angeles - Valley Glen,11.0,36.86,2020-04-02 16:39:05.319933
222,Los Angeles - Valley Village,23.0,98.17,2020-04-02 16:39:05.319933
223,Los Angeles - Van Nuys,22.0,23.69,2020-04-02 16:39:05.319933
224,Los Angeles - Venice,20.0,58.59,2020-04-02 16:39:05.319933
225,Los Angeles - Vermont Knolls,7.0,39.17,2020-04-02 16:39:05.319933
226,Los Angeles - Vermont Square,5.0,65.45,2020-04-02 16:39:05.319933
227,Los Angeles - Vermont Vista,7.0,16.8,2020-04-02 16:39:05.319933
228,Los Angeles - Vernon Central,7.0,12.93,2020-04-02 16:39:05.319933
229,Los Angeles - Victoria Park,6.0,70.03,2020-04-02 16:39:05.319933
230,Los Angeles - View Heights,,--,2020-04-02 16:39:05.319933
231,Los Angeles - Watts,11.0,25.05,2020-04-02 16:39:05.319933
232,Los Angeles - Wellington Square,0.0,0,2020-04-02 16:39:05.319933
233,Los Angeles - West Adams,15.0,53.34,2020-04-02 16:39:05.319933
234,Los Angeles - West Hills,11.0,28.11,2020-04-02 16:39:05.319933
235,Los Angeles - West Los Angeles,24.0,64.01,2020-04-02 16:39:05.319933
236,Los Angeles - West Vernon,17.0,31.31,2020-04-02 16:39:05.319933
237,Los Angeles - Westchester,18.0,35.43,2020-04-02 16:39:05.319933
238,Los Angeles - Westlake,20.0,34.08,2020-04-02 16:39:05.319933
239,Los Angeles - Westwood,25.0,45.94,2020-04-02 16:39:05.319933
240,Los Angeles - Wholesale District,12.0,31.42,2020-04-02 16:39:05.319933
241,Los Angeles - Wilmington,13.0,22.7,2020-04-02 16:39:05.319933
242,Los Angeles - Wilshire Center,15.0,29.15,2020-04-02 16:39:05.319933
243,Los Angeles - Winnetka,15.0,29.39,2020-04-02 16:39:05.319933
244,Los Angeles - Woodland Hills,33.0,51.13,2020-04-02 16:39:05.319933
245,Unincorporated - Acton,,--,2020-04-02 16:39:05.319933
246,Unincorporated - Agua Dulce,0.0,0,2020-04-02 16:39:05.319933
247,Unincorporated - Altadena,16.0,37.68,2020-04-02 16:39:05.319933
248,Unincorporated - Anaverde,0.0,0,2020-04-02 16:39:05.319933
249,Unincorporated - Angeles National Forest,0.0,0,2020-04-02 16:39:05.319933
250,Unincorporated - Arcadia,0.0,0,2020-04-02 16:39:05.319933
251,Unincorporated - Athens-Westmont,15.0,36.02,2020-04-02 16:39:05.319933
252,Unincorporated - Athens Village,,--,2020-04-02 16:39:05.319933
253,Unincorporated - Avocado Heights,0.0,0,2020-04-02 16:39:05.319933
254,Unincorporated - Azusa,,--,2020-04-02 16:39:05.319933
255,Unincorporated - Bassett,0.0,0,2020-04-02 16:39:05.319933
256,Unincorporated - Bouquet Canyon,0.0,0,2020-04-02 16:39:05.319933
257,Unincorporated - Bradbury,0.0,0,2020-04-02 16:39:05.319933
258,Unincorporated - Canyon Country,,--,2020-04-02 16:39:05.319933
259,Unincorporated - Castaic,4.0,14.12,2020-04-02 16:39:05.319933
260,Unincorporated - Cerritos,0.0,0,2020-04-02 16:39:05.319933
261,Unincorporated - Charter Oak,0.0,0,2020-04-02 16:39:05.319933
262,Unincorporated - Claremont,0.0,0,2020-04-02 16:39:05.319933
263,Unincorporated - Covina,6.0,35.95,2020-04-02 16:39:05.319933
264,Unincorporated - Covina (Charter Oak),,--,2020-04-02 16:39:05.319933
265,Unincorporated - Del Aire,,--,2020-04-02 16:39:05.319933
266,Unincorporated - Del Rey,0.0,0,2020-04-02 16:39:05.319933
267,Unincorporated - Del Sur,0.0,0,2020-04-02 16:39:05.319933
268,Unincorporated - Desert View Highlands,0.0,0,2020-04-02 16:39:05.319933
269,Unincorporated - Duarte,0.0,0,2020-04-02 16:39:05.319933
270,Unincorporated - East Covina,0.0,0,2020-04-02 16:39:05.319933
271,Unincorporated - East La Mirada,,--,2020-04-02 16:39:05.319933
272,Unincorporated - East Lancaster,0.0,0,2020-04-02 16:39:05.319933
273,Unincorporated - East Los Angeles,23.0,18.11,2020-04-02 16:39:05.319933
274,Unincorporated - East Pasadena,0.0,0,2020-04-02 16:39:05.319933
275,Unincorporated - East Rancho Dominguez,,--,2020-04-02 16:39:05.319933
276,Unincorporated - East Whittier,,--,2020-04-02 16:39:05.319933
277,Unincorporated - El Camino Village,,--,2020-04-02 16:39:05.319933
278,Unincorporated - El Monte,0.0,0,2020-04-02 16:39:05.319933
279,Unincorporated - Elizabeth Lake,0.0,0,2020-04-02 16:39:05.319933
280,Unincorporated - Florence-Firestone,23.0,34.96,2020-04-02 16:39:05.319933
281,Unincorporated - Glendora,0.0,0,2020-04-02 16:39:05.319933
282,Unincorporated - Hacienda Heights,12.0,21.96,2020-04-02 16:39:05.319933
283,Unincorporated - Harbor Gateway,0.0,0,2020-04-02 16:39:05.319933
284,Unincorporated - Hawthorne,,--,2020-04-02 16:39:05.319933
285,Unincorporated - Hi Vista,0.0,0,2020-04-02 16:39:05.319933
286,Unincorporated - Kagel/Lopez Canyons,0.0,0,2020-04-02 16:39:05.319933
287,Unincorporated - La Crescenta-Montrose,,--,2020-04-02 16:39:05.319933
288,Unincorporated - La Habra Heights,0.0,0,2020-04-02 16:39:05.319933
289,Unincorporated - La Rambla,,--,2020-04-02 16:39:05.319933
290,Unincorporated - La Verne,,--,2020-04-02 16:39:05.319933
291,Unincorporated - Ladera Heights,6.0,101.01,2020-04-02 16:39:05.319933
292,Unincorporated - Lake Hughes,0.0,0,2020-04-02 16:39:05.319933
293,Unincorporated - Lake Los Angeles,,--,2020-04-02 16:39:05.319933
294,Unincorporated - Lake Manor,0.0,0,2020-04-02 16:39:05.319933
295,Unincorporated - Lakewood,0.0,0,2020-04-02 16:39:05.319933
296,Unincorporated - Lennox,9.0,38.16,2020-04-02 16:39:05.319933
297,Unincorporated - Leona Valley,0.0,0,2020-04-02 16:39:05.319933
298,Unincorporated - Littlerock,0.0,0,2020-04-02 16:39:05.319933
299,Unincorporated - Littlerock/Juniper Hills,0.0,0,2020-04-02 16:39:05.319933
300,Unincorporated - Littlerock/Pearblossom,0.0,0,2020-04-02 16:39:05.319933
301,Unincorporated - Llano,0.0,0,2020-04-02 16:39:05.319933
302,Unincorporated - Long Beach,0.0,0,2020-04-02 16:39:05.319933
303,Unincorporated - Lynwood,0.0,0,2020-04-02 16:39:05.319933
304,Unincorporated - Marina del Rey,5.0,54.51,2020-04-02 16:39:05.319933
305,Unincorporated - Miracle Mile,0.0,0,2020-04-02 16:39:05.319933
306,Unincorporated - Monrovia,,--,2020-04-02 16:39:05.319933
307,Unincorporated - Newhall,0.0,0,2020-04-02 16:39:05.319933
308,Unincorporated - North Lancaster,0.0,0,2020-04-02 16:39:05.319933
309,Unincorporated - North Whittier,,--,2020-04-02 16:39:05.319933
310,Unincorporated - Northeast San Gabriel,,--,2020-04-02 16:39:05.319933
311,Unincorporated - Padua Hills,0.0,0,2020-04-02 16:39:05.319933
312,Unincorporated - Palmdale,0.0,0,2020-04-02 16:39:05.319933
313,Unincorporated - Palos Verdes Peninsula,0.0,0,2020-04-02 16:39:05.319933
314,Unincorporated - Pearblossom/Llano,0.0,0,2020-04-02 16:39:05.319933
315,Unincorporated - Pellissier Village,0.0,0,2020-04-02 16:39:05.319933
316,Unincorporated - Placerita Canyon,0.0,0,2020-04-02 16:39:05.319933
317,Unincorporated - Pomona,0.0,0,2020-04-02 16:39:05.319933
318,Unincorporated - Quartz Hill,,--,2020-04-02 16:39:05.319933
319,Unincorporated - Rancho Dominguez,,--,2020-04-02 16:39:05.319933
320,Unincorporated - Roosevelt,0.0,0,2020-04-02 16:39:05.319933
321,Unincorporated - Rosewood,0.0,0,2020-04-02 16:39:05.319933
322,Unincorporated - Rosewood/East Gardena,0.0,0,2020-04-02 16:39:05.319933
323,Unincorporated - Rosewood/West Rancho Dominguez,0.0,0,2020-04-02 16:39:05.319933
324,Unincorporated - Rowland Heights,6.0,11.8,2020-04-02 16:39:05.319933
325,Unincorporated - San Clemente Island,0.0,0,2020-04-02 16:39:05.319933
326,Unincorporated - San Francisquito Canyon/Boquet Canyon,0.0,0,2020-04-02 16:39:05.319933
327,Unincorporated - San Jose Hills,0.0,0,2020-04-02 16:39:05.319933
328,Unincorporated - San Pasqual,0.0,0,2020-04-02 16:39:05.319933
329,Unincorporated - Sand Canyon,0.0,0,2020-04-02 16:39:05.319933
330,Unincorporated - Santa Catalina Island,0.0,0,2020-04-02 16:39:05.319933
331,Unincorporated - Santa Monica Mountains,,--,2020-04-02 16:39:05.319933
332,Unincorporated - Saugus,,--,2020-04-02 16:39:05.319933
333,Unincorporated - Saugus/Canyon Country,0.0,0,2020-04-02 16:39:05.319933
334,Unincorporated - South Antelope Valley,0.0,0,2020-04-02 16:39:05.319933
335,Unincorporated - South Edwards,0.0,0,2020-04-02 16:39:05.319933
336,Unincorporated - South El Monte,0.0,0,2020-04-02 16:39:05.319933
337,Unincorporated - South San Gabriel,5.0,58.2,2020-04-02 16:39:05.319933
338,Unincorporated - South Whittier,9.0,15.45,2020-04-02 16:39:05.319933
339,Unincorporated - Southeast Antelope Valley,0.0,0,2020-04-02 16:39:05.319933
340,Unincorporated - Stevenson Ranch,5.0,24.39,2020-04-02 16:39:05.319933
341,Unincorporated - Sun Village,,--,2020-04-02 16:39:05.319933
342,Unincorporated - Sunrise Village,0.0,0,2020-04-02 16:39:05.319933
343,Unincorporated - Twin Lakes/Oat Mountain,,--,2020-04-02 16:39:05.319933
344,Unincorporated - Universal City,0.0,0,2020-04-02 16:39:05.319933
345,Unincorporated - Val Verde,0.0,0,2020-04-02 16:39:05.319933
346,Unincorporated - Valencia,,--,2020-04-02 16:39:05.319933
347,Unincorporated - Valinda,,--,2020-04-02 16:39:05.319933
348,Unincorporated - View Park/Windsor Hills,7.0,69.31,2020-04-02 16:39:05.319933
349,Unincorporated - Walnut,0.0,0,2020-04-02 16:39:05.319933
350,Unincorporated - Walnut Park,,--,2020-04-02 16:39:05.319933
351,Unincorporated - West Antelope Valley,,--,2020-04-02 16:39:05.319933
352,Unincorporated - West Carson,11.0,50.18,2020-04-02 16:39:05.319933
353,Unincorporated - West Chatsworth,0.0,0,2020-04-02 16:39:05.319933
354,Unincorporated - West LA,,--,2020-04-02 16:39:05.319933
355,Unincorporated - West Puente Valley,,--,2020-04-02 16:39:05.319933
356,Unincorporated - West Rancho Dominguez,0.0,0,2020-04-02 16:39:05.319933
357,Unincorporated - West Whittier/Los Nietos,2.0,7.53,2020-04-02 16:39:05.319933
358,Unincorporated - Westfield/Academy Hills,0.0,0,2020-04-02 16:39:05.319933
359,Unincorporated - Westhills,0.0,0,2020-04-02 16:39:05.319933
360,Unincorporated - White Fence Farms,0.0,0,2020-04-02 16:39:05.319933
361,Unincorporated - Whittier,0.0,0,2020-04-02 16:39:05.319933
362,Unincorporated - Whittier Narrows,0.0,0,2020-04-02 16:39:05.319933
363,Unincorporated - Willowbrook,6.0,17.35,2020-04-02 16:39:05.319933
364,Unincorporated - Wiseburn,,--,2020-04-02 16:39:05.319933
365,- Under Investigation,505.0,,2020-04-02 16:39:05.319933
