,location,cases,Rate**,date
35,City of Bell,16.0,43.72,2020-04-04 17:02:42.350030
36,City of Bell Gardens,10.0,23.36,2020-04-04 17:02:42.350030
37,City of Bellflower,30.0,39.44,2020-04-04 17:02:42.350030
38,City of Beverly Hills,60.0,173.15,2020-04-04 17:02:42.350030
39,City of Bradbury,0.0,0,2020-04-04 17:02:42.350030
40,City of Burbank,61.0,58.27,2020-04-04 17:02:42.350030
41,City of Calabasas,16.0,66.16,2020-04-04 17:02:42.350030
42,City of Carson,69.0,73.61,2020-04-04 17:02:42.350030
43,City of Cerritos,15.0,30.46,2020-04-04 17:02:42.350030
44,City of Claremont,3.0,8.31,2020-04-04 17:02:42.350030
45,City of Commerce,0.0,0,2020-04-04 17:02:42.350030
46,City of Compton,31.0,30.71,2020-04-04 17:02:42.350030
47,City of Covina,14.0,28.5,2020-04-04 17:02:42.350030
48,City of Cudahy,12.0,48.93,2020-04-04 17:02:42.350030
49,City of Culver City,23.0,57,2020-04-04 17:02:42.350030
50,City of Diamond Bar,11.0,19.26,2020-04-04 17:02:42.350030
51,City of Downey,52.0,45.69,2020-04-04 17:02:42.350030
52,City of Duarte,,--,2020-04-04 17:02:42.350030
53,City of El Monte,12.0,10.55,2020-04-04 17:02:42.350030
54,City of El Segundo,6.0,36.19,2020-04-04 17:02:42.350030
55,City of Gardena,23.0,37.9,2020-04-04 17:02:42.350030
56,City of Glendale,118.0,58.53,2020-04-04 17:02:42.350030
57,City of Glendora,11.0,21.06,2020-04-04 17:02:42.350030
58,City of Hawaiian Gardens,,--,2020-04-04 17:02:42.350030
59,City of Hawthorne,32.0,36.46,2020-04-04 17:02:42.350030
60,City of Hermosa Beach,17.0,86.25,2020-04-04 17:02:42.350030
61,City of Hidden Hills,0.0,0,2020-04-04 17:02:42.350030
62,City of Huntington Park,20.0,33.61,2020-04-04 17:02:42.350030
63,City of Industry,0.0,0,2020-04-04 17:02:42.350030
64,City of Inglewood,62.0,53.28,2020-04-04 17:02:42.350030
65,City of Irwindale,0.0,0,2020-04-04 17:02:42.350030
66,City of La Canada Flintridge,11.0,53.68,2020-04-04 17:02:42.350030
67,City of La Habra Heights,0.0,0,2020-04-04 17:02:42.350030
68,City of La Mirada,13.0,26.28,2020-04-04 17:02:42.350030
69,City of La Puente,11.0,27.24,2020-04-04 17:02:42.350030
70,City of La Verne,4.0,12.08,2020-04-04 17:02:42.350030
71,City of Lakewood,28.0,35.81,2020-04-04 17:02:42.350030
72,City of Lancaster,43.0,27.46,2020-04-04 17:02:42.350030
73,City of Lawndale,10.0,29.96,2020-04-04 17:02:42.350030
74,City of Lomita,7.0,34.63,2020-04-04 17:02:42.350030
75,City of Lynwood,28.0,38.79,2020-04-04 17:02:42.350030
76,City of Malibu,8.0,63.15,2020-04-04 17:02:42.350030
77,City of Manhattan Beach,46.0,130.79,2020-04-04 17:02:42.350030
78,City of Maywood,14.0,49.77,2020-04-04 17:02:42.350030
79,City of Monrovia,9.0,24.02,2020-04-04 17:02:42.350030
80,City of Montebello,11.0,17.26,2020-04-04 17:02:42.350030
81,City of Monterey Park,15.0,24.54,2020-04-04 17:02:42.350030
82,City of Norwalk,38.0,36.24,2020-04-04 17:02:42.350030
83,City of Palmdale,31.0,19.41,2020-04-04 17:02:42.350030
84,City of Palos Verdes Estates,21.0,153.65,2020-04-04 17:02:42.350030
85,City of Paramount,19.0,33.79,2020-04-04 17:02:42.350030
86,City of Pico Rivera,27.0,42.15,2020-04-04 17:02:42.350030
87,City of Pomona,24.0,15.46,2020-04-04 17:02:42.350030
88,City of Rancho Palos Verdes,27.0,62.93,2020-04-04 17:02:42.350030
89,City of Redondo Beach,62.0,89.45,2020-04-04 17:02:42.350030
90,City of Rolling Hills,0.0,0,2020-04-04 17:02:42.350030
91,City of Rolling Hills Estates,7.0,87.55,2020-04-04 17:02:42.350030
92,City of Rosemead,6.0,10.9,2020-04-04 17:02:42.350030
93,City of San Dimas,7.0,20.58,2020-04-04 17:02:42.350030
94,City of San Fernando,8.0,32.7,2020-04-04 17:02:42.350030
95,City of San Gabriel,7.0,17.36,2020-04-04 17:02:42.350030
96,City of San Marino,5.0,36.99,2020-04-04 17:02:42.350030
97,City of Santa Clarita,89.0,40.57,2020-04-04 17:02:42.350030
98,City of Santa Fe Springs,,--,2020-04-04 17:02:42.350030
99,City of Santa Monica,65.0,69.59,2020-04-04 17:02:42.350030
100,City of Sierra Madre,,--,2020-04-04 17:02:42.350030
101,City of Signal Hill,,--,2020-04-04 17:02:42.350030
102,City of South El Monte,,--,2020-04-04 17:02:42.350030
103,City of South Gate,42.0,42.11,2020-04-04 17:02:42.350030
104,City of South Pasadena,9.0,34.7,2020-04-04 17:02:42.350030
105,City of Temple City,5.0,13.7,2020-04-04 17:02:42.350030
106,City of Torrance,85.0,57.95,2020-04-04 17:02:42.350030
107,City of Vernon,0.0,0,2020-04-04 17:02:42.350030
108,City of Walnut,7.0,23.28,2020-04-04 17:02:42.350030
109,City of West Covina,9.0,8.36,2020-04-04 17:02:42.350030
110,City of West Hollywood,81.0,226.27,2020-04-04 17:02:42.350030
111,City of Westlake Village,,--,2020-04-04 17:02:42.350030
112,City of Whittier,21.0,23.84,2020-04-04 17:02:42.350030
113,Los Angeles,2361.0,58.52,2020-04-04 17:02:42.350030
114,Los Angeles - Adams-Normandie,11.0,129.61,2020-04-04 17:02:42.350030
115,Los Angeles - Alsace,,--,2020-04-04 17:02:42.350030
116,Los Angeles - Angelino Heights,0.0,0,2020-04-04 17:02:42.350030
117,Los Angeles - Arleta,13.0,37.03,2020-04-04 17:02:42.350030
118,Los Angeles - Atwater Village,,--,2020-04-04 17:02:42.350030
