,location,cases,Rate**,date
52,City of Bell Gardens,109.0,253.07,2020-05-03 16:59:38.609652
53,City of Bellflower,139.0,178.81,2020-05-03 16:59:38.609652
54,City of Beverly Hills,112.0,324.45,2020-05-03 16:59:38.609652
55,City of Bradbury,1.0,93.55,2020-05-03 16:59:38.609652
56,City of Burbank,256.0,238.85,2020-05-03 16:59:38.609652
57,City of Calabasas,43.0,176.79,2020-05-03 16:59:38.609652
58,City of Carson,252.0,268.53,2020-05-03 16:59:38.609652
59,City of Cerritos,56.0,111.85,2020-05-03 16:59:38.609652
60,City of Claremont,24.0,65.78,2020-05-03 16:59:38.609652
61,City of Commerce,13.0,99.47,2020-05-03 16:59:38.609652
62,City of Compton,218.0,218.21,2020-05-03 16:59:38.609652
63,City of Covina,101.0,205.99,2020-05-03 16:59:38.609652
64,City of Cudahy,80.0,328.58,2020-05-03 16:59:38.609652
65,City of Culver City,67.0,168.07,2020-05-03 16:59:38.609652
66,City of Diamond Bar,35.0,60.85,2020-05-03 16:59:38.609652
67,City of Downey,235.0,205.67,2020-05-03 16:59:38.609652
68,City of Duarte,76.0,345.2,2020-05-03 16:59:38.609652
69,City of El Monte,175.0,149.23,2020-05-03 16:59:38.609652
70,City of El Segundo,28.0,166.81,2020-05-03 16:59:38.609652
71,City of Gardena,165.0,269.12,2020-05-03 16:59:38.609652
72,City of Glendale,612.0,296.38,2020-05-03 16:59:38.609652
73,City of Glendora,46.0,87.18,2020-05-03 16:59:38.609652
74,City of Hawaiian Gardens,10.0,68.14,2020-05-03 16:59:38.609652
75,City of Hawthorne,204.0,229.76,2020-05-03 16:59:38.609652
76,City of Hermosa Beach,24.0,122.01,2020-05-03 16:59:38.609652
77,City of Hidden Hills,0.0,0.0,2020-05-03 16:59:38.609652
78,City of Huntington Park,164.0,275.7,2020-05-03 16:59:38.609652
79,City of Industry,1.0,228.83,2020-05-03 16:59:38.609652
80,City of Inglewood,348.0,306.39,2020-05-03 16:59:38.609652
81,City of Irwindale,2.0,137.08,2020-05-03 16:59:38.609652
82,City of La Canada Flintridge,36.0,173.97,2020-05-03 16:59:38.609652
83,City of La Habra Heights,3.0,55.0,2020-05-03 16:59:38.609652
84,City of La Mirada,66.0,133.07,2020-05-03 16:59:38.609652
85,City of La Puente,43.0,105.66,2020-05-03 16:59:38.609652
86,City of La Verne,16.0,48.07,2020-05-03 16:59:38.609652
87,City of Lakewood,85.0,105.77,2020-05-03 16:59:38.609652
88,City of Lancaster,338.0,209.2,2020-05-03 16:59:38.609652
89,City of Lawndale,60.0,178.5,2020-05-03 16:59:38.609652
90,City of Lomita,35.0,168.85,2020-05-03 16:59:38.609652
91,City of Lynwood,204.0,283.15,2020-05-03 16:59:38.609652
92,City of Malibu,31.0,239.18,2020-05-03 16:59:38.609652
93,City of Manhattan Beach,66.0,183.34,2020-05-03 16:59:38.609652
94,City of Maywood,70.0,249.56,2020-05-03 16:59:38.609652
95,City of Monrovia,53.0,136.6,2020-05-03 16:59:38.609652
96,City of Montebello,149.0,231.46,2020-05-03 16:59:38.609652
97,City of Monterey Park,80.0,128.49,2020-05-03 16:59:38.609652
98,City of Norwalk,203.0,188.62,2020-05-03 16:59:38.609652
99,City of Palmdale,438.0,275.53,2020-05-03 16:59:38.609652
100,City of Palos Verdes Estates,37.0,273.63,2020-05-03 16:59:38.609652
101,City of Paramount,148.0,264.18,2020-05-03 16:59:38.609652
102,City of Pico Rivera,188.0,292.45,2020-05-03 16:59:38.609652
103,City of Pomona,193.0,123.77,2020-05-03 16:59:38.609652
104,City of Rancho Palos Verdes,61.0,142.7,2020-05-03 16:59:38.609652
105,City of Redondo Beach,110.0,160.12,2020-05-03 16:59:38.609652
106,City of Rolling Hills,2.0,103.09,2020-05-03 16:59:38.609652
107,City of Rolling Hills Estates,13.0,160.24,2020-05-03 16:59:38.609652
108,City of Rosemead,40.0,72.27,2020-05-03 16:59:38.609652
109,City of San Dimas,29.0,84.02,2020-05-03 16:59:38.609652
110,City of San Fernando,100.0,406.31,2020-05-03 16:59:38.609652
111,City of San Gabriel,30.0,73.25,2020-05-03 16:59:38.609652
112,City of San Marino,12.0,90.38,2020-05-03 16:59:38.609652
113,City of Santa Clarita,402.0,182.38,2020-05-03 16:59:38.609652
114,City of Santa Fe Springs,27.0,147.03,2020-05-03 16:59:38.609652
115,City of Santa Monica,171.0,184.97,2020-05-03 16:59:38.609652
116,City of Sierra Madre,5.0,45.5,2020-05-03 16:59:38.609652
117,City of Signal Hill,8.0,67.81,2020-05-03 16:59:38.609652
118,City of South El Monte,29.0,138.86,2020-05-03 16:59:38.609652
119,City of South Gate,265.0,269.98,2020-05-03 16:59:38.609652
120,City of South Pasadena,93.0,356.96,2020-05-03 16:59:38.609652
121,City of Temple City,52.0,142.64,2020-05-03 16:59:38.609652
122,City of Torrance,279.0,186.91,2020-05-03 16:59:38.609652
123,City of Vernon,1.0,478.47,2020-05-03 16:59:38.609652
124,City of Walnut,23.0,75.33,2020-05-03 16:59:38.609652
125,City of West Covina,141.0,130.27,2020-05-03 16:59:38.609652
126,City of West Hollywood,139.0,376.17,2020-05-03 16:59:38.609652
127,City of Westlake Village,6.0,71.77,2020-05-03 16:59:38.609652
128,City of Whittier,124.0,141.82,2020-05-03 16:59:38.609652
129,Los Angeles,12300.0,304.11,2020-05-03 16:59:38.609652
130,Los Angeles - Adams-Normandie,29.0,353.57,2020-05-03 16:59:38.609652
131,Los Angeles - Alsace,32.0,257.13,2020-05-03 16:59:38.609652
132,Los Angeles - Angeles National Forest,0.0,0.0,2020-05-03 16:59:38.609652
133,Los Angeles - Angelino Heights,9.0,359.71,2020-05-03 16:59:38.609652
134,Los Angeles - Arleta,120.0,349.14,2020-05-03 16:59:38.609652
135,Los Angeles - Atwater Village,34.0,231.83,2020-05-03 16:59:38.609652
